Country,Year,ElementName,MDS1,MDS2
Venezuela (Bolivarian Republic of),1970,Fat,-0.017018136,-0.158096559
Viet Nam,1970,Fat,0.402559955,0.377250653
Yemen,1970,Fat,0.07781341,-0.504363489
Yugoslav SFR,1970,Fat,-0.498401049,-0.208634308
Zambia,1970,Fat,0.350996992,-0.375465818
Zimbabwe,1970,Fat,0.294183291,-0.734807119
Albania,1980,Fat,-0.654244136,-0.264785802
Algeria,1980,Fat,-0.410214514,-0.351100378
Angola,1980,Fat,0.405479324,-0.080714284
Antigua and Barbuda,1980,Fat,-0.283964655,0.303774096
Argentina,1980,Fat,-0.481195988,-0.206281022
Australia,1980,Fat,-0.290351057,-0.10066888
Austria,1980,Fat,-0.449382451,-0.050282765
Bahamas,1980,Fat,-0.339458165,0.249340942
Bangladesh,1980,Fat,0.276264953,0.203059949
Barbados,1980,Fat,-0.219803462,0.117477932
Belgium-Luxembourg,1980,Fat,-0.340819504,-0.04828602
Belize,1980,Fat,-0.373069998,0.478926987
Benin,1980,Fat,0.480353562,-0.195485294
Bermuda,1980,Fat,-0.523899536,0.373326685
Bolivia (Plurinational State of),1980,Fat,-0.061557691,0.119965729
Botswana,1980,Fat,0.214443181,-0.291497131
Brazil,1980,Fat,-0.088825757,-0.101849427
Brunei Darussalam,1980,Fat,0.073051117,0.164070118
Bulgaria,1980,Fat,-0.518451336,-0.181587945
Burkina Faso,1980,Fat,0.491545239,-0.389088645
Burundi,1980,Fat,0.852273104,0.170961372
Côte d’Ivoire,1980,Fat,0.499237729,0.059311618
Cambodia,1980,Fat,0.512057594,0.312121752
Cameroon,1980,Fat,0.502653767,-0.024419809
Canada,1980,Fat,-0.338327886,-0.067628348
Cape Verde,1980,Fat,0.124116624,0.362453362
Central African Republic,1980,Fat,0.698625536,-0.154423418
Chad,1980,Fat,0.681716519,-0.413723382
Chile,1980,Fat,-0.489048692,-0.172721797
China,1980,Fat,0.136311194,-0.254410304
Colombia,1980,Fat,0.035423565,-0.115593049
Comoros,1980,Fat,0.427042503,0.408909943
Congo,1980,Fat,0.542163742,0.200327245
Costa Rica,1980,Fat,-0.005088073,-0.143266184
Cuba,1980,Fat,-0.14453459,0.151916782
Cyprus,1980,Fat,-0.287884459,-0.153225394
Czechoslovakia,1980,Fat,-0.530361296,-0.080519301
Democratic People's Republic of Korea,1980,Fat,-0.331857988,-0.502012742
Denmark,1980,Fat,-0.479733588,0.017992992
Djibouti,1980,Fat,-0.040459085,0.231414441
Dominica,1980,Fat,-0.126832453,0.530289417
Dominican Republic,1980,Fat,0.1146389,0.032617304
Ecuador,1980,Fat,-0.030831976,0.009820408
Egypt,1980,Fat,-0.198952839,-0.409443303
El Salvador,1980,Fat,0.01601622,-0.467030196
Ethiopia PDR,1980,Fat,0.262551699,-0.698833876
Fiji,1980,Fat,0.045493121,0.392468573
Finland,1980,Fat,-0.572443681,-0.016739432
France,1980,Fat,-0.319464415,-0.046908885
French Polynesia,1980,Fat,-0.159991588,0.208630124
Gabon,1980,Fat,0.266891564,0.343365122
Gambia,1980,Fat,0.408682606,-0.364257403
Germany,1980,Fat,-0.460401088,-0.028419146
Ghana,1980,Fat,0.610543431,0.073782532
Greece,1980,Fat,-0.43080114,-0.289882595
Grenada,1980,Fat,-0.178730666,0.548268746
Guatemala,1980,Fat,0.041048006,-0.321979796
Guinea,1980,Fat,0.700504071,0.040585811
Guinea-Bissau,1980,Fat,0.441392534,-0.01040622
Guyana,1980,Fat,0.096178099,0.634289029
Haiti,1980,Fat,0.446546876,0.04750256
Honduras,1980,Fat,0.243680381,-0.275394677
Hungary,1980,Fat,-0.504759307,-0.129810824
Iceland,1980,Fat,-0.558655274,0.131515761
India,1980,Fat,0.250102219,-0.164907359
Indonesia,1980,Fat,0.523768422,0.31505392
Iran (Islamic Republic of),1980,Fat,-0.402290788,-0.239679728
Ireland,1980,Fat,-0.462161691,0.013197212
Israel,1980,Fat,-0.283884849,-0.194632902
Italy,1980,Fat,-0.331879597,-0.156817401
Jamaica,1980,Fat,-0.070472221,0.314593767
Japan,1980,Fat,-0.253360058,-0.061651863
Jordan,1980,Fat,-0.209321603,-0.149761285
Kenya,1980,Fat,0.295234686,-0.093750119
Kiribati,1980,Fat,0.008532582,0.767667464
Kuwait,1980,Fat,-0.24501621,0.031976519
Lao People's Democratic Republic,1980,Fat,0.644755288,0.373929573
Lebanon,1980,Fat,-0.268010982,-0.170782252
Lesotho,1980,Fat,-0.460230996,0.518640258
Liberia,1980,Fat,0.39716717,0.262232997
Libya,1980,Fat,-0.369267015,-0.233795106
Madagascar,1980,Fat,0.372515794,0.117038024
Malawi,1980,Fat,0.406573898,-0.21355163
Malaysia,1980,Fat,0.187449755,0.166255275
Maldives,1980,Fat,0.08934816,0.544340229
Mali,1980,Fat,0.446519509,-0.353300811
Malta,1980,Fat,-0.379303629,0.022834086
Mauritania,1980,Fat,0.147753304,-0.469262373
Mauritius,1980,Fat,-0.119466237,0.171448941
Mexico,1980,Fat,0.013011916,-0.06840417
Mongolia,1980,Fat,-0.8330666,0.37856499
Morocco,1980,Fat,-0.383518402,-0.308188933
Mozambique,1980,Fat,0.359097867,-0.144667111
Myanmar,1980,Fat,0.526404906,-0.273161506
Namibia,1980,Fat,0.352070457,-0.800859544
Nepal,1980,Fat,0.160913864,0.207760673
Netherlands,1980,Fat,-0.388561983,-0.120742996
New Caledonia,1980,Fat,-0.172825976,0.220917056
New Zealand,1980,Fat,-0.465214187,-0.034152193
Nicaragua,1980,Fat,0.401902759,-0.260853071
Niger,1980,Fat,0.585758119,-0.405713645
Nigeria,1980,Fat,0.524218041,-0.124090964
Norway,1980,Fat,-0.471037574,0.009729783
Pakistan,1980,Fat,0.048131841,-0.291773957
Panama,1980,Fat,-0.004129677,0.169347673
Paraguay,1980,Fat,0.149884124,-0.179269436
Peru,1980,Fat,-0.000844389,-0.080442906
Philippines,1980,Fat,0.314998873,0.403097629
Poland,1980,Fat,-0.698489097,-0.109470449
Portugal,1980,Fat,-0.369729435,-0.141965777
Republic of Korea,1980,Fat,-0.197728627,-0.539584589
Romania,1980,Fat,-0.574021984,-0.217566054
Rwanda,1980,Fat,0.810066544,0.082539003
Saint Kitts and Nevis,1980,Fat,-0.015222598,0.332043854
Saint Lucia,1980,Fat,0.0099579,0.580554388
Saint Vincent and the Grenadines,1980,Fat,0.036795341,0.479183353
Samoa,1980,Fat,0.004269383,0.884761662
Sao Tome and Principe,1980,Fat,0.360510806,0.52823808
Saudi Arabia,1980,Fat,-0.125169757,-0.279495749
Senegal,1980,Fat,0.314370634,-0.383861192
Seychelles,1980,Fat,-0.134031431,0.22712879
Sierra Leone,1980,Fat,0.515561272,-0.092661969
Solomon Islands,1980,Fat,0.134850704,0.601530756
South Africa,1980,Fat,-0.190913789,-0.112569438
Spain,1980,Fat,-0.390297666,-0.211283056
Sri Lanka,1980,Fat,0.349544193,0.404857572
Sudan (former),1980,Fat,0.317275974,-0.506790501
Suriname,1980,Fat,-0.200797163,0.32964338
Swaziland,1980,Fat,0.005452911,0.430904021
Sweden,1980,Fat,-0.437377321,-0.090404439
Switzerland,1980,Fat,-0.368278784,-0.051321662
Syrian Arab Republic,1980,Fat,-0.325217789,-0.26513273
Thailand,1980,Fat,0.340074428,0.294012102
Timor-Leste,1980,Fat,0.332608941,0.33802305
Togo,1980,Fat,0.523645678,-0.175751984
Trinidad and Tobago,1980,Fat,-0.095019628,0.139437161
Tunisia,1980,Fat,-0.416157096,-0.335547774
Turkey,1980,Fat,-0.330653169,-0.286137436
Uganda,1980,Fat,0.751168164,-0.127170983
United Arab Emirates,1980,Fat,-0.280795765,-0.004516634
United Kingdom,1980,Fat,-0.355764859,-0.016988627
United Republic of Tanzania,1980,Fat,0.442032914,-0.124752854
United States of America,1980,Fat,-0.236420803,-0.092739823
Uruguay,1980,Fat,-0.594092865,-0.148708028
USSR,1980,Fat,-0.541925902,-0.225689674
Vanuatu,1980,Fat,0.069716392,0.581702373
Venezuela (Bolivarian Republic of),1980,Fat,-0.054259106,-0.200296315
Viet Nam,1980,Fat,0.41070863,0.387650326
Yemen,1980,Fat,0.026709084,-0.297802325
Yugoslav SFR,1980,Fat,-0.498702578,-0.202433846
Zambia,1980,Fat,0.28900363,-0.454872893
Zimbabwe,1980,Fat,0.215800745,-0.616013378
Albania,1990,Fat,-0.552015777,-0.159446484
Algeria,1990,Fat,-0.351742814,-0.286676075
Angola,1990,Fat,0.453792414,-0.098653068
Antigua and Barbuda,1990,Fat,-0.288614904,0.313399999
Argentina,1990,Fat,-0.470706952,-0.141610203
Australia,1990,Fat,-0.25300246,-0.117116172
Austria,1990,Fat,-0.423899292,-0.067989052
Bahamas,1990,Fat,-0.381624272,0.172515878
Bangladesh,1990,Fat,0.217707558,0.264504813
Barbados,1990,Fat,-0.150632915,0.055631234
Belgium-Luxembourg,1990,Fat,-0.315123742,-0.073702343
Belize,1990,Fat,-0.310440716,0.179099835
Benin,1990,Fat,0.442527398,-0.211885852
Bermuda,1990,Fat,-0.340458299,0.343331396
Bolivia (Plurinational State of),1990,Fat,-0.103536861,-0.001322272
Botswana,1990,Fat,0.017190345,0.014230589
Brazil,1990,Fat,-0.102755632,-0.089293353
Brunei Darussalam,1990,Fat,-0.011885421,0.117851253
Bulgaria,1990,Fat,-0.479626023,-0.130698722
Burkina Faso,1990,Fat,0.471518676,-0.394466105
Burundi,1990,Fat,0.822307415,0.218309244
Côte d’Ivoire,1990,Fat,0.426681594,0.067841855
Cambodia,1990,Fat,0.367640135,0.261283694
Cameroon,1990,Fat,0.40825836,-0.036341337
Canada,1990,Fat,-0.281015905,-0.082742512
Cape Verde,1990,Fat,-0.100446108,0.088836766
Central African Republic,1990,Fat,0.682998368,-0.122830822
Chad,1990,Fat,0.692496474,-0.430809281
Chile,1990,Fat,-0.454263326,-0.163972086
China,1990,Fat,-0.090359564,-0.237405312
Colombia,1990,Fat,-0.023497681,-0.112183676
Comoros,1990,Fat,0.360408684,0.289427649
Congo,1990,Fat,0.271774039,0.108072463
Costa Rica,1990,Fat,-0.026575087,0.064213272
Cuba,1990,Fat,-0.012021305,-0.016263243
Cyprus,1990,Fat,-0.284769795,-0.071534577
Czechoslovakia,1990,Fat,-0.443178915,-0.038739097
Democratic People's Republic of Korea,1990,Fat,-0.205233748,-0.483616497
Denmark,1990,Fat,-0.489663497,-0.060540568
Djibouti,1990,Fat,0.017162054,0.290862312
Dominica,1990,Fat,-0.101745258,0.457985467
Dominican Republic,1990,Fat,0.069118082,0.028995167
Ecuador,1990,Fat,-0.042499785,0.03372453
Egypt,1990,Fat,-0.143801872,-0.32702451
El Salvador,1990,Fat,0.092031192,-0.209931269
Ethiopia PDR,1990,Fat,0.238154965,-0.58227476
Fiji,1990,Fat,-0.007336341,0.212948647
Finland,1990,Fat,-0.543839253,-0.027072886
France,1990,Fat,-0.352822228,-0.058754702
French Polynesia,1990,Fat,-0.110510838,0.185208174
Gabon,1990,Fat,0.221812479,0.143742635
Gambia,1990,Fat,0.242187878,-0.384569513
Germany,1990,Fat,-0.447118521,-0.05314375
Ghana,1990,Fat,0.572656307,0.057148913
Greece,1990,Fat,-0.406885679,-0.245820913
Grenada,1990,Fat,-0.207618904,0.473102012
Guatemala,1990,Fat,-0.01972923,-0.235234767
Guinea,1990,Fat,0.587214073,0.096239886
Guinea-Bissau,1990,Fat,0.413933591,0.01469171
Guyana,1990,Fat,0.016812887,0.343051832
Haiti,1990,Fat,0.355939318,0.047993029
Honduras,1990,Fat,0.12456546,-0.096105575
Hungary,1990,Fat,-0.483606995,-0.100410086
Iceland,1990,Fat,-0.541706876,0.084447463
India,1990,Fat,0.231590355,-0.103344541
Indonesia,1990,Fat,0.432131882,0.259417748
Iran (Islamic Republic of),1990,Fat,-0.432779578,-0.274844204
Ireland,1990,Fat,-0.45789435,0.014352137
Israel,1990,Fat,-0.227435278,-0.163596748
Italy,1990,Fat,-0.329443625,-0.163751064
Jamaica,1990,Fat,-0.13162258,0.291676335
Japan,1990,Fat,-0.248925123,-0.033121708
Jordan,1990,Fat,-0.174698428,-0.134936222
Kenya,1990,Fat,0.271853417,-0.112292278
Kiribati,1990,Fat,-0.04632578,0.636793857
Kuwait,1990,Fat,-0.220296045,-0.024086277
Lao People's Democratic Republic,1990,Fat,0.561942205,0.282308255
Lebanon,1990,Fat,-0.261872343,-0.151960652
Lesotho,1990,Fat,-0.485729363,0.544584217
Liberia,1990,Fat,0.329513234,0.256309636
Libya,1990,Fat,-0.390469587,-0.300841885
Madagascar,1990,Fat,0.27738215,0.033334696
Malawi,1990,Fat,0.304646876,-0.172361024
Malaysia,1990,Fat,0.156220671,0.124012157
Maldives,1990,Fat,-0.09255606,0.374107836
Mali,1990,Fat,0.450655466,-0.351525618
Malta,1990,Fat,-0.375143888,-0.062098
Mauritania,1990,Fat,0.130093082,-0.47740819
Mauritius,1990,Fat,-0.184565625,0.099453664
Mexico,1990,Fat,-0.060768376,-0.080243392
Mongolia,1990,Fat,-0.590964737,0.240207467
Morocco,1990,Fat,-0.402462242,-0.227690117
Mozambique,1990,Fat,0.347968999,-0.151568547
Myanmar,1990,Fat,0.449186635,-0.253927517
Namibia,1990,Fat,-0.05322162,0.39717306
Nepal,1990,Fat,0.106273091,0.192258395
Netherlands,1990,Fat,-0.416618148,-0.145129435
New Caledonia,1990,Fat,-0.168548181,0.137850792
New Zealand,1990,Fat,-0.374980958,-0.073697608
Nicaragua,1990,Fat,0.251014642,-0.120137051
Niger,1990,Fat,0.368673252,-0.448069748
Nigeria,1990,Fat,0.559548348,-0.10649419
Norway,1990,Fat,-0.451394549,-0.012076098
Pakistan,1990,Fat,0.02792154,-0.307499686
Panama,1990,Fat,-0.01195897,0.080360356
Paraguay,1990,Fat,0.050980959,-0.143743568
Peru,1990,Fat,-0.069606081,-0.104668458
Philippines,1990,Fat,0.201334378,0.345462722
Poland,1990,Fat,-0.600554758,-0.115262619
Portugal,1990,Fat,-0.418731596,-0.127539721
Republic of Korea,1990,Fat,-0.067489257,-0.264799858
Romania,1990,Fat,-0.544725677,-0.155777584
Rwanda,1990,Fat,0.554694606,0.069689822
Saint Kitts and Nevis,1990,Fat,-0.111420945,0.301728494
Saint Lucia,1990,Fat,-0.180911202,0.43474463
Saint Vincent and the Grenadines,1990,Fat,-0.07729857,0.399306099
Samoa,1990,Fat,-0.030643172,0.814199885
Sao Tome and Principe,1990,Fat,0.329223726,0.448252421
Saudi Arabia,1990,Fat,-0.128073946,-0.214822332
Senegal,1990,Fat,0.291284441,-0.31377451
Seychelles,1990,Fat,-0.205170356,0.09754312
Sierra Leone,1990,Fat,0.531207592,-0.055660024
Solomon Islands,1990,Fat,0.188422079,0.620833287
South Africa,1990,Fat,-0.194655743,-0.124821919
Spain,1990,Fat,-0.386011182,-0.202503902
Sri Lanka,1990,Fat,0.304570528,0.453506591
Sudan (former),1990,Fat,0.234335097,-0.485734816
Suriname,1990,Fat,-0.316548503,0.226347868
Swaziland,1990,Fat,0.057236581,0.20175867
Sweden,1990,Fat,-0.375131896,-0.03632323
Switzerland,1990,Fat,-0.349012637,-0.076108733
Syrian Arab Republic,1990,Fat,-0.302178855,-0.291069242
Thailand,1990,Fat,0.244835128,0.305878962
Timor-Leste,1990,Fat,0.352726274,0.358440346
Togo,1990,Fat,0.438276385,-0.165167928
Trinidad and Tobago,1990,Fat,-0.100679141,0.109272745
Tunisia,1990,Fat,-0.365519916,-0.238265747
Turkey,1990,Fat,-0.301971734,-0.278073464
Uganda,1990,Fat,0.5900044,-0.155240056
United Arab Emirates,1990,Fat,-0.214127012,-0.082981981
United Kingdom,1990,Fat,-0.387868426,-0.024730637
United Republic of Tanzania,1990,Fat,0.404318786,-0.115078663
United States of America,1990,Fat,-0.288059815,-0.126600228
Uruguay,1990,Fat,-0.38028576,-0.004446285
USSR,1990,Fat,-0.503346511,-0.177526557
Vanuatu,1990,Fat,-0.015138189,0.401424162
Venezuela (Bolivarian Republic of),1990,Fat,-0.108349283,-0.125107975
Viet Nam,1990,Fat,0.358447283,0.299419357
Yemen,1990,Fat,-0.003809186,-0.420014712
Yugoslav SFR,1990,Fat,-0.408845414,-0.136319854
Zambia,1990,Fat,0.340654909,-0.337521214
Zimbabwe,1990,Fat,0.301630747,-0.402248593
Albania,2000,Fat,-0.508050135,-0.118230562
Algeria,2000,Fat,-0.36980149,-0.221841029
Angola,2000,Fat,0.23750989,-0.034698524
Antigua and Barbuda,2000,Fat,-0.27818619,0.216523023
Argentina,2000,Fat,-0.499896815,-0.145625158
Australia,2000,Fat,-0.245909812,-0.106821323
Austria,2000,Fat,-0.400022499,-0.057769723
Bahamas,2000,Fat,-0.384251547,0.115522253
Bangladesh,2000,Fat,-0.006178417,-0.262413443
Barbados,2000,Fat,-0.228189209,-0.005594344
Belgium-Luxembourg,2000,Fat,-0.301677608,-0.028935716
Belize,2000,Fat,-0.315388234,0.147385602
Benin,2000,Fat,0.428673448,-0.205881436
Bermuda,2000,Fat,-0.320091373,0.396264695
Bolivia (Plurinational State of),2000,Fat,-0.143258999,-0.006312438
Botswana,2000,Fat,-0.007980338,-0.044543217
Brazil,2000,Fat,-0.119238668,-0.15901156
Brunei Darussalam,2000,Fat,-0.023396171,0.123640226
Bulgaria,2000,Fat,-0.385512299,-0.02839191
Burkina Faso,2000,Fat,0.446372286,-0.371076192
Burundi,2000,Fat,0.740772671,0.199212894
Côte d’Ivoire,2000,Fat,0.345211722,0.07185667
Cambodia,2000,Fat,0.34736342,0.13808809
Cameroon,2000,Fat,0.344746621,-0.0563923
Canada,2000,Fat,-0.273472093,-0.087752437
Cape Verde,2000,Fat,-0.13017343,0.053593787
Central African Republic,2000,Fat,0.662248072,-0.106358205
Chad,2000,Fat,0.723056966,-0.432162168
Chile,2000,Fat,-0.382129423,-0.154315192
China,2000,Fat,-0.220588366,-0.242906306
Colombia,2000,Fat,-0.047144506,-0.083304707
Comoros,2000,Fat,0.382195745,0.34079669
Congo,2000,Fat,0.200568079,0.093729521
Costa Rica,2000,Fat,-0.199117759,0.011931302
Cuba,2000,Fat,0.002350869,-0.018345169
Cyprus,2000,Fat,-0.311203927,-0.071571154
Czechoslovakia,2000,Fat,-0.430624528,-0.028243402
Democratic People's Republic of Korea,2000,Fat,-0.076480604,-0.401424822
Denmark,2000,Fat,-0.460067675,-0.058135481
Djibouti,2000,Fat,-0.034624668,0.195323693
Dominica,2000,Fat,-0.213905991,0.442831544
Dominican Republic,2000,Fat,0.037657055,0.095971547
Ecuador,2000,Fat,-0.087421916,0.09031087
Egypt,2000,Fat,-0.16441747,-0.275680259
El Salvador,2000,Fat,-0.051682801,-0.044273121
Ethiopia PDR,2000,Fat,0.285412598,-0.468683698
Fiji,2000,Fat,-0.111746257,0.194189116
Finland,2000,Fat,-0.507558878,0.003980595
France,2000,Fat,-0.35912169,-0.024684999
French Polynesia,2000,Fat,-0.170752499,0.17691409
Gabon,2000,Fat,0.148108282,0.155118071
Gambia,2000,Fat,0.220268964,-0.315374344
Germany,2000,Fat,-0.426041695,-0.043035684
Ghana,2000,Fat,0.488534628,0.044994446
Greece,2000,Fat,-0.412927629,-0.229589786
Grenada,2000,Fat,-0.304597987,0.392632349
Guatemala,2000,Fat,-0.027368216,-0.138277342
Guinea,2000,Fat,0.541470357,0.118576441
Guinea-Bissau,2000,Fat,0.315996347,0.0076191
Guyana,2000,Fat,-0.062001035,0.217122436
Haiti,2000,Fat,0.313404027,0.059190836
Honduras,2000,Fat,-0.047610885,0.031439113
Hungary,2000,Fat,-0.482064298,-0.090923613
Iceland,2000,Fat,-0.466024727,0.065013033
India,2000,Fat,0.116726399,-0.106571355
Indonesia,2000,Fat,0.376720084,0.258769158
Iran (Islamic Republic of),2000,Fat,-0.399326017,-0.222948785
Ireland,2000,Fat,-0.432603701,-0.025206319
Israel,2000,Fat,-0.240669847,-0.141445311
Italy,2000,Fat,-0.360908579,-0.159839785
Jamaica,2000,Fat,-0.179935848,0.243253887
Japan,2000,Fat,-0.264641197,0.002093881
Jordan,2000,Fat,-0.189597478,-0.126905483
Kenya,2000,Fat,0.198787039,-0.121339503
Kiribati,2000,Fat,-0.077999291,0.531570584
Kuwait,2000,Fat,-0.200009359,-0.058810269
Lao People's Democratic Republic,2000,Fat,0.490427532,0.344743322
Lebanon,2000,Fat,-0.277094779,-0.116488815
Lesotho,2000,Fat,-0.467605711,0.519186302
Liberia,2000,Fat,0.310883372,0.270417799
Libya,2000,Fat,-0.352242903,-0.277545713
Madagascar,2000,Fat,0.288698818,0.080652559
Malawi,2000,Fat,0.316135515,-0.127196035
Malaysia,2000,Fat,0.122776956,0.178691452
Maldives,2000,Fat,-0.223127377,0.267299682
Mali,2000,Fat,0.38144203,-0.286113613
Malta,2000,Fat,-0.381065847,-0.025736454
Mauritania,2000,Fat,0.054603386,-0.432356248
Mauritius,2000,Fat,-0.169657382,0.057617064
Mexico,2000,Fat,-0.071944024,-0.079908032
Mongolia,2000,Fat,-0.544677107,0.163046842
Morocco,2000,Fat,-0.381484778,-0.207914563
Mozambique,2000,Fat,0.339342287,-0.138012633
Myanmar,2000,Fat,0.354179473,-0.188878578
Namibia,2000,Fat,-0.058811389,0.145201899
Nepal,2000,Fat,0.096589821,0.083317461
Netherlands,2000,Fat,-0.373916491,-0.1199198
New Caledonia,2000,Fat,-0.267508686,0.165294834
New Zealand,2000,Fat,-0.274560211,-0.070649755
Nicaragua,2000,Fat,0.206347421,-0.045392734
Niger,2000,Fat,0.36489084,-0.454802737
Nigeria,2000,Fat,0.490773232,-0.121635952
Norway,2000,Fat,-0.424251341,-0.004529906
Pakistan,2000,Fat,-0.035302187,-0.321581322
Panama,2000,Fat,-0.086535152,0.077135295
Paraguay,2000,Fat,0.039162155,-0.173682419
Peru,2000,Fat,-0.067702534,-0.128977739
Philippines,2000,Fat,0.184421647,0.363528384
Poland,2000,Fat,-0.529738559,-0.135292721
Portugal,2000,Fat,-0.404027279,-0.089787725
Republic of Korea,2000,Fat,-0.181341085,-0.264080802
Romania,2000,Fat,-0.478393599,-0.119716186
Rwanda,2000,Fat,0.668047997,0.145778762
Saint Kitts and Nevis,2000,Fat,-0.135392315,0.197790927
Saint Lucia,2000,Fat,-0.319491605,0.285837709
Saint Vincent and the Grenadines,2000,Fat,-0.159552523,0.256726184
Samoa,2000,Fat,-0.018074295,0.719160409
Sao Tome and Principe,2000,Fat,0.131722432,0.257802972
Saudi Arabia,2000,Fat,-0.135053436,-0.227228587
Senegal,2000,Fat,0.163154844,-0.247392776
Seychelles,2000,Fat,-0.229091923,0.048281203
Sierra Leone,2000,Fat,0.455667038,-0.035844712
Solomon Islands,2000,Fat,0.166434897,0.520094573
South Africa,2000,Fat,-0.18695625,-0.113802963
Spain,2000,Fat,-0.399298989,-0.183084703
Sri Lanka,2000,Fat,0.306598096,0.461714581
Sudan (former),2000,Fat,0.195701645,-0.445879103
Suriname,2000,Fat,-0.340924056,0.302878788
Swaziland,2000,Fat,-0.071554367,0.04718469
Sweden,2000,Fat,-0.367416651,-0.003624201
Switzerland,2000,Fat,-0.310959497,-0.0428047
Syrian Arab Republic,2000,Fat,-0.272048539,-0.259289131
Thailand,2000,Fat,0.176152006,0.274642458
Timor-Leste,2000,Fat,0.267805438,0.224254737
Togo,2000,Fat,0.403780637,-0.165406268
Trinidad and Tobago,2000,Fat,-0.119635726,0.04794146
Tunisia,2000,Fat,-0.314870151,-0.185567625
Turkey,2000,Fat,-0.280850594,-0.27438011
Uganda,2000,Fat,0.494238447,-0.12759662
United Arab Emirates,2000,Fat,-0.208127259,-0.06674893
United Kingdom,2000,Fat,-0.427134443,-0.057455957
United Republic of Tanzania,2000,Fat,0.423738136,-0.105143829
United States of America,2000,Fat,-0.287453789,-0.118895473
Uruguay,2000,Fat,-0.343726434,-0.008631468
USSR,2000,Fat,-0.477688899,-0.148401463
Vanuatu,2000,Fat,-0.033049158,0.34643152
Venezuela (Bolivarian Republic of),2000,Fat,-0.133652612,-0.059558396
Viet Nam,2000,Fat,0.23330574,0.175573199
Yemen,2000,Fat,-0.000731644,-0.214107992
Yugoslav SFR,2000,Fat,-0.366177875,-0.107847229
Zambia,2000,Fat,0.347334826,-0.205186476
Zimbabwe,2000,Fat,0.271974112,-0.276486518
Albania,1960,Protein,-0.43156761,-0.510620226
Algeria,1960,Protein,-0.308758546,-0.288465251
Angola,1960,Protein,0.715291481,0.095309395
Antigua and Barbuda,1960,Protein,-0.438531972,0.324085247
Argentina,1960,Protein,-0.356024987,-0.034378524
Australia,1960,Protein,-0.375181664,0.034030311
Austria,1960,Protein,-0.443156508,0.041710346
Bahamas,1960,Protein,-0.200900926,0.067778168
Bangladesh,1960,Protein,0.168797205,-0.416547083
Barbados,1960,Protein,-0.017034866,0.145726972
Belgium-Luxembourg,1960,Protein,-0.468845327,0.025499912
Belize,1960,Protein,-0.213950355,0.278778237
Benin,1960,Protein,0.753611123,-0.014344705
Bermuda,1960,Protein,-0.357493403,0.123722194
Bolivia (Plurinational State of),1960,Protein,-0.075894451,0.033731293
Botswana,1960,Protein,0.573408012,-0.594414439
Brazil,1960,Protein,0.006125285,0.082767056
Brunei Darussalam,1960,Protein,0.019694784,0.130060105
Bulgaria,1960,Protein,-0.451424163,-0.227611034
Burkina Faso,1960,Protein,0.750249935,-0.448083797
Burundi,1960,Protein,0.836719428,0.283743933
Côte d’Ivoire,1960,Protein,0.756342206,0.111264166
Cambodia,1960,Protein,0.560056798,0.376580527
Cameroon,1960,Protein,0.640832372,-0.018814163
Canada,1960,Protein,-0.367039419,0.03387185
Cape Verde,1960,Protein,0.45207623,0.215402332
Central African Republic,1960,Protein,0.942662501,0.052069735
Chad,1960,Protein,0.718948838,-0.476468925
Chile,1960,Protein,-0.394737258,-0.073402716
China,1960,Protein,0.114583417,-0.509678707
Colombia,1960,Protein,-0.022308891,0.220753592
Comoros,1960,Protein,0.588068992,0.580430651
Congo,1960,Protein,0.510438373,0.360911908
Costa Rica,1960,Protein,0.058629502,0.325247527
Cuba,1960,Protein,-0.036071106,0.130569619
Cyprus,1960,Protein,-0.374836192,-0.177687658
Czechoslovakia,1960,Protein,-0.5158527,-0.065607922
Democratic People's Republic of Korea,1960,Protein,0.064468688,-0.729248043
Denmark,1960,Protein,-0.579773,0.052342232
Djibouti,1960,Protein,-0.416729522,0.648823734
Dominica,1960,Protein,-0.180800828,0.448367793
Dominican Republic,1960,Protein,0.004937666,0.192451859
Ecuador,1960,Protein,0.061825284,0.080874367
Egypt,1960,Protein,0.04773452,-0.378828191
El Salvador,1960,Protein,0.07127029,0.110170654
Ethiopia PDR,1960,Protein,0.383560121,-0.693912297
Fiji,1960,Protein,0.018181328,0.403795094
Finland,1960,Protein,-0.621894199,0.064512003
France,1960,Protein,-0.394986689,-0.000125975
French Polynesia,1960,Protein,-0.242423791,0.172051089
Gabon,1960,Protein,0.43774251,0.431607785
Gambia,1960,Protein,0.790303792,-0.359395026
Germany,1960,Protein,-0.470232793,0.043647083
Ghana,1960,Protein,0.62854104,0.115554075
Greece,1960,Protein,-0.3652833,-0.132405872
Grenada,1960,Protein,-0.224758576,0.316159708
Guatemala,1960,Protein,0.096085664,-0.297562717
Guinea,1960,Protein,0.745501129,0.259352282
Guinea-Bissau,1960,Protein,0.611833865,0.047505305
Guyana,1960,Protein,-0.173749047,0.210533057
Haiti,1960,Protein,0.378354916,0.206907508
Honduras,1960,Protein,0.233729165,0.475947971
Hungary,1960,Protein,-0.501160503,-0.069099688
Iceland,1960,Protein,-0.632042194,0.128851553
India,1960,Protein,0.224052247,-0.239432008
Indonesia,1960,Protein,0.467847803,0.473606805
Iran (Islamic Republic of),1960,Protein,-0.286064644,-0.34039039
Ireland,1960,Protein,-0.550265017,-0.072801777
