Country,Year,ElementName,MDS1,MDS2
Jordan,1990,Calories,-0.143605858,-0.140284546
Kenya,1990,Calories,0.210049732,-0.064939566
Kiribati,1990,Calories,-0.206825338,0.521286659
Kuwait,1990,Calories,-0.161763312,-0.079746758
Lao People's Democratic Republic,1990,Calories,0.233016718,0.328968618
Lebanon,1990,Calories,-0.195774197,-0.112224494
Lesotho,1990,Calories,-0.175189372,-0.523323168
Liberia,1990,Calories,0.255841776,0.317135878
Libya,1990,Calories,-0.241550088,-0.204651255
Madagascar,1990,Calories,0.14960104,0.152174255
Malawi,1990,Calories,0.30674139,-0.180012291
Malaysia,1990,Calories,0.027963613,0.060683953
Maldives,1990,Calories,-0.148338515,0.176995488
Mali,1990,Calories,0.391419956,-0.269172146
Malta,1990,Calories,-0.235069143,-0.043399826
Mauritania,1990,Calories,0.124018308,-0.484777258
Mauritius,1990,Calories,-0.136838171,-0.01861979
Mexico,1990,Calories,-0.086130296,-0.051360726
Mongolia,1990,Calories,-0.56160213,0.014610727
Morocco,1990,Calories,-0.241084134,-0.199786475
Mozambique,1990,Calories,0.40994694,-0.036962587
Myanmar,1990,Calories,0.37252038,-0.140377746
Namibia,1990,Calories,0.059040414,-0.361874151
Nepal,1990,Calories,0.270425506,0.245018981
Netherlands,1990,Calories,-0.283587722,-0.058064152
New Caledonia,1990,Calories,-0.200045097,0.086788028
New Zealand,1990,Calories,-0.271399199,-0.032212254
Nicaragua,1990,Calories,0.060423961,0.00531486
Niger,1990,Calories,0.475098979,-0.409326799
Nigeria,1990,Calories,0.545080804,-0.058642686
Norway,1990,Calories,-0.344298738,-0.000343836
Pakistan,1990,Calories,-0.014252857,-0.23902561
Panama,1990,Calories,-0.095773799,0.051990569
Paraguay,1990,Calories,0.002932929,-0.047695603
Peru,1990,Calories,-0.047195486,-0.006401714
Philippines,1990,Calories,-0.012557,0.181447571
Poland,1990,Calories,-0.366080765,-0.073709694
Portugal,1990,Calories,-0.264023169,-0.05089394
Republic of Korea,1990,Calories,-0.061304688,-0.076007131
Romania,1990,Calories,-0.35770088,-0.130127951
Rwanda,1990,Calories,0.74501466,0.092329124
Saint Kitts and Nevis,1990,Calories,-0.146943362,0.114811211
Saint Lucia,1990,Calories,-0.196187022,0.197739938
Saint Vincent and the Grenadines,1990,Calories,-0.118925747,0.239382921
Samoa,1990,Calories,-0.130876017,0.615746559
Sao Tome and Principe,1990,Calories,0.165369983,0.482509533
Saudi Arabia,1990,Calories,-0.068400918,-0.185579307
Senegal,1990,Calories,0.199628988,-0.179332604
Seychelles,1990,Calories,-0.149676194,0.020904804
Sierra Leone,1990,Calories,0.491522769,0.004055801
Solomon Islands,1990,Calories,0.194380551,0.653485974
South Africa,1990,Calories,-0.13028921,-0.098031175
Spain,1990,Calories,-0.2702521,-0.114173286
Sri Lanka,1990,Calories,0.015400502,0.229872349
Sudan (former),1990,Calories,0.255143854,-0.371885529
Suriname,1990,Calories,-0.167504009,0.167512667
Swaziland,1990,Calories,0.032000646,-0.039829733
Sweden,1990,Calories,-0.261782499,-0.025168585
Switzerland,1990,Calories,-0.264425485,-0.064898399
Syrian Arab Republic,1990,Calories,-0.22502917,-0.231185515
Thailand,1990,Calories,0.011635022,0.17757054
Timor-Leste,1990,Calories,0.304750713,0.383514666
Togo,1990,Calories,0.440069824,-0.067383055
Trinidad and Tobago,1990,Calories,-0.113848058,0.096151878
Tunisia,1990,Calories,-0.257009094,-0.217620801
Turkey,1990,Calories,-0.20241949,-0.253591505
Uganda,1990,Calories,0.610131559,-0.176155292
United Arab Emirates,1990,Calories,-0.141548081,-0.160353452
United Kingdom,1990,Calories,-0.257823378,-0.06885961
United Republic of Tanzania,1990,Calories,0.415476885,-0.102185053
United States of America,1990,Calories,-0.235997721,-0.071860808
Uruguay,1990,Calories,-0.23582374,-0.027280356
USSR,1990,Calories,-0.347258465,-0.131976116
Vanuatu,1990,Calories,-0.100292603,0.478309874
Venezuela (Bolivarian Republic of),1990,Calories,-0.083635324,-0.001443886
Viet Nam,1990,Calories,0.164604939,0.271113266
Yemen,1990,Calories,0.014943792,-0.233486641
Yugoslav SFR,1990,Calories,-0.263163376,-0.083523293
Zambia,1990,Calories,0.28708697,-0.254395829
Zimbabwe,1990,Calories,0.183237342,-0.270653212
Albania,2000,Calories,-0.338271522,-0.116977097
Algeria,2000,Calories,-0.224880733,-0.158206212
Angola,2000,Calories,0.225285945,-0.01205528
Antigua and Barbuda,2000,Calories,-0.197930717,0.052565782
Argentina,2000,Calories,-0.2925391,-0.089910935
Australia,2000,Calories,-0.187934136,-0.071813797
Austria,2000,Calories,-0.272897657,-0.050477744
Bahamas,2000,Calories,-0.239897919,0.067747905
Bangladesh,2000,Calories,0.137093184,-0.35864271
Barbados,2000,Calories,-0.143277356,-0.006203709
Belgium-Luxembourg,2000,Calories,-0.26182515,-0.038384905
Belize,2000,Calories,-0.141442632,0.046877366
Benin,2000,Calories,0.434037023,-0.089716825
Bermuda,2000,Calories,-0.328828596,0.189011655
Bolivia (Plurinational State of),2000,Calories,-0.112665263,0.001935444
Botswana,2000,Calories,-0.033129424,-0.11172362
Brazil,2000,Calories,-0.117113086,-0.000936597
Brunei Darussalam,2000,Calories,-0.080275255,0.040023982
Bulgaria,2000,Calories,-0.255970343,-0.03405438
Burkina Faso,2000,Calories,0.564979648,-0.301958713
Burundi,2000,Calories,0.747938196,0.187732524
Côte d’Ivoire,2000,Calories,0.354887204,0.100372393
Cambodia,2000,Calories,0.23343621,0.262199209
Cameroon,2000,Calories,0.322190625,-0.022990884
Canada,2000,Calories,-0.178957191,-0.065136481
Cape Verde,2000,Calories,-0.051416105,0.013460961
Central African Republic,2000,Calories,0.667453589,0.025538776
Chad,2000,Calories,0.728977808,-0.337534814
Chile,2000,Calories,-0.227964943,-0.073288368
China,2000,Calories,-0.067347287,-0.120774904
Colombia,2000,Calories,-0.032091182,0.027206427
Comoros,2000,Calories,0.360321259,0.308241055
Congo,2000,Calories,0.166068592,0.080549663
Costa Rica,2000,Calories,-0.148573682,0.051383225
Cuba,2000,Calories,0.001366033,0.08060657
Cyprus,2000,Calories,-0.238319355,-0.048199195
Czechoslovakia,2000,Calories,-0.293389454,-0.031910434
Democratic People's Republic of Korea,2000,Calories,-0.074898937,-0.459057677
Denmark,2000,Calories,-0.334834436,-0.029775357
Djibouti,2000,Calories,-0.037082406,-0.061639034
Dominica,2000,Calories,-0.210543932,0.17707269
Dominican Republic,2000,Calories,-0.057143452,0.089221031
Ecuador,2000,Calories,-0.128215352,0.078394247
Egypt,2000,Calories,-0.077500991,-0.194517082
El Salvador,2000,Calories,-0.052144808,-0.010953832
Ethiopia PDR,2000,Calories,0.298125475,-0.374120654
Fiji,2000,Calories,-0.118984119,0.080433617
Finland,2000,Calories,-0.357410588,-0.000213959
France,2000,Calories,-0.234338022,-0.052243569
French Polynesia,2000,Calories,-0.202870044,0.063263331
Gabon,2000,Calories,0.080394386,0.120052079
Gambia,2000,Calories,0.29687584,-0.280521086
Germany,2000,Calories,-0.303144797,-0.039373355
Ghana,2000,Calories,0.472339572,0.112528137
Greece,2000,Calories,-0.276596829,-0.104958931
Grenada,2000,Calories,-0.184529173,0.136963461
Guatemala,2000,Calories,-0.053143942,-0.059617579
Guinea,2000,Calories,0.431697285,0.191358997
Guinea-Bissau,2000,Calories,0.331532202,0.059517884
Guyana,2000,Calories,-0.08430963,0.13519284
Haiti,2000,Calories,0.168738107,0.093273773
Honduras,2000,Calories,-0.044715053,0.056036891
Hungary,2000,Calories,-0.308634841,-0.04545436
Iceland,2000,Calories,-0.339276515,0.028992783
India,2000,Calories,0.060714179,-0.102918007
Indonesia,2000,Calories,0.10890248,0.18718059
Iran (Islamic Republic of),2000,Calories,-0.294712988,-0.263617032
Ireland,2000,Calories,-0.308642427,-0.030286754
Israel,2000,Calories,-0.154285436,-0.079225197
Italy,2000,Calories,-0.253035912,-0.084804416
Jamaica,2000,Calories,-0.131263442,0.119589156
Japan,2000,Calories,-0.155041404,-0.005379987
Jordan,2000,Calories,-0.158296636,-0.110002728
Kenya,2000,Calories,0.184378942,-0.050241772
Kiribati,2000,Calories,-0.203818843,0.314698943
Kuwait,2000,Calories,-0.140721692,-0.087327413
Lao People's Democratic Republic,2000,Calories,0.180411281,0.317197094
Lebanon,2000,Calories,-0.198137565,-0.096906615
Lesotho,2000,Calories,-0.134751819,-0.537039606
Liberia,2000,Calories,0.235796028,0.295889722
Libya,2000,Calories,-0.221753678,-0.192975141
Madagascar,2000,Calories,0.14654808,0.15150868
Malawi,2000,Calories,0.310538339,-0.158481159
Malaysia,2000,Calories,0.009061704,0.054652982
Maldives,2000,Calories,-0.185715854,0.107013386
Mali,2000,Calories,0.374949115,-0.192743399
Malta,2000,Calories,-0.235808418,-0.034600079
Mauritania,2000,Calories,0.04177885,-0.365891463
Mauritius,2000,Calories,-0.140658078,-0.033217803
Mexico,2000,Calories,-0.066293844,-0.058440056
Mongolia,2000,Calories,-0.372517855,0.043092013
Morocco,2000,Calories,-0.211475486,-0.178827605
Mozambique,2000,Calories,0.298587302,-0.03709319
Myanmar,2000,Calories,0.262138393,-0.161286732
Namibia,2000,Calories,-0.059603314,-0.124681455
Nepal,2000,Calories,0.124043227,-0.227173462
Netherlands,2000,Calories,-0.265481865,-0.048210672
New Caledonia,2000,Calories,-0.225086894,0.070063909
New Zealand,2000,Calories,-0.207496422,-0.049469504
Nicaragua,2000,Calories,0.017012329,0.019226924
Niger,2000,Calories,0.465917968,-0.386839716
Nigeria,2000,Calories,0.507967155,-0.043751804
Norway,2000,Calories,-0.31531007,-0.004431403
Pakistan,2000,Calories,-0.023040679,-0.246485025
Panama,2000,Calories,-0.115840572,0.038190966
Paraguay,2000,Calories,0.004232744,-0.102274219
Peru,2000,Calories,-0.037914363,0.001403449
Philippines,2000,Calories,-0.033659677,0.181332874
Poland,2000,Calories,-0.323216722,-0.083550103
Portugal,2000,Calories,-0.256454935,-0.029845917
Republic of Korea,2000,Calories,-0.073176477,-0.073566201
Romania,2000,Calories,-0.300659517,-0.098443232
Rwanda,2000,Calories,0.688415914,0.148633922
Saint Kitts and Nevis,2000,Calories,-0.160083652,0.063501873
Saint Lucia,2000,Calories,-0.204646158,0.107155275
Saint Vincent and the Grenadines,2000,Calories,-0.144269475,0.106248396
Samoa,2000,Calories,-0.166978993,0.527644053
Sao Tome and Principe,2000,Calories,0.067695457,0.217169711
Saudi Arabia,2000,Calories,-0.074916982,-0.209545073
Senegal,2000,Calories,0.180053816,-0.162802614
Seychelles,2000,Calories,-0.144369351,-0.001020044
Sierra Leone,2000,Calories,0.435668846,0.002000262
Solomon Islands,2000,Calories,0.117995627,0.505418384
South Africa,2000,Calories,-0.128981604,-0.075015409
Spain,2000,Calories,-0.278193745,-0.111159811
Sri Lanka,2000,Calories,0.019626861,0.220193851
Sudan (former),2000,Calories,0.152715258,-0.297694843
Suriname,2000,Calories,-0.22739218,0.17817978
Swaziland,2000,Calories,-0.021244731,-0.074589528
Sweden,2000,Calories,-0.2574399,-0.019991732
Switzerland,2000,Calories,-0.244726816,-0.044622377
Syrian Arab Republic,2000,Calories,-0.191806588,-0.207979539
Thailand,2000,Calories,-0.024063402,0.208458598
Timor-Leste,2000,Calories,0.327706786,0.335492559
Togo,2000,Calories,0.433443159,-0.038265428
Trinidad and Tobago,2000,Calories,-0.132761278,0.055016897
Tunisia,2000,Calories,-0.215765765,-0.180695018
Turkey,2000,Calories,-0.177306848,-0.22083253
Uganda,2000,Calories,0.476127039,-0.162343186
United Arab Emirates,2000,Calories,-0.150150962,-0.135718897
United Kingdom,2000,Calories,-0.260383588,-0.054994079
United Republic of Tanzania,2000,Calories,0.412882873,-0.077452475
United States of America,2000,Calories,-0.225488726,-0.063837975
Uruguay,2000,Calories,-0.207544097,-0.039446625
USSR,2000,Calories,-0.309804352,-0.09357927
Vanuatu,2000,Calories,-0.085412097,0.389936398
Venezuela (Bolivarian Republic of),2000,Calories,-0.092706171,0.012967317
Viet Nam,2000,Calories,0.044569549,0.127937426
Yemen,2000,Calories,-0.01491558,-0.154291542
Yugoslav SFR,2000,Calories,-0.229491617,-0.064744541
Zambia,2000,Calories,0.210794651,-0.11420554
Zimbabwe,2000,Calories,0.131335053,-0.190865429
Albania,1960,Fat,-0.662472649,-0.279132671
Algeria,1960,Fat,-0.430292072,-0.401806684
Angola,1960,Fat,0.576775883,-0.120134648
Antigua and Barbuda,1960,Fat,-0.34312423,0.476344892
Argentina,1960,Fat,-0.426666443,-0.211729437
Australia,1960,Fat,-0.403399991,0.011320155
Austria,1960,Fat,-0.463652838,0.055896925
Bahamas,1960,Fat,-0.392974134,0.278559282
Bangladesh,1960,Fat,0.32910057,0.271764503
Barbados,1960,Fat,-0.064793185,0.461546011
Belgium-Luxembourg,1960,Fat,-0.261057376,-0.055912553
Belize,1960,Fat,-0.368451429,0.463171662
Benin,1960,Fat,0.754358697,-0.140968494
Bermuda,1960,Fat,-0.447332668,0.28309589
Bolivia (Plurinational State of),1960,Fat,0.024959305,0.041310426
Botswana,1960,Fat,0.531563085,-0.607072593
Brazil,1960,Fat,0.092493171,-0.127323173
Brunei Darussalam,1960,Fat,0.205651853,0.32472968
Bulgaria,1960,Fat,-0.557925293,-0.228906338
Burkina Faso,1960,Fat,0.575518999,-0.458761723
Burundi,1960,Fat,0.902945556,0.22944304
Côte d’Ivoire,1960,Fat,0.509528939,0.087018909
Cambodia,1960,Fat,0.547507353,0.355760598
Cameroon,1960,Fat,0.589119774,-0.045143556
Canada,1960,Fat,-0.361528677,-0.047021689
Cape Verde,1960,Fat,0.556254148,0.486081325
Central African Republic,1960,Fat,0.816094389,-0.187860884
Chad,1960,Fat,0.767074299,-0.481547233
Chile,1960,Fat,-0.515715756,-0.160240277
China,1960,Fat,0.152159949,-0.360173642
Colombia,1960,Fat,0.130427469,-0.050702897
Comoros,1960,Fat,0.666137755,0.534641092
Congo,1960,Fat,0.706387194,0.191915317
Costa Rica,1960,Fat,0.458517258,0.173102456
Cuba,1960,Fat,0.048108445,0.082472641
Cyprus,1960,Fat,-0.308571842,-0.218464527
Czechoslovakia,1960,Fat,-0.423909163,-0.099595752
Democratic People's Republic of Korea,1960,Fat,-0.151740066,-0.604765829
Denmark,1960,Fat,-0.583197934,0.056571841
Djibouti,1960,Fat,0.110007184,0.859728325
Dominica,1960,Fat,-0.253885043,0.647575103
Dominican Republic,1960,Fat,0.34338161,0.155027983
Ecuador,1960,Fat,0.040548358,-0.101692254
Egypt,1960,Fat,-0.0897378,-0.544066591
El Salvador,1960,Fat,0.111511799,-0.705063039
Ethiopia PDR,1960,Fat,0.369215902,-0.734546386
Fiji,1960,Fat,0.213540686,0.58289238
Finland,1960,Fat,-0.684027863,0.094815511
France,1960,Fat,-0.390019773,-0.092342362
French Polynesia,1960,Fat,-0.078811733,0.326529562
Gabon,1960,Fat,0.690007823,0.254317831
Gambia,1960,Fat,0.690799855,-0.341284654
Germany,1960,Fat,-0.524689286,0.054525106
Ghana,1960,Fat,0.583586249,0.115585722
Greece,1960,Fat,-0.410606387,-0.288590446
Grenada,1960,Fat,-0.295588895,0.540930985
Guatemala,1960,Fat,0.040347056,-0.624420529
Guinea,1960,Fat,0.777091622,0.029377478
Guinea-Bissau,1960,Fat,0.591972367,0.039827481
Guyana,1960,Fat,-0.256433302,0.422399847
Haiti,1960,Fat,0.587387305,0.106915486
Honduras,1960,Fat,0.514907915,0.05668248
Hungary,1960,Fat,-0.583161174,-0.064262825
Iceland,1960,Fat,-0.641010502,0.221224651
India,1960,Fat,0.360365095,-0.276516532
Indonesia,1960,Fat,0.674407385,0.496700018
Iran (Islamic Republic of),1960,Fat,-0.184658551,-0.302629012
Ireland,1960,Fat,-0.60009249,0.091551379
Israel,1960,Fat,-0.33546364,-0.229320268
Italy,1960,Fat,-0.317771215,-0.164079648
Jamaica,1960,Fat,-0.122822885,0.392372337
Japan,1960,Fat,-0.283468352,-0.174278126
Jordan,1960,Fat,-0.254129804,-0.277080527
Kenya,1960,Fat,0.428353149,-0.127739559
Kiribati,1960,Fat,-0.003486746,0.909468931
Kuwait,1960,Fat,-0.271402207,0.104458188
Lao People's Democratic Republic,1960,Fat,0.502020677,0.545384136
Lebanon,1960,Fat,-0.27474874,-0.210495198
Lesotho,1960,Fat,-0.483703649,0.764982243
Liberia,1960,Fat,0.48290269,0.269206248
Libya,1960,Fat,-0.373805906,-0.418100092
Madagascar,1960,Fat,0.401977966,0.165252018
Malawi,1960,Fat,0.660259186,-0.193203351
Malaysia,1960,Fat,0.202918704,0.228328043
Maldives,1960,Fat,0.247222318,0.875116186
Mali,1960,Fat,0.56468578,-0.378716945
Malta,1960,Fat,-0.377980269,0.069569564
Mauritania,1960,Fat,0.657591756,-0.766606313
Mauritius,1960,Fat,-0.019673152,0.285517783
Mexico,1960,Fat,0.229283273,-0.109587553
Mongolia,1960,Fat,-0.78458708,0.814831526
Morocco,1960,Fat,-0.203035472,-0.378772232
Mozambique,1960,Fat,0.431027869,-0.275465711
Myanmar,1960,Fat,0.574011503,-0.24778247
Namibia,1960,Fat,0.352815812,-0.81794804
Nepal,1960,Fat,0.239574106,0.521573511
Netherlands,1960,Fat,-0.472798624,0.045840845
New Caledonia,1960,Fat,0.059053834,0.355427725
New Zealand,1960,Fat,-0.627537138,0.020181977
Nicaragua,1960,Fat,0.78876725,0.200191312
Niger,1960,Fat,0.896375019,-0.467043789
Nigeria,1960,Fat,0.735093688,-0.164318809
Norway,1960,Fat,-0.589436387,0.101480272
Pakistan,1960,Fat,0.168481371,-0.410120268
Panama,1960,Fat,0.082286076,0.116154275
Paraguay,1960,Fat,0.266220472,-0.14554456
Peru,1960,Fat,-0.224007837,-0.392620759
Philippines,1960,Fat,0.289346725,0.456154108
Poland,1960,Fat,-0.677556105,-0.08005016
Portugal,1960,Fat,-0.26786878,-0.259359128
Republic of Korea,1960,Fat,0.396524305,0.732963476
Romania,1960,Fat,-0.586074036,-0.235121834
Rwanda,1960,Fat,1.046088816,0.120358522
Saint Kitts and Nevis,1960,Fat,0.01055613,0.422671474
Saint Lucia,1960,Fat,0.175538455,0.685863805
Saint Vincent and the Grenadines,1960,Fat,0.20905316,0.544766308
Samoa,1960,Fat,0.001285368,0.943549037
Sao Tome and Principe,1960,Fat,0.314734466,0.445024368
Saudi Arabia,1960,Fat,0.112155868,-0.570427826
Senegal,1960,Fat,0.437040374,-0.321089077
Seychelles,1960,Fat,0.093072845,0.3660488
Sierra Leone,1960,Fat,0.584180231,-0.087238925
Solomon Islands,1960,Fat,0.226701304,0.679021203
South Africa,1960,Fat,-0.100310497,-0.272438353
Spain,1960,Fat,-0.339618889,-0.226719938
Sri Lanka,1960,Fat,0.397973492,0.482138425
Sudan (former),1960,Fat,0.597086252,-0.415566384
Suriname,1960,Fat,-0.028445299,0.394226966
Swaziland,1960,Fat,0.683726635,-0.484672495
Sweden,1960,Fat,-0.499282728,0.058482354
Switzerland,1960,Fat,-0.405660843,-0.051226762
Syrian Arab Republic,1960,Fat,-0.265149017,-0.488906079
Thailand,1960,Fat,0.517459573,0.548753867
Timor-Leste,1960,Fat,0.343700622,0.225469757
Togo,1960,Fat,0.658432605,-0.12046216
Trinidad and Tobago,1960,Fat,-0.157479444,0.345016026
Tunisia,1960,Fat,-0.312527257,-0.480457318
Turkey,1960,Fat,-0.34127964,-0.318512506
Uganda,1960,Fat,0.695268749,-0.179483603
United Arab Emirates,1960,Fat,-0.730547541,0.489733491
United Kingdom,1960,Fat,-0.356628865,-0.009390782
United Republic of Tanzania,1960,Fat,0.520308757,-0.078625393
United States of America,1960,Fat,-0.259020257,-0.076684426
Uruguay,1960,Fat,-0.624986139,-0.124194322
USSR,1960,Fat,-0.623878696,-0.255161296
Vanuatu,1960,Fat,0.058494912,0.719862565
Venezuela (Bolivarian Republic of),1960,Fat,0.133908122,-0.026709274
Viet Nam,1960,Fat,0.46501393,0.36282572
Yemen,1960,Fat,0.249442308,-0.579166147
Yugoslav SFR,1960,Fat,-0.504840139,-0.233452073
Zambia,1960,Fat,0.50016412,-0.484812777
Zimbabwe,1960,Fat,0.536589695,-0.570461866
Albania,1970,Fat,-0.668083824,-0.257433348
Algeria,1970,Fat,-0.374510015,-0.385454618
Angola,1970,Fat,0.437435258,-0.141207078
Antigua and Barbuda,1970,Fat,-0.370131003,0.308761352
Argentina,1970,Fat,-0.455241098,-0.218109361
Australia,1970,Fat,-0.324003726,-0.048313952
Austria,1970,Fat,-0.444033525,-0.011706436
Bahamas,1970,Fat,-0.284611207,0.29290499
Bangladesh,1970,Fat,0.227511623,0.319366584
Barbados,1970,Fat,-0.146495827,0.287512683
Belgium-Luxembourg,1970,Fat,-0.308237795,-0.004219864
Belize,1970,Fat,-0.345695644,0.509769407
Benin,1970,Fat,0.602973221,-0.177743794
Bermuda,1970,Fat,-0.493343019,0.279094538
Bolivia (Plurinational State of),1970,Fat,-0.016634147,0.000560768
Botswana,1970,Fat,0.3345503,-0.427717767
Brazil,1970,Fat,-0.012095053,-0.111102721
Brunei Darussalam,1970,Fat,0.105613693,0.313910569
Bulgaria,1970,Fat,-0.544387233,-0.203005052
Burkina Faso,1970,Fat,0.523904054,-0.442496749
Burundi,1970,Fat,0.859890635,0.181341253
Côte d’Ivoire,1970,Fat,0.477077476,0.073534836
Cambodia,1970,Fat,0.469553767,0.33191589
Cameroon,1970,Fat,0.497908782,-0.089468767
Canada,1970,Fat,-0.351792654,-0.042174054
Cape Verde,1970,Fat,0.170200106,0.415410712
Central African Republic,1970,Fat,0.788228969,-0.156760614
Chad,1970,Fat,0.769032385,-0.479819295
Chile,1970,Fat,-0.482249271,-0.170065467
China,1970,Fat,0.222915293,-0.323904649
Colombia,1970,Fat,0.043475019,-0.144122993
Comoros,1970,Fat,0.646304775,0.536270563
Congo,1970,Fat,0.629915532,0.200274397
Costa Rica,1970,Fat,0.03313472,-0.330420567
Cuba,1970,Fat,0.020247472,0.22190471
Cyprus,1970,Fat,-0.307358306,-0.201071734
Czechoslovakia,1970,Fat,-0.477994686,-0.093718027
Democratic People's Republic of Korea,1970,Fat,-0.286602328,-0.493078639
Denmark,1970,Fat,-0.518382849,0.044611472
Djibouti,1970,Fat,-0.064292093,0.725657505
Dominica,1970,Fat,-0.193441707,0.666393756
Dominican Republic,1970,Fat,0.24360367,0.128985667
Ecuador,1970,Fat,0.065998471,-0.029146764
Egypt,1970,Fat,-0.172167649,-0.492610166
El Salvador,1970,Fat,0.11217436,-0.550936952
Ethiopia PDR,1970,Fat,0.400348987,-0.699528907
Fiji,1970,Fat,0.048030325,0.417362407
Finland,1970,Fat,-0.602097862,0.056211557
France,1970,Fat,-0.33677977,-0.072624236
French Polynesia,1970,Fat,-0.147242027,0.203774205
Gabon,1970,Fat,0.555132676,0.2613076
Gambia,1970,Fat,0.609292083,-0.324153982
Germany,1970,Fat,-0.477487453,-0.004974086
Ghana,1970,Fat,0.555168777,0.038307382
Greece,1970,Fat,-0.428652562,-0.281117321
Grenada,1970,Fat,-0.184899093,0.545762292
Guatemala,1970,Fat,0.0499292,-0.559353257
Guinea,1970,Fat,0.763388426,0.036204235
Guinea-Bissau,1970,Fat,0.494034082,0.014082028
Guyana,1970,Fat,-0.207899651,0.451609419
Haiti,1970,Fat,0.52432311,0.071130494
Honduras,1970,Fat,0.459876047,0.034142534
Hungary,1970,Fat,-0.56568874,-0.11887836
Iceland,1970,Fat,-0.616728675,0.179727238
India,1970,Fat,0.298792536,-0.210925527
Indonesia,1970,Fat,0.594050947,0.435809476
Iran (Islamic Republic of),1970,Fat,-0.336365807,-0.238547023
Ireland,1970,Fat,-0.519393132,0.076995828
Israel,1970,Fat,-0.298406734,-0.193626212
Italy,1970,Fat,-0.339484564,-0.154763416
Jamaica,1970,Fat,-0.114350632,0.282851679
Japan,1970,Fat,-0.235722776,-0.098561427
Jordan,1970,Fat,-0.209885237,-0.200253116
Kenya,1970,Fat,0.326741611,-0.156158199
Kiribati,1970,Fat,-0.029575504,0.701802904
Kuwait,1970,Fat,-0.278277281,0.098918363
Lao People's Democratic Republic,1970,Fat,0.567310818,0.372330071
Lebanon,1970,Fat,-0.236998841,-0.161854346
Lesotho,1970,Fat,-0.35770309,0.678916154
Liberia,1970,Fat,0.424347118,0.303661887
Libya,1970,Fat,-0.422869575,0.047673546
Madagascar,1970,Fat,0.441418008,0.149326847
Malawi,1970,Fat,0.456733533,-0.20084509
Malaysia,1970,Fat,0.199951063,0.187699839
Maldives,1970,Fat,0.270557997,0.724441376
Mali,1970,Fat,0.528426754,-0.378667323
Malta,1970,Fat,-0.393044631,0.07264033
Mauritania,1970,Fat,0.512808744,-0.654923724
Mauritius,1970,Fat,-0.080135774,0.459312053
Mexico,1970,Fat,0.094336548,-0.081673883
Mongolia,1970,Fat,-0.806395391,0.475484761
Morocco,1970,Fat,-0.325971717,-0.380010509
Mozambique,1970,Fat,0.385345166,-0.228085973
Myanmar,1970,Fat,0.598791951,-0.243933189
Namibia,1970,Fat,0.329967277,-0.80805694
Nepal,1970,Fat,0.241626642,0.524978605
Netherlands,1970,Fat,-0.409731389,-0.090321672
New Caledonia,1970,Fat,-0.206530062,0.393255734
New Zealand,1970,Fat,-0.512164028,-0.024144927
Nicaragua,1970,Fat,0.269365575,-0.36136313
Niger,1970,Fat,0.797012651,-0.434314861
Nigeria,1970,Fat,0.617925288,-0.136477436
Norway,1970,Fat,-0.505487579,0.050881968
Pakistan,1970,Fat,0.107794376,-0.293927404
Panama,1970,Fat,-0.000150518,0.173440611
Paraguay,1970,Fat,0.217217771,-0.21987801
Peru,1970,Fat,-0.109740649,-0.347220823
Philippines,1970,Fat,0.283811717,0.418544961
Poland,1970,Fat,-0.663405374,-0.093573281
Portugal,1970,Fat,-0.254307448,-0.182042116
Republic of Korea,1970,Fat,-0.220826974,-0.690000804
Romania,1970,Fat,-0.559957197,-0.200730391
Rwanda,1970,Fat,0.903973982,0.087074349
Saint Kitts and Nevis,1970,Fat,-0.015068515,0.397968276
Saint Lucia,1970,Fat,0.108741264,0.618470676
Saint Vincent and the Grenadines,1970,Fat,0.158704982,0.56422295
Samoa,1970,Fat,-0.014589069,0.911547761
Sao Tome and Principe,1970,Fat,0.296979338,0.426243887
Saudi Arabia,1970,Fat,-0.05198532,-0.351119711
Senegal,1970,Fat,0.359429872,-0.30748271
Seychelles,1970,Fat,-0.01829852,0.339292436
Sierra Leone,1970,Fat,0.552876535,-0.05911293
Solomon Islands,1970,Fat,0.169723234,0.630457282
South Africa,1970,Fat,-0.157282222,-0.166767267
Spain,1970,Fat,-0.391419051,-0.228731071
Sri Lanka,1970,Fat,0.337176201,0.373869824
Sudan (former),1970,Fat,0.548159618,-0.536708308
Suriname,1970,Fat,-0.089771171,0.318167913
Swaziland,1970,Fat,0.509776331,-0.407558077
Sweden,1970,Fat,-0.459593773,-0.024372367
Switzerland,1970,Fat,-0.39251113,-0.067455437
Syrian Arab Republic,1970,Fat,-0.323305017,-0.35219851
Thailand,1970,Fat,0.456939233,0.528241363
Timor-Leste,1970,Fat,0.339909007,0.195063266
Togo,1970,Fat,0.615769871,-0.156825175
Trinidad and Tobago,1970,Fat,-0.161649825,0.19296399
Tunisia,1970,Fat,-0.320525939,-0.421025751
Turkey,1970,Fat,-0.347568012,-0.309307544
Uganda,1970,Fat,0.65987186,-0.204750141
United Arab Emirates,1970,Fat,-0.308580635,0.123995925
United Kingdom,1970,Fat,-0.351790337,-0.017950143
United Republic of Tanzania,1970,Fat,0.457870224,-0.095686009
United States of America,1970,Fat,-0.227758207,-0.115441612
Uruguay,1970,Fat,-0.599962733,-0.124927335
USSR,1970,Fat,-0.601795652,-0.199213634
Vanuatu,1970,Fat,0.038699634,0.651734406
