"","MDS1","MDS2","group","Country"
"1",-0.57075894354211,-0.271471456435049,"1961","Albania"
"2",-0.356933758741837,-0.227776863370643,"1961","Algeria"
"3",0.565734083338206,0.0732821117907516,"1961","Angola"
"4",-0.530528206167831,0.388123675222227,"1961","Antigua and Barbuda"
"5",-0.31593346950364,-0.109069730500145,"1961","Argentina"
"6",-0.307521656850704,0.00448050140623478,"1961","Australia"
"7",-0.350211353425018,-0.0130488622700526,"1961","Austria"
"8",-0.284624486076606,0.171890040613648,"1961","Bahamas"
"9",0.145293931408058,-0.430362682331819,"1961","Bangladesh"
"10",-0.110050500853759,0.294031396094899,"1961","Barbados"
"11",-0.217593979916352,-0.0459522533024311,"1961","Belgium-Luxembourg"
"12",-0.216621685497723,0.424742812493771,"1961","Belize"
"13",0.63162945689091,0.0323453023844362,"1961","Benin"
"14",-0.383397654623243,0.144155719116075,"1961","Bermuda"
"15",-0.0674151573006771,-0.0205397408595711,"1961","Bolivia (Plurinational State of)"
"16",0.345327740987105,-0.523802042937701,"1961","Botswana"
"17",0.0582939713559302,0.0168005565099492,"1961","Brazil"
"18",0.116243262390752,0.243028068534811,"1961","Brunei Darussalam"
"19",-0.483307351003959,-0.218310300845726,"1961","Bulgaria"
"20",0.79222234855187,-0.384236490146391,"1961","Burkina Faso"
"21",0.983203416771018,0.110243447084913,"1961","Burundi"
"22",0.315850763910785,0.409921597058251,"1961","Cambodia"
"23",0.582287371525136,-0.0919650109250257,"1961","Cameroon"
"24",-0.271528304364322,-0.0230613635445052,"1961","Canada"
"25",0.246708255873279,0.408568681171682,"1961","Cape Verde"
"26",0.84278054666183,-0.0534849109812978,"1961","Central African Republic"
"27",0.705621210173112,-0.473024901598369,"1961","Chad"
"28",-0.388047005543815,-0.127533415312953,"1961","Chile"
"29",0.106644549164877,-0.409345840287009,"1961","China"
"30",0.0579906948345066,0.105475631918017,"1961","Colombia"
"31",0.621914389000106,0.673262350115424,"1961","Comoros"
"32",0.484206568535767,0.218734059419146,"1961","Congo"
"33",0.0457913978214246,0.206380544661044,"1961","Costa Rica"
"34",0.630136373418608,0.131633958223316,"1961","Côte d'Ivoire"
"35",-0.0652382373638039,0.120727505448228,"1961","Cuba"
"36",-0.25915346127419,-0.175364088615292,"1961","Cyprus"
"37",-0.332456338186064,-0.111561163911028,"1961","Czechoslovakia"
"38",-0.168500737394627,-0.610095843918458,"1961","Democratic People's Republic of Korea"
"39",-0.400829537542313,0.0279081882968691,"1961","Denmark"
"40",-0.53640671975902,0.695453407368568,"1961","Djibouti"
"41",-0.224619266361426,0.328385757919596,"1961","Dominica"
"42",0.120249554318673,0.13554923609682,"1961","Dominican Republic"
"43",0.0522998865022934,0.0392699313383423,"1961","Ecuador"
"44",0.0134121083120816,-0.396818649376812,"1961","Egypt"
"45",0.0355633631147555,0.237848307875737,"1961","El Salvador"
"46",0.343144745908743,-0.616263719019414,"1961","Ethiopia PDR"
"47",-0.000767649042039965,0.439448149279214,"1961","Fiji"
"48",-0.536667837551641,0.0251149744115383,"1961","Finland"
"49",-0.259707384643073,-0.10411229257805,"1961","France"
"50",-0.140646262045683,0.183142239599885,"1961","French Polynesia"
"51",0.522759950545058,0.344577321499212,"1961","Gabon"
"52",0.738544896620822,-0.200582571197388,"1961","Gambia"
"53",-0.337064686438518,-0.0144710509285714,"1961","Germany"
"54",0.482184738446931,0.0740006556689772,"1961","Ghana"
"55",-0.294671761541815,-0.240482702677848,"1961","Greece"
"56",-0.16880565431368,0.278253027174018,"1961","Grenada"
"57",0.128413349692045,0.0061234375653791,"1961","Guatemala"
"58",0.839069291089333,0.201071062955204,"1961","Guinea"
"59",0.648788741739929,0.258543099870934,"1961","Guinea-Bissau"
"60",-0.187526486561745,0.209867895326124,"1961","Guyana"
"61",0.287773970346187,0.204892452258878,"1961","Haiti"
"62",0.187175550004927,0.30021540199299,"1961","Honduras"
"63",-0.461748604788025,-0.115525211031557,"1961","Hungary"
"64",-0.509603069055326,0.0949858231222517,"1961","Iceland"
"65",0.23492245713344,-0.160361015099255,"1961","India"
"66",0.401307254909213,0.389841435941948,"1961","Indonesia"
"67",-0.264786761312745,-0.306080478319474,"1961","Iran (Islamic Republic of)"
"68",-0.492255132373595,-0.0220042606442904,"1961","Ireland"
"69",-0.206421177894553,-0.121648809716444,"1961","Israel"
"70",-0.276329520186022,-0.136717660478983,"1961","Italy"
"71",-0.143600713415387,0.220586197152846,"1961","Jamaica"
"72",-0.0898182231891265,-0.15478373126042,"1961","Japan"
"73",-0.268720626667107,-0.295177401990948,"1961","Jordan"
"74",0.440641721814913,-0.0829427461360661,"1961","Kenya"
"75",-0.189866657892581,0.850733371606177,"1961","Kiribati"
"76",-0.229142248447077,-0.265780082533439,"1961","Kuwait"
"77",0.229044201340229,0.466939092162691,"1961","Lao People's Democratic Republic"
"78",-0.247156242319955,-0.203130867804048,"1961","Lebanon"
"79",0.0610136151609961,-0.810476849705581,"1961","Lesotho"
"80",0.427674675067632,0.337839328677689,"1961","Liberia"
"81",-0.42075969004969,-0.379265682798302,"1961","Libya"
"82",0.175198577033761,0.189011673155079,"1961","Madagascar"
"83",0.649876136273792,-0.28063498032426,"1961","Malawi"
"84",0.0329142587707392,0.173163602825727,"1961","Malaysia"
"85",0.14080720383909,0.920748991603853,"1961","Maldives"
"86",0.589262986060268,-0.376193708398933,"1961","Mali"
"87",-0.24882045253564,0.00484043223003,"1961","Malta"
"88",0.506708029573705,-0.669789576050946,"1961","Mauritania"
"89",-0.121602503425262,0.205307845457382,"1961","Mauritius"
