"","MDS1","MDS2","group","Country"
"1",-0.683605305092091,-0.311810993620915,"1961","Albania"
"2",-0.447625429108137,-0.462528643960927,"1961","Algeria"
"3",0.600275071441402,-0.0918341779310875,"1961","Angola"
"4",-0.351301932691175,0.662742336073521,"1961","Antigua and Barbuda"
"5",-0.38776646806861,-0.205928041520541,"1961","Argentina"
"6",-0.378061673233581,0.046806659502577,"1961","Australia"
"7",-0.464336209742528,0.0833975377418207,"1961","Austria"
"8",-0.380118752293475,0.30345789324957,"1961","Bahamas"
"9",0.283382122779714,0.210934409663398,"1961","Bangladesh"
"10",-0.086823053577571,0.570153093016766,"1961","Barbados"
"11",-0.258108767635404,-0.0192910640185312,"1961","Belgium-Luxembourg"
"12",-0.243903265365355,0.562506718554251,"1961","Belize"
"13",0.717324315133472,-0.0865934235027113,"1961","Benin"
"14",-0.397965326024889,0.286872258466628,"1961","Bermuda"
"15",0.00605548863188391,0.0738790540852995,"1961","Bolivia (Plurinational State of)"
"16",0.512478181521778,-0.582385182186661,"1961","Botswana"
"17",0.30284918457907,0.0155160388737831,"1961","Brazil"
"18",0.457806988915135,0.337217727918297,"1961","Brunei Darussalam"
"19",-0.597953415036124,-0.230231112342825,"1961","Bulgaria"
"20",0.598513257266721,-0.438573068320691,"1961","Burkina Faso"
"21",0.938844074011654,0.21840196808156,"1961","Burundi"
"22",0.434973601880283,0.319922857966568,"1961","Cambodia"
"23",0.54819865304166,-0.0631571342914656,"1961","Cameroon"
"24",-0.351493068171221,-0.00226725348246701,"1961","Canada"
"25",0.504388728569076,0.561140584823251,"1961","Cape Verde"
"26",0.817077343955463,-0.143722771905837,"1961","Central African Republic"
"27",0.817251968786093,-0.541324026942888,"1961","Chad"
"28",-0.506115892838608,-0.162743149154013,"1961","Chile"
"29",0.116556572986702,-0.408535568189933,"1961","China"
"30",0.194750684567815,0.0185592182985022,"1961","Colombia"
"31",0.623776792023662,0.510169495704292,"1961","Comoros"
"32",0.700238134823781,0.204742380565032,"1961","Congo"
"33",0.481343881431794,0.210450726090302,"1961","Costa Rica"
"34",0.540991089469413,0.0944788308660945,"1961","Côte d'Ivoire"
"35",0.0578196502915001,0.115698722247927,"1961","Cuba"
"36",-0.319790794986914,-0.240976697017728,"1961","Cyprus"
"37",-0.355670889574805,-0.0198568145173788,"1961","Czechoslovakia"
"38",-0.122849482948492,-0.591005783935031,"1961","Democratic People's Republic of Korea"
"39",-0.579282008327842,0.070474297305696,"1961","Denmark"
"40",-0.0861288127724618,0.851547640982248,"1961","Djibouti"
"41",-0.266362135499758,0.643418156237089,"1961","Dominica"
"42",0.469251144999902,0.231577800594585,"1961","Dominican Republic"
"43",0.107773896429147,-0.0385016829256839,"1961","Ecuador"
"44",0.0492582215671832,-0.59930236065766,"1961","Egypt"
"45",0.176060087201106,-0.655664683483998,"1961","El Salvador"
"46",0.320982192589305,-0.742138385753304,"1961","Ethiopia PDR"
"47",0.21846850229524,0.669233881473269,"1961","Fiji"
"48",-0.759877947396948,0.123641697000129,"1961","Finland"
"49",-0.362205727384262,-0.057030369414961,"1961","France"
"50",0.0205921260869766,0.390069228353642,"1961","French Polynesia"
"51",0.738216095269655,0.238484160719582,"1961","Gabon"
"52",0.64634793549759,-0.369828037774401,"1961","Gambia"
"53",-0.531674237753006,0.0271521742694467,"1961","Germany"
"54",0.603222132035803,0.131080299255107,"1961","Ghana"
"55",-0.381755700516329,-0.336844032478773,"1961","Greece"
"56",-0.124874294333404,0.648904950312328,"1961","Grenada"
"57",0.0792430414815238,-0.547962236327526,"1961","Guatemala"
"58",0.746456269285986,0.0655003220418207,"1961","Guinea"
"59",0.563683313368363,0.0495361719084804,"1961","Guinea-Bissau"
"60",-0.189243094932434,0.41561132798132,"1961","Guyana"
"61",0.568643442108166,0.0426119878105518,"1961","Haiti"
"62",0.641474191924064,0.0953468213470458,"1961","Honduras"
"63",-0.61350138024503,-0.0291307170496308,"1961","Hungary"
"64",-0.731533210223089,0.221432692999854,"1961","Iceland"
"65",0.368621252150269,-0.29559836723185,"1961","India"
"66",0.638559128113002,0.468858721995654,"1961","Indonesia"
"67",-0.229947271353905,-0.337247389157871,"1961","Iran (Islamic Republic of)"
"68",-0.681381126317924,0.100261018446852,"1961","Ireland"
"69",-0.320635672503659,-0.234099915285209,"1961","Israel"
"70",-0.289676206024751,-0.133721604785157,"1961","Italy"
"71",-0.167057564694143,0.543814972164293,"1961","Jamaica"
"72",-0.146889176493731,0.125959247066283,"1961","Japan"
"73",-0.173610930373076,-0.303816074710017,"1961","Jordan"
"74",0.496503904172149,-0.0759424257209202,"1961","Kenya"
"75",-0.0691560269932492,0.827146164959668,"1961","Kiribati"
"76",-0.159080517541796,0.257971115915412,"1961","Kuwait"
"77",0.470089344846773,0.510730904287943,"1961","Lao People's Democratic Republic"
"78",-0.329459393732104,-0.327856978956377,"1961","Lebanon"
"79",-0.535064693697513,0.680037403239805,"1961","Lesotho"
"80",0.426923569487961,0.268067255008841,"1961","Liberia"
"81",-0.510852703881775,-0.518721771042719,"1961","Libya"
"82",0.361797687815167,0.138313203762309,"1961","Madagascar"
"83",0.714830115982328,-0.144046074277279,"1961","Malawi"
"84",0.228584830742195,0.233356737354745,"1961","Malaysia"
"85",0.127791606771625,0.925163289772957,"1961","Maldives"
"86",0.567435765747232,-0.46211272522678,"1961","Mali"
"87",-0.400731035870002,0.0689248310293019,"1961","Malta"
"88",0.597424096908545,-0.725225377789169,"1961","Mauritania"
"89",-0.00808020044061853,0.344483644938144,"1961","Mauritius"
