Year,GlobalMean,Measurement,FoodGroup,Unit
1972,333.7527037,Food Weight,Grains,g/capita/day
1972,0,Food Weight,Miscellaneous,g/capita/day
1972,52.24945927,Food Weight,Oils,g/capita/day
1972,18.56524874,Food Weight,Pulses,g/capita/day
1972,8.464311464,Food Weight,Spices & stimulants,g/capita/day
1972,222.3449892,Food Weight,Starchy roots,g/capita/day
1972,77.42790195,Food Weight,Sweeteners,g/capita/day
1972,146.2545061,Food Weight,Vegetables,g/capita/day
1972,0.821710526,Protein,Alcoholic beverages,g/capita/day
1972,26.32697368,Protein,Animal products,g/capita/day
1972,1.054605263,Protein,Fruits,g/capita/day
1972,26.01184211,Protein,Grains,g/capita/day
1972,0.058552632,Protein,Miscellaneous,g/capita/day
1972,1.813815789,Protein,Oils,g/capita/day
1972,4.046710526,Protein,Pulses,g/capita/day
1972,0.632236842,Protein,Spices & stimulants,g/capita/day
1972,2.782894737,Protein,Starchy roots,g/capita/day
1972,0.020394737,Protein,Sweeteners,g/capita/day
1972,1.778947368,Protein,Vegetables,g/capita/day
1973,92.90131579,Calories,Alcoholic beverages,kcal/capita/day
1973,427.2960526,Calories,Animal products,kcal/capita/day
1973,93.57894737,Calories,Fruits,kcal/capita/day
1973,1011.539474,Calories,Grains,kcal/capita/day
1973,1.940789474,Calories,Miscellaneous,kcal/capita/day
1973,231.6578947,Calories,Oils,kcal/capita/day
1973,60.96052632,Calories,Pulses,kcal/capita/day
1973,11.38157895,Calories,Spices & stimulants,kcal/capita/day
1973,196.6973684,Calories,Starchy roots,kcal/capita/day
1973,261.1381579,Calories,Sweeteners,kcal/capita/day
1973,35.97368421,Calories,Vegetables,kcal/capita/day
1973,0.084210526,Fat,Alcoholic beverages,g/capita/day
1973,30.84868421,Fat,Animal products,g/capita/day
1973,0.538157895,Fat,Fruits,g/capita/day
1973,5.496052632,Fat,Grains,g/capita/day
1973,0.017105263,Fat,Miscellaneous,g/capita/day
1973,24.30065789,Fat,Oils,g/capita/day
1973,0.323684211,Fat,Pulses,g/capita/day
1973,0.561184211,Fat,Spices & stimulants,g/capita/day
1973,0.326973684,Fat,Starchy roots,g/capita/day
1973,0.008552632,Fat,Sweeteners,g/capita/day
1973,0.291447368,Fat,Vegetables,g/capita/day
1973,125.6326604,Food Weight,Alcoholic beverages,g/capita/day
1973,396.1733958,Food Weight,Animal products,g/capita/day
1973,182.2296323,Food Weight,Fruits,g/capita/day
1973,338.8716655,Food Weight,Grains,g/capita/day
1973,0,Food Weight,Miscellaneous,g/capita/day
1973,52.67303533,Food Weight,Oils,g/capita/day
1973,17.96503244,Food Weight,Pulses,g/capita/day
1973,8.577865898,Food Weight,Spices & stimulants,g/capita/day
1973,224.057318,Food Weight,Starchy roots,g/capita/day
1973,77.61715934,Food Weight,Sweeteners,g/capita/day
1973,146.2743331,Food Weight,Vegetables,g/capita/day
1973,0.8375,Protein,Alcoholic beverages,g/capita/day
1973,26.20592105,Protein,Animal products,g/capita/day
1973,1.075657895,Protein,Fruits,g/capita/day
1973,26.31184211,Protein,Grains,g/capita/day
1973,0.069078947,Protein,Miscellaneous,g/capita/day
1973,1.795394737,Protein,Oils,g/capita/day
1973,3.909868421,Protein,Pulses,g/capita/day
1973,0.638815789,Protein,Spices & stimulants,g/capita/day
1973,2.800657895,Protein,Starchy roots,g/capita/day
1973,0.019736842,Protein,Sweeteners,g/capita/day
1973,1.8,Protein,Vegetables,g/capita/day
1974,92.59210526,Calories,Alcoholic beverages,kcal/capita/day
1974,431.1710526,Calories,Animal products,kcal/capita/day
1974,92.58552632,Calories,Fruits,kcal/capita/day
1974,1015.236842,Calories,Grains,kcal/capita/day
1974,2.526315789,Calories,Miscellaneous,kcal/capita/day
1974,233.2039474,Calories,Oils,kcal/capita/day
1974,60.08552632,Calories,Pulses,kcal/capita/day
1974,11.28947368,Calories,Spices & stimulants,kcal/capita/day
1974,193.8223684,Calories,Starchy roots,kcal/capita/day
1974,259.9868421,Calories,Sweeteners,kcal/capita/day
1974,37.48026316,Calories,Vegetables,kcal/capita/day
1974,0.083552632,Fat,Alcoholic beverages,g/capita/day
1974,31.09934211,Fat,Animal products,g/capita/day
1974,0.532894737,Fat,Fruits,g/capita/day
1974,5.532236842,Fat,Grains,g/capita/day
1974,0.025,Fat,Miscellaneous,g/capita/day
1974,24.43947368,Fat,Oils,g/capita/day
1974,0.318421053,Fat,Pulses,g/capita/day
1974,0.557894737,Fat,Spices & stimulants,g/capita/day
1974,0.326315789,Fat,Starchy roots,g/capita/day
1974,0.007894737,Fat,Sweeteners,g/capita/day
1974,0.305263158,Fat,Vegetables,g/capita/day
1974,126.9790916,Food Weight,Alcoholic beverages,g/capita/day
1974,402.9686373,Food Weight,Animal products,g/capita/day
1974,180.46323,Food Weight,Fruits,g/capita/day
1974,338.3543619,Food Weight,Grains,g/capita/day
1974,0,Food Weight,Miscellaneous,g/capita/day
1974,52.83165105,Food Weight,Oils,g/capita/day
1974,17.71268926,Food Weight,Pulses,g/capita/day
1974,8.534607066,Food Weight,Spices & stimulants,g/capita/day
1974,221.0706561,Food Weight,Starchy roots,g/capita/day
1974,77.50540735,Food Weight,Sweeteners,g/capita/day
1974,152.759553,Food Weight,Vegetables,g/capita/day
1974,0.814473684,Protein,Alcoholic beverages,g/capita/day
1974,26.53092105,Protein,Animal products,g/capita/day
1974,1.061842105,Protein,Fruits,g/capita/day
1974,26.33815789,Protein,Grains,g/capita/day
1974,0.088157895,Protein,Miscellaneous,g/capita/day
1974,1.836184211,Protein,Oils,g/capita/day
1974,3.855263158,Protein,Pulses,g/capita/day
1974,0.636842105,Protein,Spices & stimulants,g/capita/day
1974,2.764473684,Protein,Starchy roots,g/capita/day
1974,0.021710526,Protein,Sweeteners,g/capita/day
1974,1.868421053,Protein,Vegetables,g/capita/day
1975,94.90131579,Calories,Alcoholic beverages,kcal/capita/day
1975,434.7697368,Calories,Animal products,kcal/capita/day
1975,93.56578947,Calories,Fruits,kcal/capita/day
1975,1011.388158,Calories,Grains,kcal/capita/day
1975,2.427631579,Calories,Miscellaneous,kcal/capita/day
1975,236.3947368,Calories,Oils,kcal/capita/day
1975,61.21052632,Calories,Pulses,kcal/capita/day
1975,11.13815789,Calories,Spices & stimulants,kcal/capita/day
1975,192.8881579,Calories,Starchy roots,kcal/capita/day
1975,252.4144737,Calories,Sweeteners,kcal/capita/day
1975,37.77631579,Calories,Vegetables,kcal/capita/day
1975,0.0875,Fat,Alcoholic beverages,g/capita/day
1975,31.35131579,Fat,Animal products,g/capita/day
1975,0.527631579,Fat,Fruits,g/capita/day
1975,5.536842105,Fat,Grains,g/capita/day
1975,0.023026316,Fat,Miscellaneous,g/capita/day
1975,24.82565789,Fat,Oils,g/capita/day
1975,0.318421053,Fat,Pulses,g/capita/day
1975,0.531578947,Fat,Spices & stimulants,g/capita/day
1975,0.331578947,Fat,Starchy roots,g/capita/day
1975,0.008552632,Fat,Sweeteners,g/capita/day
1975,0.308552632,Fat,Vegetables,g/capita/day
1975,127.8280461,Food Weight,Alcoholic beverages,g/capita/day
1975,403.8031723,Food Weight,Animal products,g/capita/day
1975,182.8947368,Food Weight,Fruits,g/capita/day
1975,337.0025234,Food Weight,Grains,g/capita/day
1975,0,Food Weight,Miscellaneous,g/capita/day
1975,53.27325162,Food Weight,Oils,g/capita/day
1975,18.02631579,Food Weight,Pulses,g/capita/day
1975,8.768925739,Food Weight,Spices & stimulants,g/capita/day
1975,219.81615,Food Weight,Starchy roots,g/capita/day
1975,75.33886085,Food Weight,Sweeteners,g/capita/day
1975,156.1770007,Food Weight,Vegetables,g/capita/day
1975,0.830921053,Protein,Alcoholic beverages,g/capita/day
1975,27.04868421,Protein,Animal products,g/capita/day
1975,1.069736842,Protein,Fruits,g/capita/day
1975,26.24276316,Protein,Grains,g/capita/day
1975,0.089473684,Protein,Miscellaneous,g/capita/day
1975,1.826973684,Protein,Oils,g/capita/day
1975,3.932894737,Protein,Pulses,g/capita/day
1975,0.648026316,Protein,Spices & stimulants,g/capita/day
1975,2.736184211,Protein,Starchy roots,g/capita/day
1975,0.020394737,Protein,Sweeteners,g/capita/day
1975,1.888157895,Protein,Vegetables,g/capita/day
1976,95.18421053,Calories,Alcoholic beverages,kcal/capita/day
1976,443.9473684,Calories,Animal products,kcal/capita/day
1976,93.76315789,Calories,Fruits,kcal/capita/day
1976,1015.861842,Calories,Grains,kcal/capita/day
1976,2.585526316,Calories,Miscellaneous,kcal/capita/day
1976,241.7565789,Calories,Oils,kcal/capita/day
1976,61.68421053,Calories,Pulses,kcal/capita/day
1976,11.29605263,Calories,Spices & stimulants,kcal/capita/day
1976,190.7894737,Calories,Starchy roots,kcal/capita/day
1976,260.8684211,Calories,Sweeteners,kcal/capita/day
1976,37.5,Calories,Vegetables,kcal/capita/day
1976,0.082894737,Fat,Alcoholic beverages,g/capita/day
1976,31.85131579,Fat,Animal products,g/capita/day
1976,0.524342105,Fat,Fruits,g/capita/day
1976,5.563157895,Fat,Grains,g/capita/day
1976,0.023684211,Fat,Miscellaneous,g/capita/day
1976,25.38618421,Fat,Oils,g/capita/day
1976,0.317763158,Fat,Pulses,g/capita/day
1976,0.540789474,Fat,Spices & stimulants,g/capita/day
1976,0.330263158,Fat,Starchy roots,g/capita/day
1976,0.007236842,Fat,Sweeteners,g/capita/day
1976,0.305263158,Fat,Vegetables,g/capita/day
1976,129.3763518,Food Weight,Alcoholic beverages,g/capita/day
1976,414.776496,Food Weight,Animal products,g/capita/day
1976,184.2375631,Food Weight,Fruits,g/capita/day
1976,338.5958904,Food Weight,Grains,g/capita/day
1976,0,Food Weight,Miscellaneous,g/capita/day
1976,53.77253064,Food Weight,Oils,g/capita/day
1976,18.1705119,Food Weight,Pulses,g/capita/day
1976,8.896899784,Food Weight,Spices & stimulants,g/capita/day
1976,217.1395097,Food Weight,Starchy roots,g/capita/day
1976,77.95241528,Food Weight,Sweeteners,g/capita/day
1976,153.6031002,Food Weight,Vegetables,g/capita/day
1976,0.813157895,Protein,Alcoholic beverages,g/capita/day
1976,27.83355263,Protein,Animal products,g/capita/day
1976,1.073684211,Protein,Fruits,g/capita/day
1976,26.33026316,Protein,Grains,g/capita/day
1976,0.095394737,Protein,Miscellaneous,g/capita/day
1976,1.901973684,Protein,Oils,g/capita/day
1976,3.963815789,Protein,Pulses,g/capita/day
1976,0.661184211,Protein,Spices & stimulants,g/capita/day
1976,2.709868421,Protein,Starchy roots,g/capita/day
1976,0.019736842,Protein,Sweeteners,g/capita/day
1976,1.878947368,Protein,Vegetables,g/capita/day
1977,94.30263158,Calories,Alcoholic beverages,kcal/capita/day
1977,449.2302632,Calories,Animal products,kcal/capita/day
1977,93.01973684,Calories,Fruits,kcal/capita/day
1977,1018.065789,Calories,Grains,kcal/capita/day
1977,2.730263158,Calories,Miscellaneous,kcal/capita/day
1977,243.3684211,Calories,Oils,kcal/capita/day
1977,62.22368421,Calories,Pulses,kcal/capita/day
1977,11.51315789,Calories,Spices & stimulants,kcal/capita/day
1977,188.6776316,Calories,Starchy roots,kcal/capita/day
1977,265.0986842,Calories,Sweeteners,kcal/capita/day
1977,38.55263158,Calories,Vegetables,kcal/capita/day
1977,0.070394737,Fat,Alcoholic beverages,g/capita/day
1977,32.16644737,Fat,Animal products,g/capita/day
1977,0.521052632,Fat,Fruits,g/capita/day
1977,5.488815789,Fat,Grains,g/capita/day
1977,0.023026316,Fat,Miscellaneous,g/capita/day
1977,25.60855263,Fat,Oils,g/capita/day
1977,0.319078947,Fat,Pulses,g/capita/day
1977,0.580263158,Fat,Spices & stimulants,g/capita/day
1977,0.323026316,Fat,Starchy roots,g/capita/day
1977,0.008552632,Fat,Sweeteners,g/capita/day
1977,0.313157895,Fat,Vegetables,g/capita/day
1977,128.3381399,Food Weight,Alcoholic beverages,g/capita/day
1977,421.6330209,Food Weight,Animal products,g/capita/day
1977,182.8172314,Food Weight,Fruits,g/capita/day
1977,340.3334535,Food Weight,Grains,g/capita/day
1977,0,Food Weight,Miscellaneous,g/capita/day
1977,53.66618601,Food Weight,Oils,g/capita/day
1977,18.35436193,Food Weight,Pulses,g/capita/day
1977,8.372386446,Food Weight,Spices & stimulants,g/capita/day
1977,215.4325883,Food Weight,Starchy roots,g/capita/day
1977,79.58363374,Food Weight,Sweeteners,g/capita/day
1977,156.5392934,Food Weight,Vegetables,g/capita/day
1977,0.767763158,Protein,Alcoholic beverages,g/capita/day
1977,28.10921053,Protein,Animal products,g/capita/day
1977,1.0625,Protein,Fruits,g/capita/day
1977,26.41644737,Protein,Grains,g/capita/day
1977,0.1,Protein,Miscellaneous,g/capita/day
1977,1.853289474,Protein,Oils,g/capita/day
1977,4.008552632,Protein,Pulses,g/capita/day
1977,0.623684211,Protein,Spices & stimulants,g/capita/day
1977,2.682894737,Protein,Starchy roots,g/capita/day
1977,0.021052632,Protein,Sweeteners,g/capita/day
1977,1.913815789,Protein,Vegetables,g/capita/day
1978,94.05921053,Calories,Alcoholic beverages,kcal/capita/day
1978,458.8223684,Calories,Animal products,kcal/capita/day
1978,93.45394737,Calories,Fruits,kcal/capita/day
1978,1023.467105,Calories,Grains,kcal/capita/day
1978,2.901315789,Calories,Miscellaneous,kcal/capita/day
1978,246.7697368,Calories,Oils,kcal/capita/day
1978,62.07894737,Calories,Pulses,kcal/capita/day
1978,11.99342105,Calories,Spices & stimulants,kcal/capita/day
1978,190.1184211,Calories,Starchy roots,kcal/capita/day
1978,270.7039474,Calories,Sweeteners,kcal/capita/day
1978,39.70394737,Calories,Vegetables,kcal/capita/day
1978,0.076315789,Fat,Alcoholic beverages,g/capita/day
1978,32.72236842,Fat,Animal products,g/capita/day
1978,0.523684211,Fat,Fruits,g/capita/day
1978,5.611184211,Fat,Grains,g/capita/day
1978,0.026973684,Fat,Miscellaneous,g/capita/day
1978,25.99342105,Fat,Oils,g/capita/day
1978,0.320394737,Fat,Pulses,g/capita/day
1978,0.584210526,Fat,Spices & stimulants,g/capita/day
1978,0.325657895,Fat,Starchy roots,g/capita/day
1978,0.007894737,Fat,Sweeteners,g/capita/day
1978,0.323026316,Fat,Vegetables,g/capita/day
1978,128.3669791,Food Weight,Alcoholic beverages,g/capita/day
1978,431.8457102,Food Weight,Animal products,g/capita/day
1978,182.983057,Food Weight,Fruits,g/capita/day
1978,342.1359048,Food Weight,Grains,g/capita/day
1978,0,Food Weight,Miscellaneous,g/capita/day
1978,54.00324441,Food Weight,Oils,g/capita/day
1978,18.32011536,Food Weight,Pulses,g/capita/day
1978,8.74369142,Food Weight,Spices & stimulants,g/capita/day
1978,216.5428983,Food Weight,Starchy roots,g/capita/day
1978,80.98233598,Food Weight,Sweeteners,g/capita/day
1978,162.0115357,Food Weight,Vegetables,g/capita/day
1978,0.779605263,Protein,Alcoholic beverages,g/capita/day
1978,28.92171053,Protein,Animal products,g/capita/day
1978,1.053947368,Protein,Fruits,g/capita/day
1978,26.54868421,Protein,Grains,g/capita/day
1978,0.111184211,Protein,Miscellaneous,g/capita/day
1978,1.815789474,Protein,Oils,g/capita/day
1978,4.008552632,Protein,Pulses,g/capita/day
1978,0.652631579,Protein,Spices & stimulants,g/capita/day
1978,2.703947368,Protein,Starchy roots,g/capita/day
1978,0.020394737,Protein,Sweeteners,g/capita/day
1978,1.974342105,Protein,Vegetables,g/capita/day
1979,94.73026316,Calories,Alcoholic beverages,kcal/capita/day
1979,463.9802632,Calories,Animal products,kcal/capita/day
1979,95.88815789,Calories,Fruits,kcal/capita/day
1979,1032.065789,Calories,Grains,kcal/capita/day
1979,3.177631579,Calories,Miscellaneous,kcal/capita/day
1979,249.9144737,Calories,Oils,kcal/capita/day
1979,61.19078947,Calories,Pulses,kcal/capita/day
1979,12.35526316,Calories,Spices & stimulants,kcal/capita/day
1979,186.2105263,Calories,Starchy roots,kcal/capita/day
1979,272.2960526,Calories,Sweeteners,kcal/capita/day
1979,40.28947368,Calories,Vegetables,kcal/capita/day
1979,0.078289474,Fat,Alcoholic beverages,g/capita/day
1979,33.24802632,Fat,Animal products,g/capita/day
1979,0.529605263,Fat,Fruits,g/capita/day
1979,5.723684211,Fat,Grains,g/capita/day
1979,0.028947368,Fat,Miscellaneous,g/capita/day
1979,26.33486842,Fat,Oils,g/capita/day
1979,0.317105263,Fat,Pulses,g/capita/day
1979,0.596710526,Fat,Spices & stimulants,g/capita/day
1979,0.317105263,Fat,Starchy roots,g/capita/day
1979,0.007236842,Fat,Sweeteners,g/capita/day
1979,0.329605263,Fat,Vegetables,g/capita/day
1979,129.516943,Food Weight,Alcoholic beverages,g/capita/day
1979,434.9981975,Food Weight,Animal products,g/capita/day
1979,187.5648882,Food Weight,Fruits,g/capita/day
1979,345.1135544,Food Weight,Grains,g/capita/day
1979,0,Food Weight,Miscellaneous,g/capita/day
1979,53.90771449,Food Weight,Oils,g/capita/day
1979,18.02992069,Food Weight,Pulses,g/capita/day
1979,9.313266042,Food Weight,Spices & stimulants,g/capita/day
1979,212.4963951,Food Weight,Starchy roots,g/capita/day
1979,81.52126893,Food Weight,Sweeteners,g/capita/day
1979,164.4160058,Food Weight,Vegetables,g/capita/day
1979,0.798026316,Protein,Alcoholic beverages,g/capita/day
1979,28.9875,Protein,Animal products,g/capita/day
1979,1.075,Protein,Fruits,g/capita/day
1979,26.675,Protein,Grains,g/capita/day
1979,0.118421053,Protein,Miscellaneous,g/capita/day
1979,1.838815789,Protein,Oils,g/capita/day
1979,3.946710526,Protein,Pulses,g/capita/day
1979,0.689473684,Protein,Spices & stimulants,g/capita/day
1979,2.669078947,Protein,Starchy roots,g/capita/day
1979,0.021052632,Protein,Sweeteners,g/capita/day
1979,2,Protein,Vegetables,g/capita/day
1980,93.61184211,Calories,Alcoholic beverages,kcal/capita/day
1980,472.7171053,Calories,Animal products,kcal/capita/day
1980,94.82894737,Calories,Fruits,kcal/capita/day
1980,1042.394737,Calories,Grains,kcal/capita/day
1980,3.355263158,Calories,Miscellaneous,kcal/capita/day
1980,255,Calories,Oils,kcal/capita/day
1980,61.29605263,Calories,Pulses,kcal/capita/day
1980,12.76315789,Calories,Spices & stimulants,kcal/capita/day
1980,184.0460526,Calories,Starchy roots,kcal/capita/day
1980,275.2236842,Calories,Sweeteners,kcal/capita/day
1980,40.65131579,Calories,Vegetables,kcal/capita/day
1980,0.065789474,Fat,Alcoholic beverages,g/capita/day
1980,33.90657895,Fat,Animal products,g/capita/day
1980,0.526973684,Fat,Fruits,g/capita/day
1980,5.854605263,Fat,Grains,g/capita/day
1980,0.030921053,Fat,Miscellaneous,g/capita/day
1980,26.98618421,Fat,Oils,g/capita/day
1980,0.315789474,Fat,Pulses,g/capita/day
1980,0.632894737,Fat,Spices & stimulants,g/capita/day
1980,0.313157895,Fat,Starchy roots,g/capita/day
1980,0.006578947,Fat,Sweeteners,g/capita/day
1980,0.329605263,Fat,Vegetables,g/capita/day
1980,129.5872386,Food Weight,Alcoholic beverages,g/capita/day
1980,442.1178803,Food Weight,Animal products,g/capita/day
1980,189.8846431,Food Weight,Fruits,g/capita/day
1980,349.1456381,Food Weight,Grains,g/capita/day
1980,0,Food Weight,Miscellaneous,g/capita/day
1980,54.07714492,Food Weight,Oils,g/capita/day
1980,18.08579668,Food Weight,Pulses,g/capita/day
1980,9.374549387,Food Weight,Spices & stimulants,g/capita/day
1980,210.0450613,Food Weight,Starchy roots,g/capita/day
1980,82.34859409,Food Weight,Sweeteners,g/capita/day
1980,165.998558,Food Weight,Vegetables,g/capita/day
1980,0.740789474,Protein,Alcoholic beverages,g/capita/day
1980,29.51381579,Protein,Animal products,g/capita/day
1980,1.081578947,Protein,Fruits,g/capita/day
1980,26.94342105,Protein,Grains,g/capita/day
1980,0.126973684,Protein,Miscellaneous,g/capita/day
1980,1.802631579,Protein,Oils,g/capita/day
1980,3.964473684,Protein,Pulses,g/capita/day
1980,0.682894737,Protein,Spices & stimulants,g/capita/day
1980,2.640789474,Protein,Starchy roots,g/capita/day
1980,0.021052632,Protein,Sweeteners,g/capita/day
1980,2.014473684,Protein,Vegetables,g/capita/day
1981,95.22368421,Calories,Alcoholic beverages,kcal/capita/day
1981,474.4342105,Calories,Animal products,kcal/capita/day
1981,92.90131579,Calories,Fruits,kcal/capita/day
1981,1042.947368,Calories,Grains,kcal/capita/day
1981,3.625,Calories,Miscellaneous,kcal/capita/day
1981,261.8223684,Calories,Oils,kcal/capita/day
1981,61.96710526,Calories,Pulses,kcal/capita/day
1981,12.71710526,Calories,Spices & stimulants,kcal/capita/day
1981,183.4407895,Calories,Starchy roots,kcal/capita/day
1981,272.7434211,Calories,Sweeteners,kcal/capita/day
1981,41.15789474,Calories,Vegetables,kcal/capita/day
1981,0.078289474,Fat,Alcoholic beverages,g/capita/day
1981,34.06315789,Fat,Animal products,g/capita/day
1981,0.526973684,Fat,Fruits,g/capita/day
1981,5.901315789,Fat,Grains,g/capita/day
1981,0.030263158,Fat,Miscellaneous,g/capita/day
1981,27.71118421,Fat,Oils,g/capita/day
1981,0.321052632,Fat,Pulses,g/capita/day
1981,0.618421053,Fat,Spices & stimulants,g/capita/day
1981,0.314473684,Fat,Starchy roots,g/capita/day
1981,0.007236842,Fat,Sweeteners,g/capita/day
1981,0.336842105,Fat,Vegetables,g/capita/day
1981,129.9783706,Food Weight,Alcoholic beverages,g/capita/day
1981,443.035328,Food Weight,Animal products,g/capita/day
1981,186.5447008,Food Weight,Fruits,g/capita/day
1981,349.0032444,Food Weight,Grains,g/capita/day
1981,0,Food Weight,Miscellaneous,g/capita/day
1981,55.1333814,Food Weight,Oils,g/capita/day
1981,18.28406633,Food Weight,Pulses,g/capita/day
1981,9.558399423,Food Weight,Spices & stimulants,g/capita/day
1981,209.7999279,Food Weight,Starchy roots,g/capita/day
1981,81.78983417,Food Weight,Sweeteners,g/capita/day
1981,169.4484499,Food Weight,Vegetables,g/capita/day
1981,0.782236842,Protein,Alcoholic beverages,g/capita/day
1981,29.72828947,Protein,Animal products,g/capita/day
1981,1.056578947,Protein,Fruits,g/capita/day
1981,26.89868421,Protein,Grains,g/capita/day
1981,0.136842105,Protein,Miscellaneous,g/capita/day
1981,1.875657895,Protein,Oils,g/capita/day
1981,3.994736842,Protein,Pulses,g/capita/day
1981,0.693421053,Protein,Spices & stimulants,g/capita/day
1981,2.636842105,Protein,Starchy roots,g/capita/day
1981,0.021052632,Protein,Sweeteners,g/capita/day
1981,2.044078947,Protein,Vegetables,g/capita/day
1982,94.24342105,Calories,Alcoholic beverages,kcal/capita/day
1982,472.1184211,Calories,Animal products,kcal/capita/day
1982,94.84868421,Calories,Fruits,kcal/capita/day
1982,1036.467105,Calories,Grains,kcal/capita/day
1982,3.434210526,Calories,Miscellaneous,kcal/capita/day
1982,267.6513158,Calories,Oils,kcal/capita/day
1982,60.84868421,Calories,Pulses,kcal/capita/day
1982,12.97368421,Calories,Spices & stimulants,kcal/capita/day
1982,180.7828947,Calories,Starchy roots,kcal/capita/day
1982,273.7894737,Calories,Sweeteners,kcal/capita/day
1982,42.24342105,Calories,Vegetables,kcal/capita/day
1982,0.071052632,Fat,Alcoholic beverages,g/capita/day
1982,33.86907895,Fat,Animal products,g/capita/day
1982,0.538815789,Fat,Fruits,g/capita/day
1982,5.802631579,Fat,Grains,g/capita/day
1982,0.029605263,Fat,Miscellaneous,g/capita/day
1982,28.38486842,Fat,Oils,g/capita/day
1982,0.316447368,Fat,Pulses,g/capita/day
1982,0.648026316,Fat,Spices & stimulants,g/capita/day
1982,0.309868421,Fat,Starchy roots,g/capita/day
1982,0.009210526,Fat,Sweeteners,g/capita/day
1982,0.343421053,Fat,Vegetables,g/capita/day
1982,129.1546503,Food Weight,Alcoholic beverages,g/capita/day
1982,442.6045422,Food Weight,Animal products,g/capita/day
1982,190.4920692,Food Weight,Fruits,g/capita/day
1982,346.5699351,Food Weight,Grains,g/capita/day
1982,0,Food Weight,Miscellaneous,g/capita/day
1982,56.12292718,Food Weight,Oils,g/capita/day
1982,17.97224225,Food Weight,Pulses,g/capita/day
1982,9.403388608,Food Weight,Spices & stimulants,g/capita/day
1982,207.5775054,Food Weight,Starchy roots,g/capita/day
1982,82.26928623,Food Weight,Sweeteners,g/capita/day
1982,173.294881,Food Weight,Vegetables,g/capita/day
1982,0.740131579,Protein,Alcoholic beverages,g/capita/day
1982,29.69210526,Protein,Animal products,g/capita/day
1982,1.088157895,Protein,Fruits,g/capita/day
1982,26.7,Protein,Grains,g/capita/day
1982,0.126315789,Protein,Miscellaneous,g/capita/day
1982,1.842105263,Protein,Oils,g/capita/day
1982,3.928289474,Protein,Pulses,g/capita/day
1982,0.690131579,Protein,Spices & stimulants,g/capita/day
1982,2.616447368,Protein,Starchy roots,g/capita/day
1982,0.019078947,Protein,Sweeteners,g/capita/day
1982,2.0875,Protein,Vegetables,g/capita/day
1983,93.52631579,Calories,Alcoholic beverages,kcal/capita/day
1983,471.4144737,Calories,Animal products,kcal/capita/day
1983,93.25,Calories,Fruits,kcal/capita/day
1983,1046.322368,Calories,Grains,kcal/capita/day
1983,3.473684211,Calories,Miscellaneous,kcal/capita/day
1983,263.4736842,Calories,Oils,kcal/capita/day
1983,60.34868421,Calories,Pulses,kcal/capita/day
1983,13.09210526,Calories,Spices & stimulants,kcal/capita/day
1983,176.2105263,Calories,Starchy roots,kcal/capita/day
1983,273.9078947,Calories,Sweeteners,kcal/capita/day
1983,41.47368421,Calories,Vegetables,kcal/capita/day
1983,0.069736842,Fat,Alcoholic beverages,g/capita/day
1983,33.81052632,Fat,Animal products,g/capita/day
1983,0.5375,Fat,Fruits,g/capita/day
1983,5.903947368,Fat,Grains,g/capita/day
1983,0.030263158,Fat,Miscellaneous,g/capita/day
1983,27.94605263,Fat,Oils,g/capita/day
1983,0.3125,Fat,Pulses,g/capita/day
1983,0.642763158,Fat,Spices & stimulants,g/capita/day
1983,0.301973684,Fat,Starchy roots,g/capita/day
1983,0.008552632,Fat,Sweeteners,g/capita/day
1983,0.339473684,Fat,Vegetables,g/capita/day
1983,128.4354722,Food Weight,Alcoholic beverages,g/capita/day
1983,442.2999279,Food Weight,Animal products,g/capita/day
1983,184.9891853,Food Weight,Fruits,g/capita/day
1983,349.3493151,Food Weight,Grains,g/capita/day
1983,0,Food Weight,Miscellaneous,g/capita/day
1983,55.46503244,Food Weight,Oils,g/capita/day
1983,17.81002163,Food Weight,Pulses,g/capita/day
1983,9.614275415,Food Weight,Spices & stimulants,g/capita/day
1983,201.9574621,Food Weight,Starchy roots,g/capita/day
1983,81.75739005,Food Weight,Sweeteners,g/capita/day
1983,170.3082192,Food Weight,Vegetables,g/capita/day
1983,0.748684211,Protein,Alcoholic beverages,g/capita/day
1983,29.58486842,Protein,Animal products,g/capita/day
1983,1.061842105,Protein,Fruits,g/capita/day
1983,26.98421053,Protein,Grains,g/capita/day
1983,0.128947368,Protein,Miscellaneous,g/capita/day
1983,1.760526316,Protein,Oils,g/capita/day
1983,3.892763158,Protein,Pulses,g/capita/day
1983,0.708552632,Protein,Spices & stimulants,g/capita/day
1983,2.542105263,Protein,Starchy roots,g/capita/day
1983,0.021710526,Protein,Sweeteners,g/capita/day
1983,2.055921053,Protein,Vegetables,g/capita/day
1984,91.30921053,Calories,Alcoholic beverages,kcal/capita/day
1984,475.7894737,Calories,Animal products,kcal/capita/day
1984,94.13157895,Calories,Fruits,kcal/capita/day
1984,1047.875,Calories,Grains,kcal/capita/day
1984,3.796052632,Calories,Miscellaneous,kcal/capita/day
1984,268.5592105,Calories,Oils,kcal/capita/day
1984,59.79605263,Calories,Pulses,kcal/capita/day
1984,13.26973684,Calories,Spices & stimulants,kcal/capita/day
1984,177.4539474,Calories,Starchy roots,kcal/capita/day
1984,273.6315789,Calories,Sweeteners,kcal/capita/day
