"MDS1"	"MDS2"	"group"	"Country"	"meanMDS1"	"meanMDS2"	"DistMDS1"	"DistMDS2"	"PyDist"	"Year"
"1"	-0.505087694666307	-0.437717284887438	"1961"	"Albania"	0.0436934502115563	0.0198915255455238	0.548781144877863	0.457608810432962	0.714539409941347	"1961"
"2"	-0.390353644119865	-0.241347577726788	"1961"	"Algeria"	0.0436934502115563	0.0198915255455238	0.434047094331422	0.261239103272312	0.506599199738878	"1961"
"3"	0.625254306624927	0.0404641380797082	"1961"	"Angola"	0.0436934502115563	0.0198915255455238	0.581560856413371	0.0205726125341844	0.581924618914456	"1961"
"4"	-0.554956492903013	0.413150504292686	"1961"	"Antigua and Barbuda"	0.0436934502115563	0.0198915255455238	0.598649943114569	0.393258978747162	0.716264182237488	"1961"
"5"	-0.327907206108904	-0.137692613721252	"1961"	"Argentina"	0.0436934502115563	0.0198915255455238	0.37160065632046	0.157584139266776	0.403633260183359	"1961"
"6"	-0.319950804714398	-0.0228898244792828	"1961"	"Australia"	0.0436934502115563	0.0198915255455238	0.363644254925954	0.0427813500248066	0.366152137847913	"1961"
"7"	-0.38540043582231	-0.034904208682643	"1961"	"Austria"	0.0436934502115563	0.0198915255455238	0.429093886033867	0.0547957342281668	0.432578473252252	"1961"
"8"	-0.319544601008908	0.162055901352897	"1961"	"Bahamas"	0.0436934502115563	0.0198915255455238	0.363238051220464	0.142164375807373	0.390067419304844	"1961"
"9"	0.190353760445271	0.423406821492385	"1961"	"Bangladesh"	0.0436934502115563	0.0198915255455238	0.146660310233715	0.403515295946861	0.429341170470446	"1961"
"10"	-0.10486518286311	0.315434400339173	"1961"	"Barbados"	0.0436934502115563	0.0198915255455238	0.148558633074666	0.295542874793649	0.330779773115449	"1961"
"11"	-0.238069914834146	-0.0627301053991978	"1961"	"Belgium-Luxembourg"	0.0436934502115563	0.0198915255455238	0.281763365045702	0.0826216309447216	0.293627191829781	"1961"
"12"	-0.220474389224289	0.469891863723421	"1961"	"Belize"	0.0436934502115563	0.0198915255455238	0.264167839435845	0.450000338177897	0.52180930592739	"1961"
"13"	0.6845227044317	0.0232574655634931	"1961"	"Benin"	0.0436934502115563	0.0198915255455238	0.640829254220144	0.00336594001796935	0.640838093918074	"1961"
"14"	-0.408829507486281	0.137387375054281	"1961"	"Bermuda"	0.0436934502115563	0.0198915255455238	0.452522957697837	0.117495849508757	0.467527862159447	"1961"
"15"	-0.0766143423639271	-0.0385752120554494	"1961"	"Bolivia (Plurinational State of)"	0.0436934502115563	0.0198915255455238	0.120307792575483	0.0584667376009732	0.133762193313681	"1961"
"16"	0.406901308672871	-0.593829425150844	"1961"	"Botswana"	0.0436934502115563	0.0198915255455238	0.363207858461315	0.613720950696368	0.713143291191685	"1961"
"17"	0.065055151592592	0.010476835942339	"1961"	"Brazil"	0.0436934502115563	0.0198915255455238	0.0213617013810358	0.00941468960318484	0.0233443497707017	"1961"
"18"	0.118212671644558	0.274444609351002	"1961"	"Brunei Darussalam"	0.0436934502115563	0.0198915255455238	0.0745192214330021	0.254553083805479	0.265236473430522	"1961"
"19"	-0.508696966914309	-0.255273828575809	"1961"	"Bulgaria"	0.0436934502115563	0.0198915255455238	0.552390417125865	0.275165354121333	0.61713138393798	"1961"
"20"	0.851645759010087	-0.341202635930138	"1961"	"Burkina Faso"	0.0436934502115563	0.0198915255455238	0.807952308798531	0.361094161475662	0.884972274562705	"1961"
"21"	0.971957361867352	0.232589702062679	"1961"	"Burundi"	0.0436934502115563	0.0198915255455238	0.928263911655796	0.212698176517155	0.952320536361704	"1961"
"22"	0.301766369691019	0.47327863964202	"1961"	"Cambodia"	0.0436934502115563	0.0198915255455238	0.258072919479463	0.453387114096496	0.521691007203884	"1961"
"23"	0.59433190124717	-0.0595684012711202	"1961"	"Cameroon"	0.0436934502115563	0.0198915255455238	0.550638451035614	0.079459926816644	0.556342146281051	"1961"
"24"	-0.295167686179262	-0.0435098468636693	"1961"	"Canada"	0.0436934502115563	0.0198915255455238	0.338861136390819	0.0634013724091931	0.344741357802405	"1961"
"25"	0.20336005443226	0.467971313857089	"1961"	"Cape Verde"	0.0436934502115563	0.0198915255455238	0.159666604220704	0.448079788311565	0.475677328865596	"1961"
"26"	0.900475368751543	-0.0308566829336163	"1961"	"Central African Republic"	0.0436934502115563	0.0198915255455238	0.856781918539987	0.0507482084791401	0.858283540912269	"1961"
"27"	0.818596629967414	-0.41400857745856	"1961"	"Chad"	0.0436934502115563	0.0198915255455238	0.774903179755858	0.433900103004084	0.888112739117447	"1961"
"28"	-0.410381149310029	-0.153211532429207	"1961"	"Chile"	0.0436934502115563	0.0198915255455238	0.454074599521586	0.173103057974731	0.48595103725673	"1961"
"29"	0.145761156684572	-0.342851381215117	"1961"	"China"	0.0436934502115563	0.0198915255455238	0.102067706473016	0.362742906760641	0.376829182932825	"1961"
"30"	0.0744975753088235	0.084433263235885	"1961"	"Colombia"	0.0436934502115563	0.0198915255455238	0.0308041250972672	0.0645417376903612	0.0715159424680923	"1961"
"31"	0.659445272213391	0.724907404612694	"1961"	"Comoros"	0.0436934502115563	0.0198915255455238	0.615751822001835	0.70501587906717	0.936054323228857	"1961"
"32"	0.54731328030792	0.281644914971482	"1961"	"Congo"	0.0436934502115563	0.0198915255455238	0.503619830096364	0.261753389425958	0.567580628758829	"1961"
"33"	0.0906559339053738	0.175238389113034	"1961"	"Costa Rica"	0.0436934502115563	0.0198915255455238	0.0469624836938175	0.15534686356751	0.162290242759553	"1961"
