"","x"
"1",0.449357406037256
"2",0.237238978862159
"3",0.0652338301889685
"4",0.482754997950789
"5",0.133452234830327
"6",0.0201158062386211
"7",0.0167874851650161
"8",0.159961936479815
"9",0.322781599629333
"10",0.264706086092625
"11",0.0556399880934737
"12",0.401892787590657
"13",0.0817675172376864
"14",0.150972570681479
"15",0.064710477873842
"16",0.538963953521508
"17",0.0351890406763715
"18",0.202230216556421
"19",0.261714385447157
"20",0.364109551129291
"21",0.024644356062683
"22",0.362702584907772
"23",0.156761800258327
"24",0.0370896259942162
"25",0.338690676686484
"26",0.13897682654038
"27",0.447462802007751
"28",0.144531561346038
"29",0.356876948906878
"30",0.00927199358874963
"31",0.53830119019843
"32",0.154669075744983
"33",0.105499266142282
"34",0.0571281766433067
"35",0.0777246359916843
"36",0.178312532876603
"37",0.111162955814854
"38",0.599824141586377
"39",0.00207780375251859
"40",0.76770405193332
"41",0.315641948127596
"42",0.103448881599299
"43",0.00168842057289301
"44",0.362654664979066
"45",0.27612320552485
"46",0.620576915529041
"47",0.399682213935211
"48",0.0170748077333112
"49",0.136619655567799
"50",0.160352880703493
"51",0.243927099835522
"52",0.136089410702453
"53",0.0240966113775648
"54",0.0137510147949854
"55",0.252357039290431
"56",0.265670656778144
"57",0.317070492629814
"58",0.115252565588672
"59",0.192793746358298
"60",0.204467933142543
"61",0.0856400395325643
"62",0.146528935415976
"63",0.153678672457265
"64",0.0830828994159919
"65",0.103759741009902
"66",0.325303801963097
"67",0.316261057981974
"68",0.0354396092107257
"69",0.116189899079996
"70",0.151399575771992
"71",0.195156153385074
"72",0.118378473561582
"73",0.271983920478158
"74",0.207451371400702
"75",0.798579444842526
"76",0.159927656927728
"77",0.420673070177176
"78",0.193808548092949
"79",0.780208201128412
"80",0.286218801628941
"81",0.390541009287219
"82",0.14786563732843
"83",0.329966221238268
"84",0.149206539702692
"85",0.764159865672851
"86",0.325799545715058
"87",0.00632884176104161
"88",0.577641071441821
"89",0.166685427977807
"90",0.144706903571906
"91",0.718817920936738
"92",0.212066873243576
"93",0.113913939227642
"94",0.246900011540099
"95",0.290122387334263
"96",0.48159817644609
"97",0.0195077441938838
"98",0.379828453831807
"99",0.0128803371565773
"100",0.34823503639855
"101",0.499683891479211
"102",0.237475610239009
"103",0.0166374000392564
"104",0.30440348158309
"105",0.0889829065920728
"106",0.126406861667416
"107",0.0143017991832964
"108",0.226275501674618
"109",0.138456430273173
"110",0.246795585383128
"111",0.675732391458543
"112",0.387145319185661
"113",0.247064456194936
"114",0.367626970041876
"115",0.43239693063662
"116",0.283860773457595
"117",0.729226188534016
"118",0.430637735770259
"119",0.561300231323441
"120",0.242836382030319
"121",0.285181133482988
"122",0.0734640013612573
"123",0.594097564173158
"124",0.137582755731714
"125",0.188873691279706
"126",0.322043422184342
"127",0.435990242114272
"128",0.227628142358749
"129",0.463163481303796
"130",0.0403978614822343
"131",0.0224709548479058
"132",0.329948405758279
"133",0.512343402659789
"134",0.328374534160973
"135",0.0635442864000116
"136",0.183285249557729
"137",0.243634598732156
"138",0.342622051525918
"139",0.263932106514472
"140",1.04081302541354
"141",0.0502348045813511
"142",0.114417929876462
"143",0.0566558579600829
"144",0.0818807801743375
"145",0.319074158182276
"146",0.601659691966094
"147",0.0172591424275909
"148",0.306404893409115
"149",0.684669561820789
"150",0.189793043279487
"151",0.328979921802325
"152",0.434198262959097
"153",0.436604947779739
"154",0.269445834512445
"155",0.0918602320879342
"156",0.402001580166477
"157",0.131164285203114
"158",0.00633576452119305
"159",0.0399459294612741
"160",0.148909763262294
"161",0.345457222480758
"162",0.24086034322175
"163",0.0480024518627752
"164",0.28765425777456
"165",0.0761113976998237
"166",0.166038248248842
"167",0.0559150932126416
"168",0.525703816457101
"169",0.0236449462056164
"170",0.190954661428481
"171",0.242629077244063
"172",0.36666837524354
"173",0.0379828115310935
"174",0.383156025854059
"175",0.154363614091104
"176",0.033996885890854
"177",0.371406356898592
"178",0.181256651244209
"179",0.432736077963575
"180",0.135825877979506
"181",0.317200576875286
"182",0.0149291442765599
"183",0.543790053204673
"184",0.156832842497554
"185",0.102223846607385
"186",0.0473796824941837
"187",0.108002304678134
"188",0.171833356934909
"189",0.0982213764329619
"190",0.592132153420091
"191",0.00542053741240244
"192",0.772955029561188
"193",0.325783420273375
"194",0.102645945506363
"195",0.00446186641968354
"196",0.367289881785119
"197",0.201508653352714
"198",0.606287717138219
"199",0.33248691763352
"200",0.0145755655897096
"201",0.130044180868489
"202",0.141145564963879
"203",0.223876640297274
"204",0.114036758010721
"205",0.0164958359320429
"206",0.0149317941700792
"207",0.244792861864231
"208",0.273338710748862
"209",0.322560653532232
"210",0.119919502869819
"211",0.189102893468768
"212",0.267593821658312
"213",0.0699318528137021
"214",0.0695303669347176
"215",0.147486580570086
"216",0.0889644902383777
"217",0.0985296219442765
"218",0.341243976707082
"219",0.274318577220132
"220",0.0201614778160671
"221",0.107273958347397
"222",0.137938124841961
"223",0.22450351315566
"224",0.100653087346223
"225",0.265766083223153
"226",0.196378370504955
"227",0.80409506260179
"228",0.180613774974352
"229",0.413855184378839
"230",0.177206017097584
"231",0.765563289781471
"232",0.27840152663843
"233",0.324426158357488
"234",0.128437713867786
"235",0.340258517510697
"236",0.130533768199263
"237",0.767941147893165
"238",0.243477003903708
"239",0.00764244465706461
"240",0.566280723024815
"241",0.146443980091708
"242",0.125477853388977
"243",0.650655659632064
"244",0.221970876000843
"245",0.155368604467345
"246",0.204704408683099
"247",0.374211081802888
"248",0.473819082019766
"249",0.0277156621982026
"250",0.379286485270367
"251",0.0122797287406879
"252",0.0459154360969901
"253",0.498937098142464
"254",0.225421274527621
"255",0.0300415194149553
"256",0.323569321478186
"257",0.0800919487495533
"258",0.131690426139865
"259",0.0231322359553812
"260",0.221173301469709
"261",0.107127658291066
"262",0.221544536930787
"263",0.654483515728633
"264",0.382785000729847
"265",0.233938896882234
"266",0.373183079545542
"267",0.418891161482948
"268",0.296861748649313
"269",0.739048834933545
"270",0.407288104528828
"271",0.562289481217218
"272",0.252321808626422
"273",0.245020408321983
"274",0.0706532315414031
"275",0.606053699921115
"276",0.139588324503862
"277",0.176261117572621
"278",0.382807414953804
"279",0.438819192097544
"280",0.258144727889796
"281",0.421467215876099
"282",0.0192347111069964
"283",0.0415252926808109
"284",0.331951224646963
"285",0.473602255199232
"286",0.310369874112571
"287",0.0849161943955284
"288",0.206532585348104
"289",0.262208780679058
"290",0.345100090292704
"291",0.255379292178796
"292",1.04607859328041
"293",0.0432166492771052
"294",0.130889807722613
"295",0.0530482454262273
"296",0.0855156483943876
"297",0.262948360107465
"298",0.590480379789765
"299",0.0305894905880492
"300",0.279296072260353
"301",0.637245648155128
"302",0.196960772917256
"303",0.323876968664138
"304",0.424163765573945
"305",0.45496764466812
"306",0.281096555715377
"307",0.10427747341196
"308",0.364384900742394
"309",0.158497827507501
"310",0.0303004870310524
"311",0.0626886065686862
"312",0.14676174131989
"313",0.326542681152486
"314",0.266696933646525
"315",0.045729488141449
"316",0.305246143612358
"317",0.0935838995218977
"318",0.166945129470151
"319",0.0562170361278448
"320",0.536438549984437
"321",0.021655099557286
"322",0.14670967603508
"323",0.245763526686957
"324",0.365108479555959
"325",0.0263421044861206
"326",0.388170762508597
"327",0.154948155915308
"328",0.0477779555351553
"329",0.390328211380958
"330",0.182051660172682
"331",0.419841904617826
"332",0.138949018946405
"333",0.328671888592289
"334",0.00709988387084392
"335",0.536799331269526
"336",0.102878583257783
"337",0.0737220469842031
"338",0.0224896491963258
"339",0.0933036469222728
"340",0.174393510439124
"341",0.129395426289543
"342",0.595133109689957
"343",0.00552353658083104
"344",0.769514486100613
"345",0.322889048746646
"346",0.0873972601625709
"347",0.0193323473184018
"348",0.375531224724875
"349",0.284472108848274
"350",0.596359513507901
"351",0.304619671521968
"352",0.00864816620365961
"353",0.134548057201586
"354",0.154139934343061
"355",0.212441525267201
"356",0.159570941220826
"357",0.0264972692221161
"358",0.0155098777188418
"359",0.252723901486664
"360",0.24789620921547
"361",0.341132356240673
"362",0.127650036125542
"363",0.170760488698117
"364",0.243539602734846
"365",0.0610111854462524
"366",0.0820532547669861
"367",0.13108091060345
"368",0.0807593992777953
"369",0.122284505480701
"370",0.31538168667674
"371",0.282623827559183
"372",0.0284471146968401
"373",0.127713102977901
"374",0.154110755320587
"375",0.187012404741256
"376",0.0856226413053124
"377",0.268136969637628
"378",0.209235401007539
"379",0.790696230304074
"380",0.165197405718389
"381",0.39606241075854
"382",0.178959352688785
"383",0.776017426482483
"384",0.28580117498322
"385",0.315109008740831
"386",0.133016629645449
"387",0.345234406138294
"388",0.10607111771708
"389",0.757860740128163
"390",0.226848334987436
"391",0.00189571770607416
"392",0.570550944742313
"393",0.108534390579126
"394",0.126103808846841
"395",0.650538614228086
"396",0.226401346443394
"397",0.121899318810131
"398",0.157338108124827
"399",0.378194306940688
"400",0.461163649109132
"401",0.0169178871179107
"402",0.252947745115541
"403",0.0152943178551307
"404",0.303312400395716
"405",0.50842853220557
"406",0.235983872147891
"407",0.00357027170319207
"408",0.327439755408853
"409",0.0571104358634524
"410",0.139828450846311
"411",0.00803168200422881
"412",0.213399574824916
"413",0.15694799759634
"414",0.252421291673551
"415",0.539008702323499
"416",0.355069123262472
"417",0.249240599129927
"418",0.359028549196885
"419",0.40966424147488
"420",0.296536789402316
"421",0.733387484255225
"422",0.397612011858146
"423",0.53583769003249
"424",0.281628067773079
"425",0.253161441721105
"426",0.0677555947633374
"427",0.591007751212455
"428",0.13833871970571
"429",0.194026373650394
"430",0.328982474565714
"431",0.437277167660412
"432",0.25334304642456
"433",0.461606360086014
"434",0.0164279793868255
"435",0.0629329348170766
"436",0.326129168337046
"437",0.48085794482198
"438",0.318142410275539
"439",0.0875025496031436
"440",0.206986846678994
"441",0.282135253486931
"442",0.334700318021705
"443",0.283170792440257
"444",1.04052954553362
"445",0.0575286970001235
"446",0.135939864932849
"447",0.0614369065582624
"448",0.0889863499629671
"449",0.267820352673974
"450",0.587434906160357
"451",0.00691312688481481
"452",0.252608738640884
"453",0.623095469742441
"454",0.208172064733733
"455",0.340730378024659
"456",0.416739054078026
"457",0.431575039111215
"458",0.244235180302284
"459",0.132625015791238
"460",0.389566195081837
"461",0.117142137862065
"462",0.0143304488038059
"463",0.0595475834961249
"464",0.150421322781431
"465",0.366522257114875
"466",0.201196590550241
"467",0.0680741756880187
"468",0.280489050138762
"469",0.0856562003857555
"470",0.172227607447078
"471",0.0379764851733907
"472",0.517537966317911
"473",0.0258452508538062
"474",0.13626027666296
"475",0.202523627673907
"476",0.37625937659477
"477",0.0101099655418872
"478",0.377760808763955
"479",0.14231006913051
"480",0.0393417396704643
"481",0.279726705742404
"482",0.172781347630353
"483",0.402067379736193
"484",0.127263899502287
"485",0.284572366189288
"486",0.00274853229844742
"487",0.545167941688249
"488",0.131257241290421
"489",0.0868031091130375
"490",0.0404105215021192
"491",0.0914500189889416
"492",0.167773092801073
"493",0.0996854260913647
"494",0.567013948594888
"495",0.00401998846407674
"496",0.856092591531598
"497",0.327762008544434
"498",0.082146770919463
"499",0.0180711237062059
"500",0.365693058071124
"501",0.236172691854984
"502",0.575724005116174
"503",0.306648697988558
"504",0.0237164029832869
"505",0.0933218395371924
"506",0.163557722525928
"507",0.221414903946654
"508",0.126727079242015
"509",0.00749762382225611
"510",0.0377209649053539
"511",0.240529289394232
"512",0.258590055164059
"513",0.360569471725782
"514",0.127769098321588
"515",0.195967416056106
"516",0.230111592113948
"517",0.0899323920978524
"518",0.0628597621857018
"519",0.102954474644059
"520",0.0924004214754438
"521",0.0864048349583648
