CountryName,ElementName,Year,Count
Malaysia,Food Weight,1980,41
Maldives,Food Weight,1980,13
Mali,Food Weight,1980,27
Malta,Food Weight,1980,33
Mauritania,Food Weight,1980,26
Mauritius,Food Weight,1980,32
Mexico,Food Weight,1980,42
Mongolia,Food Weight,1980,11
Morocco,Food Weight,1980,41
Mozambique,Food Weight,1980,34
Myanmar,Food Weight,1980,29
Namibia,Food Weight,1980,12
Nepal,Food Weight,1980,17
Netherlands,Food Weight,1980,38
New Caledonia,Food Weight,1980,30
New Zealand,Food Weight,1980,40
Nicaragua,Food Weight,1980,30
Niger,Food Weight,1980,28
Nigeria,Food Weight,1980,35
Norway,Food Weight,1980,39
Pakistan,Food Weight,1980,36
Panama,Food Weight,1980,34
Paraguay,Food Weight,1980,30
Peru,Food Weight,1980,35
Philippines,Food Weight,1980,32
Poland,Food Weight,1980,31
Portugal,Food Weight,1980,36
Republic of Korea,Food Weight,1980,36
Romania,Food Weight,1980,32
Rwanda,Food Weight,1980,24
Saint Kitts and Nevis,Food Weight,1980,25
Saint Lucia,Food Weight,1980,29
Saint Vincent and the Grenadines,Food Weight,1980,31
Samoa,Food Weight,1980,25
Sao Tome and Principe,Food Weight,1980,20
Saudi Arabia,Food Weight,1980,41
Senegal,Food Weight,1980,35
Seychelles,Food Weight,1980,31
Sierra Leone,Food Weight,1980,33
Solomon Islands,Food Weight,1980,25
South Africa,Food Weight,1980,41
Spain,Food Weight,1980,41
Sri Lanka,Food Weight,1980,35
Sudan (former),Food Weight,1980,33
Suriname,Food Weight,1980,32
Swaziland,Food Weight,1980,30
Sweden,Food Weight,1980,42
Switzerland,Food Weight,1980,41
Syrian Arab Republic,Food Weight,1980,36
Thailand,Food Weight,1980,33
Timor-Leste,Food Weight,1980,23
Togo,Food Weight,1980,33
Trinidad and Tobago,Food Weight,1980,38
Tunisia,Food Weight,1980,34
Turkey,Food Weight,1980,34
Uganda,Food Weight,1980,29
United Arab Emirates,Food Weight,1980,33
United Kingdom,Food Weight,1980,40
United Republic of Tanzania,Food Weight,1980,36
United States of America,Food Weight,1980,46
Uruguay,Food Weight,1980,34
USSR,Food Weight,1980,34
Vanuatu,Food Weight,1980,23
Venezuela (Bolivarian Republic of),Food Weight,1980,40
Viet Nam,Food Weight,1980,24
Yemen,Food Weight,1980,33
Yugoslav SFR,Food Weight,1980,36
Zambia,Food Weight,1980,28
Zimbabwe,Food Weight,1980,34
Albania,Food Weight,1981,20
Algeria,Food Weight,1981,36
Angola,Food Weight,1981,28
Antigua and Barbuda,Food Weight,1981,35
Argentina,Food Weight,1981,40
Australia,Food Weight,1981,42
Austria,Food Weight,1981,40
Bahamas,Food Weight,1981,28
Bangladesh,Food Weight,1981,31
Barbados,Food Weight,1981,36
Belgium-Luxembourg,Food Weight,1981,41
Belize,Food Weight,1981,27
Benin,Food Weight,1981,34
Bermuda,Food Weight,1981,27
Bolivia (Plurinational State of),Food Weight,1981,37
Botswana,Food Weight,1981,27
Brazil,Food Weight,1981,38
Brunei Darussalam,Food Weight,1981,38
Bulgaria,Food Weight,1981,35
Burkina Faso,Food Weight,1981,31
Burundi,Food Weight,1981,25
Cambodia,Food Weight,1981,25
Cameroon,Food Weight,1981,35
Canada,Food Weight,1981,44
Cape Verde,Food Weight,1981,29
Central African Republic,Food Weight,1981,29
Chad,Food Weight,1981,24
Chile,Food Weight,1981,34
China,Food Weight,1981,42
Colombia,Food Weight,1981,33
Comoros,Food Weight,1981,19
Congo,Food Weight,1981,31
Costa Rica,Food Weight,1981,28
C“te d'Ivoire,Food Weight,1981,37
Cuba,Food Weight,1981,28
Cyprus,Food Weight,1981,38
Czechoslovakia,Food Weight,1981,35
Democratic People's Republic of Korea,Food Weight,1981,23
Denmark,Food Weight,1981,38
Djibouti,Food Weight,1981,31
Dominica,Food Weight,1981,30
Dominican Republic,Food Weight,1981,36
Ecuador,Food Weight,1981,36
Egypt,Food Weight,1981,38
El Salvador,Food Weight,1981,31
Ethiopia PDR,Food Weight,1981,36
Fiji,Food Weight,1981,35
Finland,Food Weight,1981,36
France,Food Weight,1981,42
French Polynesia,Food Weight,1981,35
Gabon,Food Weight,1981,29
Gambia,Food Weight,1981,21
Germany,Food Weight,1981,42
Ghana,Food Weight,1981,28
Greece,Food Weight,1981,37
Grenada,Food Weight,1981,34
Guatemala,Food Weight,1981,32
Guinea,Food Weight,1981,23
Guinea-Bissau,Food Weight,1981,29
Guyana,Food Weight,1981,25
Haiti,Food Weight,1981,33
Honduras,Food Weight,1981,33
Hungary,Food Weight,1981,34
Iceland,Food Weight,1981,34
India,Food Weight,1981,38
Indonesia,Food Weight,1981,27
Iran (Islamic Republic of),Food Weight,1981,31
Ireland,Food Weight,1981,40
Israel,Food Weight,1981,39
Italy,Food Weight,1981,37
Jamaica,Food Weight,1981,37
Japan,Food Weight,1981,44
Jordan,Food Weight,1981,36
Kenya,Food Weight,1981,39
Kiribati,Food Weight,1981,19
Kuwait,Food Weight,1981,32
Lao People's Democratic Republic,Food Weight,1981,23
Lebanon,Food Weight,1981,37
Lesotho,Food Weight,1981,25
Liberia,Food Weight,1981,31
Libya,Food Weight,1981,32
Madagascar,Food Weight,1981,34
Malawi,Food Weight,1981,28
Malaysia,Food Weight,1981,42
Maldives,Food Weight,1981,14
Mali,Food Weight,1981,26
Malta,Food Weight,1981,32
Mauritania,Food Weight,1981,26
Mauritius,Food Weight,1981,33
Mexico,Food Weight,1981,40
Mongolia,Food Weight,1981,12
Morocco,Food Weight,1981,40
Mozambique,Food Weight,1981,34
Myanmar,Food Weight,1981,29
Namibia,Food Weight,1981,12
Nepal,Food Weight,1981,19
Netherlands,Food Weight,1981,38
New Caledonia,Food Weight,1981,30
New Zealand,Food Weight,1981,39
Nicaragua,Food Weight,1981,30
Niger,Food Weight,1981,29
Nigeria,Food Weight,1981,35
Norway,Food Weight,1981,39
Pakistan,Food Weight,1981,36
Panama,Food Weight,1981,35
Paraguay,Food Weight,1981,32
Peru,Food Weight,1981,35
Philippines,Food Weight,1981,32
Poland,Food Weight,1981,30
Portugal,Food Weight,1981,37
Republic of Korea,Food Weight,1981,35
Romania,Food Weight,1981,30
Rwanda,Food Weight,1981,24
Saint Kitts and Nevis,Food Weight,1981,34
Saint Lucia,Food Weight,1981,36
Saint Vincent and the Grenadines,Food Weight,1981,31
Samoa,Food Weight,1981,25
Sao Tome and Principe,Food Weight,1981,19
Saudi Arabia,Food Weight,1981,41
Senegal,Food Weight,1981,33
Seychelles,Food Weight,1981,30
Sierra Leone,Food Weight,1981,32
Solomon Islands,Food Weight,1981,25
South Africa,Food Weight,1981,42
Spain,Food Weight,1981,38
Sri Lanka,Food Weight,1981,31
Sudan (former),Food Weight,1981,33
Suriname,Food Weight,1981,32
Swaziland,Food Weight,1981,30
Sweden,Food Weight,1981,42
Switzerland,Food Weight,1981,41
Syrian Arab Republic,Food Weight,1981,38
Thailand,Food Weight,1981,33
Timor-Leste,Food Weight,1981,23
Togo,Food Weight,1981,33
Trinidad and Tobago,Food Weight,1981,39
Tunisia,Food Weight,1981,35
Turkey,Food Weight,1981,35
Uganda,Food Weight,1981,30
United Arab Emirates,Food Weight,1981,31
United Kingdom,Food Weight,1981,39
United Republic of Tanzania,Food Weight,1981,36
United States of America,Food Weight,1981,47
Uruguay,Food Weight,1981,35
USSR,Food Weight,1981,35
Vanuatu,Food Weight,1981,22
Venezuela (Bolivarian Republic of),Food Weight,1981,42
Viet Nam,Food Weight,1981,24
Yemen,Food Weight,1981,33
Yugoslav SFR,Food Weight,1981,35
Zambia,Food Weight,1981,28
Zimbabwe,Food Weight,1981,34
Albania,Food Weight,1982,20
Algeria,Food Weight,1982,36
Angola,Food Weight,1982,27
Antigua and Barbuda,Food Weight,1982,28
Argentina,Food Weight,1982,39
Australia,Food Weight,1982,42
Austria,Food Weight,1982,40
Bahamas,Food Weight,1982,30
Bangladesh,Food Weight,1982,30
Barbados,Food Weight,1982,37
Belgium-Luxembourg,Food Weight,1982,41
Belize,Food Weight,1982,27
Benin,Food Weight,1982,35
Bermuda,Food Weight,1982,27
Bolivia (Plurinational State of),Food Weight,1982,33
Botswana,Food Weight,1982,27
Brazil,Food Weight,1982,38
Brunei Darussalam,Food Weight,1982,38
Bulgaria,Food Weight,1982,36
Burkina Faso,Food Weight,1982,29
Burundi,Food Weight,1982,24
Cambodia,Food Weight,1982,24
Cameroon,Food Weight,1982,34
Canada,Food Weight,1982,44
Cape Verde,Food Weight,1982,27
Central African Republic,Food Weight,1982,29
Chad,Food Weight,1982,24
Chile,Food Weight,1982,34
China,Food Weight,1982,42
Colombia,Food Weight,1982,33
Comoros,Food Weight,1982,21
Congo,Food Weight,1982,30
Costa Rica,Food Weight,1982,29
C“te d'Ivoire,Food Weight,1982,37
Cuba,Food Weight,1982,28
Cyprus,Food Weight,1982,38
Czechoslovakia,Food Weight,1982,36
Democratic People's Republic of Korea,Food Weight,1982,24
Denmark,Food Weight,1982,40
Djibouti,Food Weight,1982,40
Dominica,Food Weight,1982,30
Dominican Republic,Food Weight,1982,36
Ecuador,Food Weight,1982,36
Egypt,Food Weight,1982,39
El Salvador,Food Weight,1982,32
Ethiopia PDR,Food Weight,1982,35
Fiji,Food Weight,1982,34
Finland,Food Weight,1982,37
France,Food Weight,1982,41
French Polynesia,Food Weight,1982,35
Gabon,Food Weight,1982,30
Gambia,Food Weight,1982,21
Germany,Food Weight,1982,41
Ghana,Food Weight,1982,27
Greece,Food Weight,1982,38
Grenada,Food Weight,1982,33
Guatemala,Food Weight,1982,33
Guinea,Food Weight,1982,24
Guinea-Bissau,Food Weight,1982,26
Guyana,Food Weight,1982,22
Haiti,Food Weight,1982,33
Honduras,Food Weight,1982,32
Hungary,Food Weight,1982,34
Iceland,Food Weight,1982,34
India,Food Weight,1982,39
Indonesia,Food Weight,1982,27
Iran (Islamic Republic of),Food Weight,1982,34
Ireland,Food Weight,1982,40
Israel,Food Weight,1982,38
Italy,Food Weight,1982,36
Jamaica,Food Weight,1982,37
Japan,Food Weight,1982,44
Jordan,Food Weight,1982,35
Kenya,Food Weight,1982,39
Kiribati,Food Weight,1982,20
Kuwait,Food Weight,1982,32
Lao People's Democratic Republic,Food Weight,1982,23
Lebanon,Food Weight,1982,37
Lesotho,Food Weight,1982,26
Liberia,Food Weight,1982,29
Libya,Food Weight,1982,32
Madagascar,Food Weight,1982,34
Malawi,Food Weight,1982,27
Malaysia,Food Weight,1982,42
Maldives,Food Weight,1982,15
Mali,Food Weight,1982,30
Malta,Food Weight,1982,36
Mauritania,Food Weight,1982,28
Mauritius,Food Weight,1982,34
Mexico,Food Weight,1982,39
Mongolia,Food Weight,1982,12
Morocco,Food Weight,1982,39
Mozambique,Food Weight,1982,34
Myanmar,Food Weight,1982,29
Namibia,Food Weight,1982,12
Nepal,Food Weight,1982,21
Netherlands,Food Weight,1982,39
New Caledonia,Food Weight,1982,29
New Zealand,Food Weight,1982,38
Nicaragua,Food Weight,1982,28
Niger,Food Weight,1982,26
Nigeria,Food Weight,1982,35
Norway,Food Weight,1982,39
Pakistan,Food Weight,1982,35
Panama,Food Weight,1982,36
Paraguay,Food Weight,1982,33
Peru,Food Weight,1982,36
Philippines,Food Weight,1982,32
Poland,Food Weight,1982,31
Portugal,Food Weight,1982,38
Republic of Korea,Food Weight,1982,34
Romania,Food Weight,1982,30
Rwanda,Food Weight,1982,24
Saint Kitts and Nevis,Food Weight,1982,32
Saint Lucia,Food Weight,1982,36
Saint Vincent and the Grenadines,Food Weight,1982,31
Samoa,Food Weight,1982,28
Sao Tome and Principe,Food Weight,1982,18
Saudi Arabia,Food Weight,1982,40
Senegal,Food Weight,1982,34
Seychelles,Food Weight,1982,32
Sierra Leone,Food Weight,1982,32
Solomon Islands,Food Weight,1982,25
South Africa,Food Weight,1982,44
Spain,Food Weight,1982,40
Sri Lanka,Food Weight,1982,33
Sudan (former),Food Weight,1982,34
Suriname,Food Weight,1982,32
Swaziland,Food Weight,1982,31
Sweden,Food Weight,1982,42
Switzerland,Food Weight,1982,43
Syrian Arab Republic,Food Weight,1982,36
Thailand,Food Weight,1982,31
Timor-Leste,Food Weight,1982,23
Togo,Food Weight,1982,33
Trinidad and Tobago,Food Weight,1982,38
Tunisia,Food Weight,1982,37
Turkey,Food Weight,1982,38
Uganda,Food Weight,1982,29
United Arab Emirates,Food Weight,1982,32
United Kingdom,Food Weight,1982,41
United Republic of Tanzania,Food Weight,1982,36
United States of America,Food Weight,1982,44
Uruguay,Food Weight,1982,36
USSR,Food Weight,1982,34
Vanuatu,Food Weight,1982,22
Venezuela (Bolivarian Republic of),Food Weight,1982,41
Viet Nam,Food Weight,1982,24
Yemen,Food Weight,1982,33
Yugoslav SFR,Food Weight,1982,34
Zambia,Food Weight,1982,25
Zimbabwe,Food Weight,1982,34
Albania,Food Weight,1983,20
Algeria,Food Weight,1983,35
Angola,Food Weight,1983,29
Antigua and Barbuda,Food Weight,1983,28
Argentina,Food Weight,1983,38
Australia,Food Weight,1983,43
Austria,Food Weight,1983,41
Bahamas,Food Weight,1983,29
Bangladesh,Food Weight,1983,32
Barbados,Food Weight,1983,36
Belgium-Luxembourg,Food Weight,1983,42
Belize,Food Weight,1983,28
Benin,Food Weight,1983,35
Bermuda,Food Weight,1983,27
Bolivia (Plurinational State of),Food Weight,1983,33
Botswana,Food Weight,1983,27
Brazil,Food Weight,1983,37
Brunei Darussalam,Food Weight,1983,39
Bulgaria,Food Weight,1983,35
Burkina Faso,Food Weight,1983,29
Burundi,Food Weight,1983,26
Cambodia,Food Weight,1983,24
Cameroon,Food Weight,1983,35
Canada,Food Weight,1983,44
Cape Verde,Food Weight,1983,29
Central African Republic,Food Weight,1983,30
Chad,Food Weight,1983,26
Chile,Food Weight,1983,34
China,Food Weight,1983,42
Colombia,Food Weight,1983,32
Comoros,Food Weight,1983,20
Congo,Food Weight,1983,32
Costa Rica,Food Weight,1983,28
C“te d'Ivoire,Food Weight,1983,38
Cuba,Food Weight,1983,33
Cyprus,Food Weight,1983,39
Czechoslovakia,Food Weight,1983,36
Democratic People's Republic of Korea,Food Weight,1983,22
Denmark,Food Weight,1983,41
Djibouti,Food Weight,1983,40
Dominica,Food Weight,1983,31
Dominican Republic,Food Weight,1983,38
Ecuador,Food Weight,1983,34
Egypt,Food Weight,1983,39
El Salvador,Food Weight,1983,31
Ethiopia PDR,Food Weight,1983,36
Fiji,Food Weight,1983,34
Finland,Food Weight,1983,36
France,Food Weight,1983,42
French Polynesia,Food Weight,1983,35
Gabon,Food Weight,1983,29
Gambia,Food Weight,1983,21
Germany,Food Weight,1983,42
Ghana,Food Weight,1983,27
Greece,Food Weight,1983,37
Grenada,Food Weight,1983,31
Guatemala,Food Weight,1983,34
Guinea,Food Weight,1983,24
Guinea-Bissau,Food Weight,1983,28
Guyana,Food Weight,1983,22
Haiti,Food Weight,1983,31
Honduras,Food Weight,1983,31
Hungary,Food Weight,1983,34
Iceland,Food Weight,1983,34
India,Food Weight,1983,39
Indonesia,Food Weight,1983,27
Iran (Islamic Republic of),Food Weight,1983,32
Ireland,Food Weight,1983,39
Israel,Food Weight,1983,39
Italy,Food Weight,1983,38
Jamaica,Food Weight,1983,36
Japan,Food Weight,1983,44
Jordan,Food Weight,1983,39
Kenya,Food Weight,1983,39
Kiribati,Food Weight,1983,19
Kuwait,Food Weight,1983,32
Lao People's Democratic Republic,Food Weight,1983,23
Lebanon,Food Weight,1983,37
Lesotho,Food Weight,1983,27
Liberia,Food Weight,1983,29
Libya,Food Weight,1983,32
Madagascar,Food Weight,1983,34
Malawi,Food Weight,1983,26
Malaysia,Food Weight,1983,42
Maldives,Food Weight,1983,15
Mali,Food Weight,1983,28
Malta,Food Weight,1983,37
Mauritania,Food Weight,1983,30
Mauritius,Food Weight,1983,34
Mexico,Food Weight,1983,37
Mongolia,Food Weight,1983,12
Morocco,Food Weight,1983,39
Mozambique,Food Weight,1983,34
Myanmar,Food Weight,1983,29
Namibia,Food Weight,1983,12
Nepal,Food Weight,1983,23
Netherlands,Food Weight,1983,41
New Caledonia,Food Weight,1983,28
New Zealand,Food Weight,1983,41
Nicaragua,Food Weight,1983,26
Niger,Food Weight,1983,29
Nigeria,Food Weight,1983,34
Norway,Food Weight,1983,38
Pakistan,Food Weight,1983,35
Panama,Food Weight,1983,37
Paraguay,Food Weight,1983,32
Peru,Food Weight,1983,36
Philippines,Food Weight,1983,33
Poland,Food Weight,1983,30
Portugal,Food Weight,1983,36
Republic of Korea,Food Weight,1983,33
Romania,Food Weight,1983,29
Rwanda,Food Weight,1983,24
Saint Kitts and Nevis,Food Weight,1983,31
Saint Lucia,Food Weight,1983,36
Saint Vincent and the Grenadines,Food Weight,1983,31
Samoa,Food Weight,1983,27
Sao Tome and Principe,Food Weight,1983,18
Saudi Arabia,Food Weight,1983,41
Senegal,Food Weight,1983,33
Seychelles,Food Weight,1983,33
Sierra Leone,Food Weight,1983,34
Solomon Islands,Food Weight,1983,25
South Africa,Food Weight,1983,42
Spain,Food Weight,1983,40
Sri Lanka,Food Weight,1983,35
Sudan (former),Food Weight,1983,33
Suriname,Food Weight,1983,31
Swaziland,Food Weight,1983,31
Sweden,Food Weight,1983,42
Switzerland,Food Weight,1983,42
Syrian Arab Republic,Food Weight,1983,36
Thailand,Food Weight,1983,32
Timor-Leste,Food Weight,1983,23
Togo,Food Weight,1983,33
Trinidad and Tobago,Food Weight,1983,39
Tunisia,Food Weight,1983,35
Turkey,Food Weight,1983,39
Uganda,Food Weight,1983,29
United Arab Emirates,Food Weight,1983,33
United Kingdom,Food Weight,1983,42
United Republic of Tanzania,Food Weight,1983,36
United States of America,Food Weight,1983,44
Uruguay,Food Weight,1983,34
USSR,Food Weight,1983,35
Vanuatu,Food Weight,1983,22
Venezuela (Bolivarian Republic of),Food Weight,1983,41
Viet Nam,Food Weight,1983,24
Yemen,Food Weight,1983,32
Yugoslav SFR,Food Weight,1983,35
Zambia,Food Weight,1983,25
Zimbabwe,Food Weight,1983,35
Albania,Food Weight,1984,19
Algeria,Food Weight,1984,32
Angola,Food Weight,1984,29
Antigua and Barbuda,Food Weight,1984,34
Argentina,Food Weight,1984,38
Australia,Food Weight,1984,43
Austria,Food Weight,1984,40
Bahamas,Food Weight,1984,30
Bangladesh,Food Weight,1984,31
Barbados,Food Weight,1984,37
Belgium-Luxembourg,Food Weight,1984,41
Belize,Food Weight,1984,28
Benin,Food Weight,1984,35
Bermuda,Food Weight,1984,27
Bolivia (Plurinational State of),Food Weight,1984,32
Botswana,Food Weight,1984,27
Brazil,Food Weight,1984,37
Brunei Darussalam,Food Weight,1984,40
Bulgaria,Food Weight,1984,34
Burkina Faso,Food Weight,1984,29
Burundi,Food Weight,1984,24
Cambodia,Food Weight,1984,24
Cameroon,Food Weight,1984,35
Canada,Food Weight,1984,43
Cape Verde,Food Weight,1984,28
Central African Republic,Food Weight,1984,29
Chad,Food Weight,1984,26
Chile,Food Weight,1984,34
China,Food Weight,1984,42
Colombia,Food Weight,1984,32
Comoros,Food Weight,1984,21
Congo,Food Weight,1984,31
Costa Rica,Food Weight,1984,30
C“te d'Ivoire,Food Weight,1984,38
Cuba,Food Weight,1984,31
Cyprus,Food Weight,1984,39
Czechoslovakia,Food Weight,1984,36
Democratic People's Republic of Korea,Food Weight,1984,23
Denmark,Food Weight,1984,41
Djibouti,Food Weight,1984,39
Dominica,Food Weight,1984,31
Dominican Republic,Food Weight,1984,36
Ecuador,Food Weight,1984,34
Egypt,Food Weight,1984,39
El Salvador,Food Weight,1984,33
Ethiopia PDR,Food Weight,1984,34
Fiji,Food Weight,1984,34
Finland,Food Weight,1984,35
France,Food Weight,1984,42
French Polynesia,Food Weight,1984,35
Gabon,Food Weight,1984,32
Gambia,Food Weight,1984,21
Germany,Food Weight,1984,41
Ghana,Food Weight,1984,27
Greece,Food Weight,1984,37
Grenada,Food Weight,1984,34
Guatemala,Food Weight,1984,35
Guinea,Food Weight,1984,27
Guinea-Bissau,Food Weight,1984,28
Guyana,Food Weight,1984,20
Haiti,Food Weight,1984,33
Honduras,Food Weight,1984,32
Hungary,Food Weight,1984,35
Iceland,Food Weight,1984,36
India,Food Weight,1984,39
Indonesia,Food Weight,1984,28
Iran (Islamic Republic of),Food Weight,1984,34
Ireland,Food Weight,1984,40
Israel,Food Weight,1984,39
Italy,Food Weight,1984,37
Jamaica,Food Weight,1984,35
Japan,Food Weight,1984,44
Jordan,Food Weight,1984,40
Kenya,Food Weight,1984,37
Kiribati,Food Weight,1984,19
Kuwait,Food Weight,1984,32
Lao People's Democratic Republic,Food Weight,1984,23
Lebanon,Food Weight,1984,38
Lesotho,Food Weight,1984,27
Liberia,Food Weight,1984,29
Libya,Food Weight,1984,31
Madagascar,Food Weight,1984,35
Malawi,Food Weight,1984,26
Malaysia,Food Weight,1984,42
Maldives,Food Weight,1984,15
Mali,Food Weight,1984,26
Malta,Food Weight,1984,36
Mauritania,Food Weight,1984,29
Mauritius,Food Weight,1984,34
Mexico,Food Weight,1984,41
Mongolia,Food Weight,1984,12
Morocco,Food Weight,1984,39
Mozambique,Food Weight,1984,36
Myanmar,Food Weight,1984,29
Namibia,Food Weight,1984,12
Nepal,Food Weight,1984,23
Netherlands,Food Weight,1984,41
New Caledonia,Food Weight,1984,28
New Zealand,Food Weight,1984,40
Nicaragua,Food Weight,1984,27
Niger,Food Weight,1984,27
Nigeria,Food Weight,1984,33
Norway,Food Weight,1984,38
Pakistan,Food Weight,1984,36
Panama,Food Weight,1984,36
Paraguay,Food Weight,1984,33
Peru,Food Weight,1984,35
Philippines,Food Weight,1984,31
Poland,Food Weight,1984,30
Portugal,Food Weight,1984,36
Republic of Korea,Food Weight,1984,35
Romania,Food Weight,1984,30
Rwanda,Food Weight,1984,24
Saint Kitts and Nevis,Food Weight,1984,37
Saint Lucia,Food Weight,1984,36
Saint Vincent and the Grenadines,Food Weight,1984,31
Samoa,Food Weight,1984,21
Sao Tome and Principe,Food Weight,1984,18
Saudi Arabia,Food Weight,1984,41
Senegal,Food Weight,1984,34
Seychelles,Food Weight,1984,34
Sierra Leone,Food Weight,1984,32
Solomon Islands,Food Weight,1984,25
South Africa,Food Weight,1984,43
Spain,Food Weight,1984,41
Sri Lanka,Food Weight,1984,34
Sudan (former),Food Weight,1984,31
Suriname,Food Weight,1984,31
Swaziland,Food Weight,1984,31
Sweden,Food Weight,1984,42
Switzerland,Food Weight,1984,42
Syrian Arab Republic,Food Weight,1984,34
Thailand,Food Weight,1984,32
Timor-Leste,Food Weight,1984,23
Togo,Food Weight,1984,32
Trinidad and Tobago,Food Weight,1984,39
Tunisia,Food Weight,1984,37
Turkey,Food Weight,1984,40
Uganda,Food Weight,1984,29
United Arab Emirates,Food Weight,1984,33
United Kingdom,Food Weight,1984,39
United Republic of Tanzania,Food Weight,1984,37
United States of America,Food Weight,1984,43
Uruguay,Food Weight,1984,35
USSR,Food Weight,1984,35
Vanuatu,Food Weight,1984,22
Venezuela (Bolivarian Republic of),Food Weight,1984,38
Viet Nam,Food Weight,1984,24
Yemen,Food Weight,1984,34
Yugoslav SFR,Food Weight,1984,33
Zambia,Food Weight,1984,25
Zimbabwe,Food Weight,1984,36
Albania,Food Weight,1985,21
Algeria,Food Weight,1985,33
Angola,Food Weight,1985,28
Antigua and Barbuda,Food Weight,1985,30
Argentina,Food Weight,1985,38
Australia,Food Weight,1985,44
Austria,Food Weight,1985,41
Bahamas,Food Weight,1985,29
Bangladesh,Food Weight,1985,31
Barbados,Food Weight,1985,38
Belgium-Luxembourg,Food Weight,1985,40
Belize,Food Weight,1985,28
Benin,Food Weight,1985,36
Bermuda,Food Weight,1985,26
Bolivia (Plurinational State of),Food Weight,1985,34
Botswana,Food Weight,1985,27
Brazil,Food Weight,1985,38
Brunei Darussalam,Food Weight,1985,39
Bulgaria,Food Weight,1985,33
Burkina Faso,Food Weight,1985,29
Burundi,Food Weight,1985,24
Cambodia,Food Weight,1985,23
Cameroon,Food Weight,1985,35
Canada,Food Weight,1985,44
Cape Verde,Food Weight,1985,29
Central African Republic,Food Weight,1985,29
Chad,Food Weight,1985,25
Chile,Food Weight,1985,34
China,Food Weight,1985,42
Colombia,Food Weight,1985,32
Comoros,Food Weight,1985,20
Congo,Food Weight,1985,31
Costa Rica,Food Weight,1985,31
C“te d'Ivoire,Food Weight,1985,37
Cuba,Food Weight,1985,30
Cyprus,Food Weight,1985,40
Czechoslovakia,Food Weight,1985,36
Democratic People's Republic of Korea,Food Weight,1985,22
Denmark,Food Weight,1985,41
Djibouti,Food Weight,1985,36
Dominica,Food Weight,1985,30
Dominican Republic,Food Weight,1985,36
Ecuador,Food Weight,1985,34
Egypt,Food Weight,1985,39
El Salvador,Food Weight,1985,31
Ethiopia PDR,Food Weight,1985,35
Fiji,Food Weight,1985,33
Finland,Food Weight,1985,33
France,Food Weight,1985,42
French Polynesia,Food Weight,1985,35
Gabon,Food Weight,1985,30
Gambia,Food Weight,1985,21
Germany,Food Weight,1985,41
Ghana,Food Weight,1985,27
Greece,Food Weight,1985,38
Grenada,Food Weight,1985,34
Guatemala,Food Weight,1985,35
Guinea,Food Weight,1985,27
Guinea-Bissau,Food Weight,1985,26
Guyana,Food Weight,1985,22
Haiti,Food Weight,1985,32
Honduras,Food Weight,1985,31
Hungary,Food Weight,1985,34
Iceland,Food Weight,1985,35
India,Food Weight,1985,41
Indonesia,Food Weight,1985,28
Iran (Islamic Republic of),Food Weight,1985,32
Ireland,Food Weight,1985,41
Israel,Food Weight,1985,40
Italy,Food Weight,1985,39
Jamaica,Food Weight,1985,36
Japan,Food Weight,1985,43
Jordan,Food Weight,1985,38
Kenya,Food Weight,1985,38
Kiribati,Food Weight,1985,18
Kuwait,Food Weight,1985,32
Lao People's Democratic Republic,Food Weight,1985,24
Lebanon,Food Weight,1985,40
Lesotho,Food Weight,1985,27
Liberia,Food Weight,1985,30
Libya,Food Weight,1985,32
Madagascar,Food Weight,1985,35
Malawi,Food Weight,1985,27
Malaysia,Food Weight,1985,42
Maldives,Food Weight,1985,15
Mali,Food Weight,1985,30
Malta,Food Weight,1985,38
Mauritania,Food Weight,1985,27
Mauritius,Food Weight,1985,34
Mexico,Food Weight,1985,39
Mongolia,Food Weight,1985,12
Morocco,Food Weight,1985,39
Mozambique,Food Weight,1985,33
Myanmar,Food Weight,1985,29
Namibia,Food Weight,1985,12
Nepal,Food Weight,1985,21
Netherlands,Food Weight,1985,40
New Caledonia,Food Weight,1985,28
New Zealand,Food Weight,1985,42
Nicaragua,Food Weight,1985,26
Niger,Food Weight,1985,25
Nigeria,Food Weight,1985,33
Norway,Food Weight,1985,38
Pakistan,Food Weight,1985,36
Panama,Food Weight,1985,36
Paraguay,Food Weight,1985,31
Peru,Food Weight,1985,36
Philippines,Food Weight,1985,32
Poland,Food Weight,1985,30
Portugal,Food Weight,1985,36
Republic of Korea,Food Weight,1985,35
Romania,Food Weight,1985,29
Rwanda,Food Weight,1985,24
Saint Kitts and Nevis,Food Weight,1985,35
Saint Lucia,Food Weight,1985,36
Saint Vincent and the Grenadines,Food Weight,1985,31
Samoa,Food Weight,1985,25
Sao Tome and Principe,Food Weight,1985,17
Saudi Arabia,Food Weight,1985,41
Senegal,Food Weight,1985,32
Seychelles,Food Weight,1985,37
Sierra Leone,Food Weight,1985,34
Solomon Islands,Food Weight,1985,25
South Africa,Food Weight,1985,41
Spain,Food Weight,1985,41
Sri Lanka,Food Weight,1985,34
Sudan (former),Food Weight,1985,34
Suriname,Food Weight,1985,31
Swaziland,Food Weight,1985,31
Sweden,Food Weight,1985,42
Switzerland,Food Weight,1985,41
Syrian Arab Republic,Food Weight,1985,35
Thailand,Food Weight,1985,33
Timor-Leste,Food Weight,1985,23
