Item,FoodGroup,Year,Measurement,NoCountries
Palm oil,Oils,1992,Protein,6
Peas,Pulses,1992,Protein,80
Pepper,Vegetables,1992,Protein,15
Pimento,Spices & stimulants,1992,Protein,49
Pineapples,Fruits,1992,Protein,16
Potatoes,Starchy roots,1992,Protein,127
Pulses (other),Pulses,1992,Protein,129
Rape & mustard,Spices & stimulants,1992,Protein,31
Rice,Cereals,1992,Protein,150
Roots (other),Starchy roots,1992,Protein,57
Rye,Cereals,1992,Protein,28
Sesame ,Oils,1992,Protein,47
Sorghum,Cereals,1992,Protein,49
Soybean,Oils,1992,Protein,60
Spices (other),Spices & stimulants,1992,Protein,71
Sugar,Sweeteners,1992,Protein,14
Sunflower,Oils,1992,Protein,16
Sweet potatoes,Starchy roots,1992,Protein,61
Sweeteners (other),Sweeteners,1992,Protein,3
Tea,Spices & stimulants,1992,Protein,78
Tomatoes,Vegetables,1992,Protein,110
Treenuts,Oils,1992,Protein,86
Vegetables (other),Vegetables,1992,Protein,152
Wheat,Cereals,1992,Protein,151
Yams,Starchy roots,1992,Protein,35
Alcoholic beverages,Alcoholic beverages,1992,Food Weight,125
Animal Products (Total),Animal Products,1992,Food Weight,152
Apples,Fruits,1992,Food Weight,116
Bananas & plantains,Fruits,1992,Food Weight,144
Barley & beer,Alcoholic beverages,1992,Food Weight,147
Beans,Pulses,1992,Food Weight,117
Cassava,Starchy roots,1992,Food Weight,94
Cereals (other),Cereals ,1992,Food Weight,96
Citrus (other),Fruits,1992,Food Weight,61
Cloves,Spices & stimulants,1992,Food Weight,6
Cocoa beans,Spices & stimulants,1992,Food Weight,110
Coconuts,Oils,1992,Food Weight,121
Coffee,Spices & stimulants,1992,Food Weight,126
Cottonseed oil,Oils,1992,Food Weight,64
Dates,Fruits,1992,Food Weight,50
Fermented beverages,Alcoholic beverages,1992,Food Weight,76
Fruits (other),Fruits,1992,Food Weight,152
Grapefruit,Fruits,1992,Food Weight,96
Grapes & wine,Alcoholic beverages,1992,Food Weight,121
Groundnut,Oils,1992,Food Weight,132
Lemons & limes,Fruits,1992,Food Weight,98
Maize,Cereals,1992,Food Weight,139
Millets,Cereals,1992,Food Weight,48
Miscellaneous,Miscellaneous,1992,Food Weight,0
Oats,Cereals,1992,Food Weight,58
Oilcrops (other),Oils,1992,Food Weight,113
Olives,Oils,1992,Food Weight,63
Onions,Vegetables,1992,Food Weight,129
Oranges & mandarines,Fruits,1992,Food Weight,131
Palm oil,Oils,1992,Food Weight,100
Peas,Pulses,1992,Food Weight,87
Pepper,Vegetables,1992,Food Weight,62
Pimento,Spices & stimulants,1992,Food Weight,74
Pineapples,Fruits,1992,Food Weight,114
Potatoes,Starchy roots,1992,Food Weight,148
Pulses (other),Pulses,1992,Food Weight,133
Rape & mustard,Spices & stimulants,1992,Food Weight,76
Rice,Cereals,1992,Food Weight,151
Roots (other),Starchy roots,1992,Food Weight,82
Rye,Cereals,1992,Food Weight,39
Sesame ,Oils,1992,Food Weight,69
Sorghum,Cereals,1992,Food Weight,52
Soybean,Oils,1992,Food Weight,139
Spices (other),Spices & stimulants,1992,Food Weight,102
Sugar,Sweeteners,1992,Food Weight,152
Sunflower,Oils,1992,Food Weight,92
Sweet potatoes,Starchy roots,1992,Food Weight,96
Sweeteners (other),Sweeteners,1992,Food Weight,113
Tea,Spices & stimulants,1992,Food Weight,103
Tomatoes,Vegetables,1992,Food Weight,138
Treenuts,Oils,1992,Food Weight,117
Vegetables (other),Vegetables,1992,Food Weight,152
Wheat,Cereals,1992,Food Weight,151
Yams,Starchy roots,1992,Food Weight,49
Alcoholic beverages,Alcoholic beverages,1993,Calories,123
Animal Products (Total),Animal Products,1993,Calories,152
Apples,Fruits,1993,Calories,98
Bananas & plantains,Fruits,1993,Calories,140
Barley & beer,Alcoholic beverages,1993,Calories,142
Beans,Pulses,1993,Calories,120
Cassava,Starchy roots,1993,Calories,86
Cereals (other),Cereals ,1993,Calories,94
Citrus (other),Fruits,1993,Calories,25
Cloves,Spices & stimulants,1993,Calories,5
Cocoa beans,Spices & stimulants,1993,Calories,110
Coconuts,Oils,1993,Calories,120
Coffee,Spices & stimulants,1993,Calories,96
Cottonseed oil,Oils,1993,Calories,74
Dates,Fruits,1993,Calories,39
Fermented beverages,Alcoholic beverages,1993,Calories,50
Fruits (other),Fruits,1993,Calories,152
Grapefruit,Fruits,1993,Calories,45
Grapes & wine,Alcoholic beverages,1993,Calories,109
Groundnut,Oils,1993,Calories,134
Lemons & limes,Fruits,1993,Calories,58
Maize,Cereals,1993,Calories,142
Millets,Cereals,1993,Calories,47
Miscellaneous,Miscellaneous,1993,Calories,89
Oats,Cereals,1993,Calories,59
Oilcrops (other),Oils,1993,Calories,117
Olives,Oils,1993,Calories,73
Onions,Vegetables,1993,Calories,120
Oranges & mandarines,Fruits,1993,Calories,119
Palm oil,Oils,1993,Calories,103
Peas,Pulses,1993,Calories,87
Pepper,Vegetables,1993,Calories,55
Pimento,Spices & stimulants,1993,Calories,69
Pineapples,Fruits,1993,Calories,97
Potatoes,Starchy roots,1993,Calories,144
Pulses (other),Pulses,1993,Calories,132
Rape & mustard,Spices & stimulants,1993,Calories,82
Rice,Cereals,1993,Calories,151
Roots (other),Starchy roots,1993,Calories,75
Rye,Cereals,1993,Calories,35
Sesame ,Oils,1993,Calories,80
Sorghum,Cereals,1993,Calories,53
Soybean,Oils,1993,Calories,140
Spices (other),Spices & stimulants,1993,Calories,108
Sugar,Sweeteners,1993,Calories,152
Sunflower,Oils,1993,Calories,92
Sweet potatoes,Starchy roots,1993,Calories,87
Sweeteners (other),Sweeteners,1993,Calories,115
Tea,Spices & stimulants,1993,Calories,48
Tomatoes,Vegetables,1993,Calories,125
Treenuts,Oils,1993,Calories,112
Vegetables (other),Vegetables,1993,Calories,152
Wheat,Cereals,1993,Calories,152
Yams,Starchy roots,1993,Calories,46
Alcoholic beverages,Alcoholic beverages,1993,Fat,0
Animal Products (Total),Animal Products,1993,Fat,152
Apples,Fruits,1993,Fat,47
Bananas & plantains,Fruits,1993,Fat,64
Barley & beer,Alcoholic beverages,1993,Fat,17
Beans,Pulses,1993,Fat,61
Cassava,Starchy roots,1993,Fat,51
Cereals (other),Cereals ,1993,Fat,19
Citrus (other),Fruits,1993,Fat,6
Cloves,Spices & stimulants,1993,Fat,4
Cocoa beans,Spices & stimulants,1993,Fat,106
Coconuts,Oils,1993,Fat,119
Coffee,Spices & stimulants,1993,Fat,0
Cottonseed oil,Oils,1993,Fat,74
Dates,Fruits,1993,Fat,8
Fermented beverages,Alcoholic beverages,1993,Fat,2
Fruits (other),Fruits,1993,Fat,136
Grapefruit,Fruits,1993,Fat,6
Grapes & wine,Alcoholic beverages,1993,Fat,28
Groundnut,Oils,1993,Fat,134
Lemons & limes,Fruits,1993,Fat,17
Maize,Cereals,1993,Fat,138
Millets,Cereals,1993,Fat,34
Miscellaneous,Miscellaneous,1993,Fat,36
Oats,Cereals,1993,Fat,37
Oilcrops (other),Oils,1993,Fat,119
Olives,Oils,1993,Fat,76
Onions,Vegetables,1993,Fat,26
Oranges & mandarines,Fruits,1993,Fat,41
Palm oil,Oils,1993,Fat,103
Peas,Pulses,1993,Fat,23
Pepper,Vegetables,1993,Fat,0
Pimento,Spices & stimulants,1993,Fat,50
Pineapples,Fruits,1993,Fat,7
Potatoes,Starchy roots,1993,Fat,71
Pulses (other),Pulses,1993,Fat,93
Rape & mustard,Spices & stimulants,1993,Fat,80
Rice,Cereals,1993,Fat,133
Roots (other),Starchy roots,1993,Fat,28
Rye,Cereals,1993,Fat,15
Sesame ,Oils,1993,Fat,77
Sorghum,Cereals,1993,Fat,45
Soybean,Oils,1993,Fat,139
Spices (other),Spices & stimulants,1993,Fat,80
Sugar,Sweeteners,1993,Fat,10
Sunflower,Oils,1993,Fat,93
Sweet potatoes,Starchy roots,1993,Fat,21
Sweeteners (other),Sweeteners,1993,Fat,1
Tea,Spices & stimulants,1993,Fat,0
Tomatoes,Vegetables,1993,Fat,71
Treenuts,Oils,1993,Fat,105
Vegetables (other),Vegetables,1993,Fat,144
Wheat,Cereals,1993,Fat,152
Yams,Starchy roots,1993,Fat,14
Alcoholic beverages,Alcoholic beverages,1993,Protein,1
Animal Products (Total),Animal Products,1993,Protein,152
Apples,Fruits,1993,Protein,46
Bananas & plantains,Fruits,1993,Protein,124
Barley & beer,Alcoholic beverages,1993,Protein,117
Beans,Pulses,1993,Protein,118
Cassava,Starchy roots,1993,Protein,65
Cereals (other),Cereals ,1993,Protein,69
Citrus (other),Fruits,1993,Protein,9
Cloves,Spices & stimulants,1993,Protein,0
Cocoa beans,Spices & stimulants,1993,Protein,83
Coconuts,Oils,1993,Protein,59
Coffee,Spices & stimulants,1993,Protein,93
Cottonseed oil,Oils,1993,Protein,1
Dates,Fruits,1993,Protein,17
Fermented beverages,Alcoholic beverages,1993,Protein,27
Fruits (other),Fruits,1993,Protein,140
Grapefruit,Fruits,1993,Protein,11
Grapes & wine,Alcoholic beverages,1993,Protein,50
Groundnut,Oils,1993,Protein,121
Lemons & limes,Fruits,1993,Protein,18
Maize,Cereals,1993,Protein,131
Millets,Cereals,1993,Protein,42
Miscellaneous,Miscellaneous,1993,Protein,64
Oats,Cereals,1993,Protein,48
Oilcrops (other),Oils,1993,Protein,33
Olives,Oils,1993,Protein,12
Onions,Vegetables,1993,Protein,105
Oranges & mandarines,Fruits,1993,Protein,98
Palm oil,Oils,1993,Protein,6
Peas,Pulses,1993,Protein,84
Pepper,Vegetables,1993,Protein,13
Pimento,Spices & stimulants,1993,Protein,48
Pineapples,Fruits,1993,Protein,14
Potatoes,Starchy roots,1993,Protein,131
Pulses (other),Pulses,1993,Protein,132
Rape & mustard,Spices & stimulants,1993,Protein,30
Rice,Cereals,1993,Protein,151
Roots (other),Starchy roots,1993,Protein,58
Rye,Cereals,1993,Protein,28
Sesame ,Oils,1993,Protein,44
Sorghum,Cereals,1993,Protein,51
Soybean,Oils,1993,Protein,62
Spices (other),Spices & stimulants,1993,Protein,73
Sugar,Sweeteners,1993,Protein,14
Sunflower,Oils,1993,Protein,14
Sweet potatoes,Starchy roots,1993,Protein,60
Sweeteners (other),Sweeteners,1993,Protein,3
Tea,Spices & stimulants,1993,Protein,78
Tomatoes,Vegetables,1993,Protein,113
Treenuts,Oils,1993,Protein,86
Vegetables (other),Vegetables,1993,Protein,152
Wheat,Cereals,1993,Protein,152
Yams,Starchy roots,1993,Protein,35
Alcoholic beverages,Alcoholic beverages,1993,Food Weight,126
Animal Products (Total),Animal Products,1993,Food Weight,152
Apples,Fruits,1993,Food Weight,120
Bananas & plantains,Fruits,1993,Food Weight,144
Barley & beer,Alcoholic beverages,1993,Food Weight,146
Beans,Pulses,1993,Food Weight,120
Cassava,Starchy roots,1993,Food Weight,95
Cereals (other),Cereals ,1993,Food Weight,95
Citrus (other),Fruits,1993,Food Weight,68
Cloves,Spices & stimulants,1993,Food Weight,7
Cocoa beans,Spices & stimulants,1993,Food Weight,114
Coconuts,Oils,1993,Food Weight,120
Coffee,Spices & stimulants,1993,Food Weight,127
Cottonseed oil,Oils,1993,Food Weight,66
Dates,Fruits,1993,Food Weight,51
Fermented beverages,Alcoholic beverages,1993,Food Weight,76
Fruits (other),Fruits,1993,Food Weight,152
Grapefruit,Fruits,1993,Food Weight,97
Grapes & wine,Alcoholic beverages,1993,Food Weight,125
Groundnut,Oils,1993,Food Weight,132
Lemons & limes,Fruits,1993,Food Weight,101
Maize,Cereals,1993,Food Weight,141
Millets,Cereals,1993,Food Weight,47
Miscellaneous,Miscellaneous,1993,Food Weight,0
Oats,Cereals,1993,Food Weight,63
Oilcrops (other),Oils,1993,Food Weight,111
Olives,Oils,1993,Food Weight,65
Onions,Vegetables,1993,Food Weight,130
Oranges & mandarines,Fruits,1993,Food Weight,134
Palm oil,Oils,1993,Food Weight,99
Peas,Pulses,1993,Food Weight,87
Pepper,Vegetables,1993,Food Weight,63
Pimento,Spices & stimulants,1993,Food Weight,72
Pineapples,Fruits,1993,Food Weight,116
Potatoes,Starchy roots,1993,Food Weight,148
Pulses (other),Pulses,1993,Food Weight,132
Rape & mustard,Spices & stimulants,1993,Food Weight,78
Rice,Cereals,1993,Food Weight,151
Roots (other),Starchy roots,1993,Food Weight,81
Rye,Cereals,1993,Food Weight,36
Sesame ,Oils,1993,Food Weight,69
Sorghum,Cereals,1993,Food Weight,53
Soybean,Oils,1993,Food Weight,138
Spices (other),Spices & stimulants,1993,Food Weight,111
Sugar,Sweeteners,1993,Food Weight,152
Sunflower,Oils,1993,Food Weight,91
Sweet potatoes,Starchy roots,1993,Food Weight,99
Sweeteners (other),Sweeteners,1993,Food Weight,117
Tea,Spices & stimulants,1993,Food Weight,105
Tomatoes,Vegetables,1993,Food Weight,137
Treenuts,Oils,1993,Food Weight,114
Vegetables (other),Vegetables,1993,Food Weight,152
Wheat,Cereals,1993,Food Weight,152
Yams,Starchy roots,1993,Food Weight,50
Alcoholic beverages,Alcoholic beverages,1994,Calories,124
Animal Products (Total),Animal Products,1994,Calories,152
Apples,Fruits,1994,Calories,100
Bananas & plantains,Fruits,1994,Calories,140
Barley & beer,Alcoholic beverages,1994,Calories,142
Beans,Pulses,1994,Calories,120
Cassava,Starchy roots,1994,Calories,84
Cereals (other),Cereals ,1994,Calories,88
Citrus (other),Fruits,1994,Calories,26
Cloves,Spices & stimulants,1994,Calories,7
Cocoa beans,Spices & stimulants,1994,Calories,112
Coconuts,Oils,1994,Calories,120
Coffee,Spices & stimulants,1994,Calories,95
Cottonseed oil,Oils,1994,Calories,75
Dates,Fruits,1994,Calories,43
Fermented beverages,Alcoholic beverages,1994,Calories,53
Fruits (other),Fruits,1994,Calories,152
Grapefruit,Fruits,1994,Calories,46
Grapes & wine,Alcoholic beverages,1994,Calories,110
Groundnut,Oils,1994,Calories,135
Lemons & limes,Fruits,1994,Calories,61
Maize,Cereals,1994,Calories,143
Millets,Cereals,1994,Calories,47
Miscellaneous,Miscellaneous,1994,Calories,93
Oats,Cereals,1994,Calories,59
Oilcrops (other),Oils,1994,Calories,124
Olives,Oils,1994,Calories,75
Onions,Vegetables,1994,Calories,118
Oranges & mandarines,Fruits,1994,Calories,121
Palm oil,Oils,1994,Calories,105
Peas,Pulses,1994,Calories,88
Pepper,Vegetables,1994,Calories,52
Pimento,Spices & stimulants,1994,Calories,69
Pineapples,Fruits,1994,Calories,99
Potatoes,Starchy roots,1994,Calories,142
Pulses (other),Pulses,1994,Calories,133
Rape & mustard,Spices & stimulants,1994,Calories,82
Rice,Cereals,1994,Calories,151
Roots (other),Starchy roots,1994,Calories,76
Rye,Cereals,1994,Calories,35
Sesame ,Oils,1994,Calories,84
Sorghum,Cereals,1994,Calories,52
Soybean,Oils,1994,Calories,139
Spices (other),Spices & stimulants,1994,Calories,109
Sugar,Sweeteners,1994,Calories,152
Sunflower,Oils,1994,Calories,94
Sweet potatoes,Starchy roots,1994,Calories,90
Sweeteners (other),Sweeteners,1994,Calories,112
Tea,Spices & stimulants,1994,Calories,48
Tomatoes,Vegetables,1994,Calories,122
Treenuts,Oils,1994,Calories,111
Vegetables (other),Vegetables,1994,Calories,152
Wheat,Cereals,1994,Calories,152
Yams,Starchy roots,1994,Calories,44
Alcoholic beverages,Alcoholic beverages,1994,Fat,0
Animal Products (Total),Animal Products,1994,Fat,152
Apples,Fruits,1994,Fat,48
Bananas & plantains,Fruits,1994,Fat,63
Barley & beer,Alcoholic beverages,1994,Fat,22
Beans,Pulses,1994,Fat,65
Cassava,Starchy roots,1994,Fat,51
Cereals (other),Cereals ,1994,Fat,27
Citrus (other),Fruits,1994,Fat,5
Cloves,Spices & stimulants,1994,Fat,5
Cocoa beans,Spices & stimulants,1994,Fat,110
Coconuts,Oils,1994,Fat,120
Coffee,Spices & stimulants,1994,Fat,0
Cottonseed oil,Oils,1994,Fat,75
Dates,Fruits,1994,Fat,7
Fermented beverages,Alcoholic beverages,1994,Fat,2
Fruits (other),Fruits,1994,Fat,136
Grapefruit,Fruits,1994,Fat,6
Grapes & wine,Alcoholic beverages,1994,Fat,26
Groundnut,Oils,1994,Fat,135
Lemons & limes,Fruits,1994,Fat,16
Maize,Cereals,1994,Fat,140
Millets,Cereals,1994,Fat,35
Miscellaneous,Miscellaneous,1994,Fat,35
Oats,Cereals,1994,Fat,34
Oilcrops (other),Oils,1994,Fat,126
Olives,Oils,1994,Fat,77
Onions,Vegetables,1994,Fat,25
Oranges & mandarines,Fruits,1994,Fat,44
Palm oil,Oils,1994,Fat,105
Peas,Pulses,1994,Fat,24
Pepper,Vegetables,1994,Fat,1
Pimento,Spices & stimulants,1994,Fat,52
Pineapples,Fruits,1994,Fat,5
Potatoes,Starchy roots,1994,Fat,74
Pulses (other),Pulses,1994,Fat,96
Rape & mustard,Spices & stimulants,1994,Fat,80
Rice,Cereals,1994,Fat,132
Roots (other),Starchy roots,1994,Fat,31
Rye,Cereals,1994,Fat,15
Sesame ,Oils,1994,Fat,84
Sorghum,Cereals,1994,Fat,45
Soybean,Oils,1994,Fat,137
Spices (other),Spices & stimulants,1994,Fat,84
Sugar,Sweeteners,1994,Fat,10
Sunflower,Oils,1994,Fat,94
Sweet potatoes,Starchy roots,1994,Fat,26
Sweeteners (other),Sweeteners,1994,Fat,1
Tea,Spices & stimulants,1994,Fat,0
Tomatoes,Vegetables,1994,Fat,68
Treenuts,Oils,1994,Fat,108
Vegetables (other),Vegetables,1994,Fat,144
Wheat,Cereals,1994,Fat,152
Yams,Starchy roots,1994,Fat,15
Alcoholic beverages,Alcoholic beverages,1994,Protein,1
Animal Products (Total),Animal Products,1994,Protein,152
Apples,Fruits,1994,Protein,43
Bananas & plantains,Fruits,1994,Protein,127
Barley & beer,Alcoholic beverages,1994,Protein,117
Beans,Pulses,1994,Protein,117
Cassava,Starchy roots,1994,Protein,63
Cereals (other),Cereals ,1994,Protein,69
Citrus (other),Fruits,1994,Protein,9
Cloves,Spices & stimulants,1994,Protein,0
Cocoa beans,Spices & stimulants,1994,Protein,82
Coconuts,Oils,1994,Protein,58
Coffee,Spices & stimulants,1994,Protein,94
Cottonseed oil,Oils,1994,Protein,1
Dates,Fruits,1994,Protein,17
Fermented beverages,Alcoholic beverages,1994,Protein,29
Fruits (other),Fruits,1994,Protein,141
Grapefruit,Fruits,1994,Protein,12
Grapes & wine,Alcoholic beverages,1994,Protein,50
Groundnut,Oils,1994,Protein,123
Lemons & limes,Fruits,1994,Protein,18
Maize,Cereals,1994,Protein,133
Millets,Cereals,1994,Protein,43
Miscellaneous,Miscellaneous,1994,Protein,67
Oats,Cereals,1994,Protein,49
Oilcrops (other),Oils,1994,Protein,30
Olives,Oils,1994,Protein,11
Onions,Vegetables,1994,Protein,102
Oranges & mandarines,Fruits,1994,Protein,96
Palm oil,Oils,1994,Protein,6
Peas,Pulses,1994,Protein,83
Pepper,Vegetables,1994,Protein,14
Pimento,Spices & stimulants,1994,Protein,49
Pineapples,Fruits,1994,Protein,14
Potatoes,Starchy roots,1994,Protein,128
Pulses (other),Pulses,1994,Protein,132
Rape & mustard,Spices & stimulants,1994,Protein,32
Rice,Cereals,1994,Protein,151
Roots (other),Starchy roots,1994,Protein,57
Rye,Cereals,1994,Protein,28
Sesame ,Oils,1994,Protein,50
Sorghum,Cereals,1994,Protein,48
Soybean,Oils,1994,Protein,62
Spices (other),Spices & stimulants,1994,Protein,77
Sugar,Sweeteners,1994,Protein,16
Sunflower,Oils,1994,Protein,14
Sweet potatoes,Starchy roots,1994,Protein,60
Sweeteners (other),Sweeteners,1994,Protein,3
Tea,Spices & stimulants,1994,Protein,81
Tomatoes,Vegetables,1994,Protein,110
Treenuts,Oils,1994,Protein,87
Vegetables (other),Vegetables,1994,Protein,152
Wheat,Cereals,1994,Protein,152
Yams,Starchy roots,1994,Protein,33
Alcoholic beverages,Alcoholic beverages,1994,Food Weight,129
Animal Products (Total),Animal Products,1994,Food Weight,152
Apples,Fruits,1994,Food Weight,121
Bananas & plantains,Fruits,1994,Food Weight,145
Barley & beer,Alcoholic beverages,1994,Food Weight,146
Beans,Pulses,1994,Food Weight,120
Cassava,Starchy roots,1994,Food Weight,94
Cereals (other),Cereals ,1994,Food Weight,91
Citrus (other),Fruits,1994,Food Weight,67
Cloves,Spices & stimulants,1994,Food Weight,8
Cocoa beans,Spices & stimulants,1994,Food Weight,112
Coconuts,Oils,1994,Food Weight,120
Coffee,Spices & stimulants,1994,Food Weight,128
Cottonseed oil,Oils,1994,Food Weight,65
Dates,Fruits,1994,Food Weight,49
Fermented beverages,Alcoholic beverages,1994,Food Weight,76
Fruits (other),Fruits,1994,Food Weight,152
Grapefruit,Fruits,1994,Food Weight,97
Grapes & wine,Alcoholic beverages,1994,Food Weight,125
Groundnut,Oils,1994,Food Weight,133
Lemons & limes,Fruits,1994,Food Weight,100
Maize,Cereals,1994,Food Weight,142
Millets,Cereals,1994,Food Weight,47
Miscellaneous,Miscellaneous,1994,Food Weight,0
Oats,Cereals,1994,Food Weight,65
Oilcrops (other),Oils,1994,Food Weight,115
Olives,Oils,1994,Food Weight,65
Onions,Vegetables,1994,Food Weight,130
Oranges & mandarines,Fruits,1994,Food Weight,133
Palm oil,Oils,1994,Food Weight,102
Peas,Pulses,1994,Food Weight,91
Pepper,Vegetables,1994,Food Weight,62
Pimento,Spices & stimulants,1994,Food Weight,73
Pineapples,Fruits,1994,Food Weight,117
Potatoes,Starchy roots,1994,Food Weight,149
Pulses (other),Pulses,1994,Food Weight,134
Rape & mustard,Spices & stimulants,1994,Food Weight,77
Rice,Cereals,1994,Food Weight,151
Roots (other),Starchy roots,1994,Food Weight,82
Rye,Cereals,1994,Food Weight,38
Sesame ,Oils,1994,Food Weight,71
Sorghum,Cereals,1994,Food Weight,52
Soybean,Oils,1994,Food Weight,139
