ItemName,CountryName,ElementName,UnitName,20092011Average
Cassava,United Republic of Tanzania,Calories,kcal/capita/day,170.3333333
Cassava,United Republic of Tanzania,Food Weight,g/capita/day,244.3333333
Cassava,United Republic of Tanzania,Protein,g/capita/day,1.8
Cassava,United States of America,Fat,g/capita/day,0
Cassava,United States of America,Calories,kcal/capita/day,0
Cassava,United States of America,Food Weight,g/capita/day,0
Cassava,United States of America,Protein,g/capita/day,0
Cassava,Uruguay,Fat,g/capita/day,0
Cassava,Uruguay,Calories,kcal/capita/day,0.666666667
Cassava,Uruguay,Food Weight,g/capita/day,0.666666667
Cassava,Uruguay,Protein,g/capita/day,0
Cassava,Uzbekistan,Fat,g/capita/day,0
Cassava,Uzbekistan,Calories,kcal/capita/day,0
Cassava,Uzbekistan,Food Weight,g/capita/day,0
Cassava,Uzbekistan,Protein,g/capita/day,0
Cassava,Vanuatu,Fat,g/capita/day,0
Cassava,Vanuatu,Calories,kcal/capita/day,0
Cassava,Vanuatu,Food Weight,g/capita/day,0
Cassava,Vanuatu,Protein,g/capita/day,0
Cassava,Venezuela (Bolivarian Republic of),Fat,g/capita/day,0.1
Cassava,Venezuela (Bolivarian Republic of),Calories,kcal/capita/day,37.66666667
Cassava,Venezuela (Bolivarian Republic of),Food Weight,g/capita/day,42
Cassava,Venezuela (Bolivarian Republic of),Protein,g/capita/day,0.3
Cassava,Viet Nam,Fat,g/capita/day,0.1
Cassava,Viet Nam,Calories,kcal/capita/day,21
Cassava,Viet Nam,Food Weight,g/capita/day,21
Cassava,Viet Nam,Protein,g/capita/day,0.133333333
Cassava,Yemen,Fat,g/capita/day,0
Cassava,Yemen,Calories,kcal/capita/day,0
Cassava,Yemen,Food Weight,g/capita/day,0
Cassava,Yemen,Protein,g/capita/day,0
Cassava,Zambia,Fat,g/capita/day,0.2
Cassava,Zambia,Calories,kcal/capita/day,258
Cassava,Zambia,Food Weight,g/capita/day,235
Cassava,Zambia,Protein,g/capita/day,2.1
Cassava,Zimbabwe,Fat,g/capita/day,0.1
Cassava,Zimbabwe,Calories,kcal/capita/day,46.33333333
Cassava,Zimbabwe,Food Weight,g/capita/day,43
Cassava,Zimbabwe,Protein,g/capita/day,0.4
"Cereals, other",Afghanistan,Fat,g/capita/day,0
"Cereals, other",Afghanistan,Calories,kcal/capita/day,0
"Cereals, other",Afghanistan,Food Weight,g/capita/day,0
"Cereals, other",Afghanistan,Protein,g/capita/day,0
"Cereals, other",Albania,Fat,g/capita/day,0
"Cereals, other",Albania,Calories,kcal/capita/day,0.666666667
"Cereals, other",Albania,Food Weight,g/capita/day,0.333333333
"Cereals, other",Albania,Protein,g/capita/day,0
"Cereals, other",Algeria,Fat,g/capita/day,0
"Cereals, other",Algeria,Calories,kcal/capita/day,0
"Cereals, other",Algeria,Food Weight,g/capita/day,0
"Cereals, other",Algeria,Protein,g/capita/day,0
"Cereals, other",Angola,Fat,g/capita/day,0
"Cereals, other",Angola,Calories,kcal/capita/day,0
"Cereals, other",Angola,Food Weight,g/capita/day,0
"Cereals, other",Angola,Protein,g/capita/day,0
"Cereals, other",Antigua and Barbuda,Fat,g/capita/day,0
"Cereals, other",Antigua and Barbuda,Calories,kcal/capita/day,3
"Cereals, other",Antigua and Barbuda,Food Weight,g/capita/day,1.333333333
"Cereals, other",Antigua and Barbuda,Protein,g/capita/day,0.1
"Cereals, other",Argentina,Fat,g/capita/day,0
"Cereals, other",Argentina,Calories,kcal/capita/day,3
"Cereals, other",Argentina,Food Weight,g/capita/day,1
"Cereals, other",Argentina,Protein,g/capita/day,0.1
"Cereals, other",Armenia,Fat,g/capita/day,0.066666667
"Cereals, other",Armenia,Calories,kcal/capita/day,26.33333333
"Cereals, other",Armenia,Food Weight,g/capita/day,11
"Cereals, other",Armenia,Protein,g/capita/day,0.733333333
"Cereals, other",Australia,Fat,g/capita/day,0
"Cereals, other",Australia,Calories,kcal/capita/day,0
"Cereals, other",Australia,Food Weight,g/capita/day,0
"Cereals, other",Australia,Protein,g/capita/day,0
"Cereals, other",Austria,Fat,g/capita/day,0
"Cereals, other",Austria,Calories,kcal/capita/day,0
"Cereals, other",Austria,Food Weight,g/capita/day,0
"Cereals, other",Austria,Protein,g/capita/day,0
"Cereals, other",Azerbaijan,Fat,g/capita/day,0.066666667
"Cereals, other",Azerbaijan,Calories,kcal/capita/day,12.66666667
"Cereals, other",Azerbaijan,Food Weight,g/capita/day,5
"Cereals, other",Azerbaijan,Protein,g/capita/day,0.366666667
"Cereals, other",Bahamas,Fat,g/capita/day,0
"Cereals, other",Bahamas,Calories,kcal/capita/day,3.333333333
"Cereals, other",Bahamas,Food Weight,g/capita/day,1.333333333
"Cereals, other",Bahamas,Protein,g/capita/day,0.1
"Cereals, other",Bangladesh,Fat,g/capita/day,0
"Cereals, other",Bangladesh,Calories,kcal/capita/day,0
"Cereals, other",Bangladesh,Food Weight,g/capita/day,0
"Cereals, other",Bangladesh,Protein,g/capita/day,0
"Cereals, other",Barbados,Fat,g/capita/day,0.066666667
"Cereals, other",Barbados,Calories,kcal/capita/day,19.33333333
"Cereals, other",Barbados,Food Weight,g/capita/day,7.333333333
"Cereals, other",Barbados,Protein,g/capita/day,0.533333333
"Cereals, other",Belarus,Fat,g/capita/day,0.066666667
"Cereals, other",Belarus,Calories,kcal/capita/day,27.33333333
"Cereals, other",Belarus,Food Weight,g/capita/day,11.33333333
"Cereals, other",Belarus,Protein,g/capita/day,0.766666667
"Cereals, other",Belgium,Fat,g/capita/day,0
"Cereals, other",Belgium,Calories,kcal/capita/day,0
"Cereals, other",Belgium,Food Weight,g/capita/day,0
"Cereals, other",Belgium,Protein,g/capita/day,0
"Cereals, other",Belize,Fat,g/capita/day,0
"Cereals, other",Belize,Calories,kcal/capita/day,0.333333333
"Cereals, other",Belize,Food Weight,g/capita/day,0
"Cereals, other",Belize,Protein,g/capita/day,0
"Cereals, other",Benin,Fat,g/capita/day,0
"Cereals, other",Benin,Calories,kcal/capita/day,1
"Cereals, other",Benin,Food Weight,g/capita/day,0
"Cereals, other",Benin,Protein,g/capita/day,0
"Cereals, other",Bermuda,Fat,g/capita/day,0.066666667
"Cereals, other",Bermuda,Calories,kcal/capita/day,21
"Cereals, other",Bermuda,Food Weight,g/capita/day,9.333333333
"Cereals, other",Bermuda,Protein,g/capita/day,0.6
"Cereals, other",Bolivia (Plurinational State of),Fat,g/capita/day,0.3
"Cereals, other",Bolivia (Plurinational State of),Calories,kcal/capita/day,17.66666667
"Cereals, other",Bolivia (Plurinational State of),Food Weight,g/capita/day,5
"Cereals, other",Bolivia (Plurinational State of),Protein,g/capita/day,0.6
"Cereals, other",Bosnia and Herzegovina,Fat,g/capita/day,0
"Cereals, other",Bosnia and Herzegovina,Calories,kcal/capita/day,4.333333333
"Cereals, other",Bosnia and Herzegovina,Food Weight,g/capita/day,2
"Cereals, other",Bosnia and Herzegovina,Protein,g/capita/day,0.133333333
"Cereals, other",Botswana,Fat,g/capita/day,0.066666667
"Cereals, other",Botswana,Calories,kcal/capita/day,32
"Cereals, other",Botswana,Food Weight,g/capita/day,12.66666667
"Cereals, other",Botswana,Protein,g/capita/day,0.866666667
"Cereals, other",Brazil,Fat,g/capita/day,0.066666667
"Cereals, other",Brazil,Calories,kcal/capita/day,7.333333333
"Cereals, other",Brazil,Food Weight,g/capita/day,2
"Cereals, other",Brazil,Protein,g/capita/day,0.266666667
"Cereals, other",Brunei Darussalam,Fat,g/capita/day,0
"Cereals, other",Brunei Darussalam,Calories,kcal/capita/day,7.333333333
"Cereals, other",Brunei Darussalam,Food Weight,g/capita/day,3
"Cereals, other",Brunei Darussalam,Protein,g/capita/day,0.2
"Cereals, other",Bulgaria,Fat,g/capita/day,0
"Cereals, other",Bulgaria,Calories,kcal/capita/day,0
"Cereals, other",Bulgaria,Food Weight,g/capita/day,0
"Cereals, other",Bulgaria,Protein,g/capita/day,0
"Cereals, other",Burkina Faso,Fat,g/capita/day,0.066666667
"Cereals, other",Burkina Faso,Calories,kcal/capita/day,10.33333333
"Cereals, other",Burkina Faso,Food Weight,g/capita/day,3.666666667
"Cereals, other",Burkina Faso,Protein,g/capita/day,0.266666667
"Cereals, other",Cabo Verde,Fat,g/capita/day,0
"Cereals, other",Cabo Verde,Calories,kcal/capita/day,12
"Cereals, other",Cabo Verde,Food Weight,g/capita/day,5.666666667
"Cereals, other",Cabo Verde,Protein,g/capita/day,0.333333333
"Cereals, other",Cambodia,Fat,g/capita/day,0
"Cereals, other",Cambodia,Calories,kcal/capita/day,1.333333333
"Cereals, other",Cambodia,Food Weight,g/capita/day,0.666666667
"Cereals, other",Cambodia,Protein,g/capita/day,0.033333333
"Cereals, other",Cameroon,Fat,g/capita/day,0
"Cereals, other",Cameroon,Calories,kcal/capita/day,0
"Cereals, other",Cameroon,Food Weight,g/capita/day,0
"Cereals, other",Cameroon,Protein,g/capita/day,0
"Cereals, other",Canada,Fat,g/capita/day,0
"Cereals, other",Canada,Calories,kcal/capita/day,3.666666667
"Cereals, other",Canada,Food Weight,g/capita/day,1
"Cereals, other",Canada,Protein,g/capita/day,0.1
"Cereals, other",Central African Republic,Fat,g/capita/day,0
"Cereals, other",Central African Republic,Calories,kcal/capita/day,1
"Cereals, other",Central African Republic,Food Weight,g/capita/day,0.333333333
"Cereals, other",Central African Republic,Protein,g/capita/day,0.033333333
"Cereals, other",Chad,Fat,g/capita/day,0.8
"Cereals, other",Chad,Calories,kcal/capita/day,254.3333333
"Cereals, other",Chad,Food Weight,g/capita/day,93.33333333
"Cereals, other",Chad,Protein,g/capita/day,6.966666667
"Cereals, other",Chile,Fat,g/capita/day,0
"Cereals, other",Chile,Calories,kcal/capita/day,9
"Cereals, other",Chile,Food Weight,g/capita/day,4
"Cereals, other",Chile,Protein,g/capita/day,0.266666667
"Cereals, other","China, Hong Kong SAR",Fat,g/capita/day,0.1
"Cereals, other","China, Hong Kong SAR",Calories,kcal/capita/day,20
"Cereals, other","China, Hong Kong SAR",Food Weight,g/capita/day,8.666666667
"Cereals, other","China, Hong Kong SAR",Protein,g/capita/day,0.533333333
"Cereals, other","China, Macao SAR",Fat,g/capita/day,0.1
"Cereals, other","China, Macao SAR",Calories,kcal/capita/day,17.66666667
"Cereals, other","China, Macao SAR",Food Weight,g/capita/day,6
"Cereals, other","China, Macao SAR",Protein,g/capita/day,0.5
"Cereals, other","China, mainland",Fat,g/capita/day,0
"Cereals, other","China, mainland",Calories,kcal/capita/day,2
"Cereals, other","China, mainland",Food Weight,g/capita/day,1
"Cereals, other","China, mainland",Protein,g/capita/day,0.1
"Cereals, other","China, Taiwan Province of",Fat,g/capita/day,0
"Cereals, other","China, Taiwan Province of",Calories,kcal/capita/day,5
"Cereals, other","China, Taiwan Province of",Food Weight,g/capita/day,1.666666667
"Cereals, other","China, Taiwan Province of",Protein,g/capita/day,0.166666667
"Cereals, other",Colombia,Fat,g/capita/day,0
"Cereals, other",Colombia,Calories,kcal/capita/day,0
"Cereals, other",Colombia,Food Weight,g/capita/day,0
"Cereals, other",Colombia,Protein,g/capita/day,0
"Cereals, other",Congo,Fat,g/capita/day,0
"Cereals, other",Congo,Calories,kcal/capita/day,0
"Cereals, other",Congo,Food Weight,g/capita/day,0
"Cereals, other",Congo,Protein,g/capita/day,0
"Cereals, other",Costa Rica,Fat,g/capita/day,0
"Cereals, other",Costa Rica,Calories,kcal/capita/day,2.333333333
"Cereals, other",Costa Rica,Food Weight,g/capita/day,1
"Cereals, other",Costa Rica,Protein,g/capita/day,0.1
"Cereals, other",C“te d'Ivoire,Fat,g/capita/day,0
"Cereals, other",C“te d'Ivoire,Calories,kcal/capita/day,5.333333333
"Cereals, other",C“te d'Ivoire,Food Weight,g/capita/day,2
"Cereals, other",C“te d'Ivoire,Protein,g/capita/day,0.133333333
"Cereals, other",Croatia,Fat,g/capita/day,0.033333333
"Cereals, other",Croatia,Calories,kcal/capita/day,13.66666667
"Cereals, other",Croatia,Food Weight,g/capita/day,3.666666667
"Cereals, other",Croatia,Protein,g/capita/day,0.366666667
"Cereals, other",Cuba,Fat,g/capita/day,0
"Cereals, other",Cuba,Calories,kcal/capita/day,0.666666667
"Cereals, other",Cuba,Food Weight,g/capita/day,0
"Cereals, other",Cuba,Protein,g/capita/day,0
"Cereals, other",Cyprus,Fat,g/capita/day,0
"Cereals, other",Cyprus,Calories,kcal/capita/day,3.333333333
"Cereals, other",Cyprus,Food Weight,g/capita/day,1
"Cereals, other",Cyprus,Protein,g/capita/day,0.1
"Cereals, other",Czech Republic,Fat,g/capita/day,0
"Cereals, other",Czech Republic,Calories,kcal/capita/day,4.666666667
"Cereals, other",Czech Republic,Food Weight,g/capita/day,1.333333333
"Cereals, other",Czech Republic,Protein,g/capita/day,0.133333333
"Cereals, other",Democratic People's Republic of Korea,Fat,g/capita/day,0
"Cereals, other",Democratic People's Republic of Korea,Calories,kcal/capita/day,0
"Cereals, other",Democratic People's Republic of Korea,Food Weight,g/capita/day,0
"Cereals, other",Democratic People's Republic of Korea,Protein,g/capita/day,0
"Cereals, other",Denmark,Fat,g/capita/day,0
"Cereals, other",Denmark,Calories,kcal/capita/day,0
"Cereals, other",Denmark,Food Weight,g/capita/day,0
"Cereals, other",Denmark,Protein,g/capita/day,0
"Cereals, other",Djibouti,Fat,g/capita/day,0
"Cereals, other",Djibouti,Calories,kcal/capita/day,6.333333333
"Cereals, other",Djibouti,Food Weight,g/capita/day,2
"Cereals, other",Djibouti,Protein,g/capita/day,0.166666667
"Cereals, other",Dominica,Fat,g/capita/day,0
"Cereals, other",Dominica,Calories,kcal/capita/day,1.666666667
"Cereals, other",Dominica,Food Weight,g/capita/day,0.333333333
"Cereals, other",Dominica,Protein,g/capita/day,0.033333333
"Cereals, other",Dominican Republic,Fat,g/capita/day,0
"Cereals, other",Dominican Republic,Calories,kcal/capita/day,0.333333333
"Cereals, other",Dominican Republic,Food Weight,g/capita/day,0
"Cereals, other",Dominican Republic,Protein,g/capita/day,0
"Cereals, other",Ecuador,Fat,g/capita/day,0
"Cereals, other",Ecuador,Calories,kcal/capita/day,0.333333333
"Cereals, other",Ecuador,Food Weight,g/capita/day,0
"Cereals, other",Ecuador,Protein,g/capita/day,0
"Cereals, other",Egypt,Fat,g/capita/day,0
"Cereals, other",Egypt,Calories,kcal/capita/day,0
"Cereals, other",Egypt,Food Weight,g/capita/day,0
"Cereals, other",Egypt,Protein,g/capita/day,0
"Cereals, other",El Salvador,Fat,g/capita/day,0
"Cereals, other",El Salvador,Calories,kcal/capita/day,3
"Cereals, other",El Salvador,Food Weight,g/capita/day,1
"Cereals, other",El Salvador,Protein,g/capita/day,0.1
"Cereals, other",Estonia,Fat,g/capita/day,0
"Cereals, other",Estonia,Calories,kcal/capita/day,0.666666667
"Cereals, other",Estonia,Food Weight,g/capita/day,0
"Cereals, other",Estonia,Protein,g/capita/day,0
"Cereals, other",Ethiopia,Fat,g/capita/day,0.766666667
"Cereals, other",Ethiopia,Calories,kcal/capita/day,253.6666667
"Cereals, other",Ethiopia,Food Weight,g/capita/day,72.66666667
"Cereals, other",Ethiopia,Protein,g/capita/day,7
"Cereals, other",Fiji,Fat,g/capita/day,0
"Cereals, other",Fiji,Calories,kcal/capita/day,6.666666667
"Cereals, other",Fiji,Food Weight,g/capita/day,2.333333333
"Cereals, other",Fiji,Protein,g/capita/day,0.2
"Cereals, other",Finland,Fat,g/capita/day,0.066666667
"Cereals, other",Finland,Calories,kcal/capita/day,17.66666667
"Cereals, other",Finland,Food Weight,g/capita/day,5
"Cereals, other",Finland,Protein,g/capita/day,0.5
"Cereals, other",France,Fat,g/capita/day,0
"Cereals, other",France,Calories,kcal/capita/day,5
"Cereals, other",France,Food Weight,g/capita/day,1.333333333
"Cereals, other",France,Protein,g/capita/day,0.133333333
"Cereals, other",French Polynesia,Fat,g/capita/day,0
"Cereals, other",French Polynesia,Calories,kcal/capita/day,2
"Cereals, other",French Polynesia,Food Weight,g/capita/day,0.666666667
"Cereals, other",French Polynesia,Protein,g/capita/day,0.066666667
"Cereals, other",Gabon,Fat,g/capita/day,0
"Cereals, other",Gabon,Calories,kcal/capita/day,0
"Cereals, other",Gabon,Food Weight,g/capita/day,0
"Cereals, other",Gabon,Protein,g/capita/day,0
"Cereals, other",Gambia,Fat,g/capita/day,0
"Cereals, other",Gambia,Calories,kcal/capita/day,4.333333333
"Cereals, other",Gambia,Food Weight,g/capita/day,1
"Cereals, other",Gambia,Protein,g/capita/day,0.1
"Cereals, other",Georgia,Fat,g/capita/day,0.133333333
"Cereals, other",Georgia,Calories,kcal/capita/day,35.66666667
"Cereals, other",Georgia,Food Weight,g/capita/day,14
"Cereals, other",Georgia,Protein,g/capita/day,0.966666667
"Cereals, other",Germany,Fat,g/capita/day,0
"Cereals, other",Germany,Calories,kcal/capita/day,4.666666667
"Cereals, other",Germany,Food Weight,g/capita/day,2
"Cereals, other",Germany,Protein,g/capita/day,0.133333333
"Cereals, other",Ghana,Fat,g/capita/day,0
"Cereals, other",Ghana,Calories,kcal/capita/day,0
"Cereals, other",Ghana,Food Weight,g/capita/day,0
"Cereals, other",Ghana,Protein,g/capita/day,0
"Cereals, other",Greece,Fat,g/capita/day,0
"Cereals, other",Greece,Calories,kcal/capita/day,13.66666667
"Cereals, other",Greece,Food Weight,g/capita/day,6
"Cereals, other",Greece,Protein,g/capita/day,0.4
"Cereals, other",Grenada,Fat,g/capita/day,0
"Cereals, other",Grenada,Calories,kcal/capita/day,5.333333333
"Cereals, other",Grenada,Food Weight,g/capita/day,2
"Cereals, other",Grenada,Protein,g/capita/day,0.1
"Cereals, other",Guatemala,Fat,g/capita/day,0.033333333
"Cereals, other",Guatemala,Calories,kcal/capita/day,13.66666667
"Cereals, other",Guatemala,Food Weight,g/capita/day,5.666666667
"Cereals, other",Guatemala,Protein,g/capita/day,0.366666667
"Cereals, other",Guinea-Bissau,Fat,g/capita/day,0.1
"Cereals, other",Guinea-Bissau,Calories,kcal/capita/day,8.666666667
"Cereals, other",Guinea-Bissau,Food Weight,g/capita/day,3.666666667
"Cereals, other",Guinea-Bissau,Protein,g/capita/day,0.2
"Cereals, other",Guinea,Fat,g/capita/day,0.4
"Cereals, other",Guinea,Calories,kcal/capita/day,69
"Cereals, other",Guinea,Food Weight,g/capita/day,30
"Cereals, other",Guinea,Protein,g/capita/day,1.8
"Cereals, other",Guyana,Fat,g/capita/day,0
"Cereals, other",Guyana,Calories,kcal/capita/day,4.333333333
"Cereals, other",Guyana,Food Weight,g/capita/day,2
"Cereals, other",Guyana,Protein,g/capita/day,0.166666667
"Cereals, other",Haiti,Fat,g/capita/day,0
"Cereals, other",Haiti,Calories,kcal/capita/day,3.666666667
"Cereals, other",Haiti,Food Weight,g/capita/day,1.666666667
"Cereals, other",Haiti,Protein,g/capita/day,0.1
"Cereals, other",Honduras,Fat,g/capita/day,0
"Cereals, other",Honduras,Calories,kcal/capita/day,6.333333333
"Cereals, other",Honduras,Food Weight,g/capita/day,3
"Cereals, other",Honduras,Protein,g/capita/day,0.2
"Cereals, other",Hungary,Fat,g/capita/day,0
"Cereals, other",Hungary,Calories,kcal/capita/day,0
"Cereals, other",Hungary,Food Weight,g/capita/day,0
"Cereals, other",Hungary,Protein,g/capita/day,0
"Cereals, other",Iceland,Fat,g/capita/day,0
"Cereals, other",Iceland,Calories,kcal/capita/day,0
"Cereals, other",Iceland,Food Weight,g/capita/day,0
"Cereals, other",Iceland,Protein,g/capita/day,0
"Cereals, other",India,Fat,g/capita/day,0
"Cereals, other",India,Calories,kcal/capita/day,0
"Cereals, other",India,Food Weight,g/capita/day,0
"Cereals, other",India,Protein,g/capita/day,0
"Cereals, other",Indonesia,Fat,g/capita/day,0
"Cereals, other",Indonesia,Calories,kcal/capita/day,0
"Cereals, other",Indonesia,Food Weight,g/capita/day,0
"Cereals, other",Indonesia,Protein,g/capita/day,0
"Cereals, other",Iran (Islamic Republic of),Fat,g/capita/day,0
"Cereals, other",Iran (Islamic Republic of),Calories,kcal/capita/day,0
"Cereals, other",Iran (Islamic Republic of),Food Weight,g/capita/day,0
"Cereals, other",Iran (Islamic Republic of),Protein,g/capita/day,0
"Cereals, other",Iraq,Fat,g/capita/day,0
"Cereals, other",Iraq,Calories,kcal/capita/day,0
"Cereals, other",Iraq,Food Weight,g/capita/day,0
"Cereals, other",Iraq,Protein,g/capita/day,0
"Cereals, other",Ireland,Fat,g/capita/day,0
"Cereals, other",Ireland,Calories,kcal/capita/day,3.666666667
"Cereals, other",Ireland,Food Weight,g/capita/day,1.666666667
"Cereals, other",Ireland,Protein,g/capita/day,0.1
"Cereals, other",Israel,Fat,g/capita/day,0
"Cereals, other",Israel,Calories,kcal/capita/day,0
"Cereals, other",Israel,Food Weight,g/capita/day,0
"Cereals, other",Israel,Protein,g/capita/day,0
"Cereals, other",Italy,Fat,g/capita/day,0
"Cereals, other",Italy,Calories,kcal/capita/day,1.666666667
"Cereals, other",Italy,Food Weight,g/capita/day,0.333333333
"Cereals, other",Italy,Protein,g/capita/day,0.033333333
"Cereals, other",Jamaica,Fat,g/capita/day,0
"Cereals, other",Jamaica,Calories,kcal/capita/day,0
"Cereals, other",Jamaica,Food Weight,g/capita/day,0
"Cereals, other",Jamaica,Protein,g/capita/day,0
"Cereals, other",Japan,Fat,g/capita/day,0
"Cereals, other",Japan,Calories,kcal/capita/day,4
"Cereals, other",Japan,Food Weight,g/capita/day,2
"Cereals, other",Japan,Protein,g/capita/day,0.1
"Cereals, other",Jordan,Fat,g/capita/day,0
"Cereals, other",Jordan,Calories,kcal/capita/day,0.333333333
"Cereals, other",Jordan,Food Weight,g/capita/day,0
"Cereals, other",Jordan,Protein,g/capita/day,0
"Cereals, other",Kazakhstan,Fat,g/capita/day,0.1
"Cereals, other",Kazakhstan,Calories,kcal/capita/day,17.33333333
"Cereals, other",Kazakhstan,Food Weight,g/capita/day,6
"Cereals, other",Kazakhstan,Protein,g/capita/day,0.433333333
"Cereals, other",Kenya,Fat,g/capita/day,0
"Cereals, other",Kenya,Calories,kcal/capita/day,2.666666667
"Cereals, other",Kenya,Food Weight,g/capita/day,1
"Cereals, other",Kenya,Protein,g/capita/day,0.1
"Cereals, other",Kiribati,Fat,g/capita/day,0
"Cereals, other",Kiribati,Calories,kcal/capita/day,3.333333333
"Cereals, other",Kiribati,Food Weight,g/capita/day,1
"Cereals, other",Kiribati,Protein,g/capita/day,0.1
"Cereals, other",Kuwait,Fat,g/capita/day,0
"Cereals, other",Kuwait,Calories,kcal/capita/day,4
"Cereals, other",Kuwait,Food Weight,g/capita/day,1.333333333
"Cereals, other",Kuwait,Protein,g/capita/day,0.133333333
"Cereals, other",Kyrgyzstan,Fat,g/capita/day,0
"Cereals, other",Kyrgyzstan,Calories,kcal/capita/day,1.666666667
"Cereals, other",Kyrgyzstan,Food Weight,g/capita/day,0.666666667
"Cereals, other",Kyrgyzstan,Protein,g/capita/day,0.066666667
"Cereals, other",Lao People's Democratic Republic,Fat,g/capita/day,0
"Cereals, other",Lao People's Democratic Republic,Calories,kcal/capita/day,2
"Cereals, other",Lao People's Democratic Republic,Food Weight,g/capita/day,1
"Cereals, other",Lao People's Democratic Republic,Protein,g/capita/day,0.1
"Cereals, other",Latvia,Fat,g/capita/day,0.1
"Cereals, other",Latvia,Calories,kcal/capita/day,23
"Cereals, other",Latvia,Food Weight,g/capita/day,8
"Cereals, other",Latvia,Protein,g/capita/day,0.633333333
"Cereals, other",Lebanon,Fat,g/capita/day,0
"Cereals, other",Lebanon,Calories,kcal/capita/day,0
"Cereals, other",Lebanon,Food Weight,g/capita/day,0
"Cereals, other",Lebanon,Protein,g/capita/day,0
"Cereals, other",Lesotho,Fat,g/capita/day,0.1
"Cereals, other",Lesotho,Calories,kcal/capita/day,18
"Cereals, other",Lesotho,Food Weight,g/capita/day,8
"Cereals, other",Lesotho,Protein,g/capita/day,0.5
"Cereals, other",Liberia,Fat,g/capita/day,0
"Cereals, other",Liberia,Calories,kcal/capita/day,0
"Cereals, other",Liberia,Food Weight,g/capita/day,0
"Cereals, other",Liberia,Protein,g/capita/day,0
"Cereals, other",Libya,Fat,g/capita/day,0
"Cereals, other",Libya,Calories,kcal/capita/day,3
"Cereals, other",Libya,Food Weight,g/capita/day,0.666666667
"Cereals, other",Libya,Protein,g/capita/day,0.066666667
"Cereals, other",Lithuania,Fat,g/capita/day,0
"Cereals, other",Lithuania,Calories,kcal/capita/day,11
"Cereals, other",Lithuania,Food Weight,g/capita/day,4
"Cereals, other",Lithuania,Protein,g/capita/day,0.333333333
"Cereals, other",Luxembourg,Fat,g/capita/day,0.033333333
"Cereals, other",Luxembourg,Calories,kcal/capita/day,8
"Cereals, other",Luxembourg,Food Weight,g/capita/day,3
"Cereals, other",Luxembourg,Protein,g/capita/day,0.233333333
"Cereals, other",Madagascar,Fat,g/capita/day,0
"Cereals, other",Madagascar,Calories,kcal/capita/day,1.333333333
"Cereals, other",Madagascar,Food Weight,g/capita/day,0.666666667
"Cereals, other",Madagascar,Protein,g/capita/day,0
"Cereals, other",Malawi,Fat,g/capita/day,0
"Cereals, other",Malawi,Calories,kcal/capita/day,0
"Cereals, other",Malawi,Food Weight,g/capita/day,0
"Cereals, other",Malawi,Protein,g/capita/day,0
"Cereals, other",Malaysia,Fat,g/capita/day,0.133333333
"Cereals, other",Malaysia,Calories,kcal/capita/day,36.66666667
"Cereals, other",Malaysia,Food Weight,g/capita/day,16
"Cereals, other",Malaysia,Protein,g/capita/day,1.033333333
"Cereals, other",Maldives,Fat,g/capita/day,0
"Cereals, other",Maldives,Calories,kcal/capita/day,1
"Cereals, other",Maldives,Food Weight,g/capita/day,0
"Cereals, other",Maldives,Protein,g/capita/day,0
"Cereals, other",Mali,Fat,g/capita/day,0.166666667
"Cereals, other",Mali,Calories,kcal/capita/day,24
"Cereals, other",Mali,Food Weight,g/capita/day,7.333333333
"Cereals, other",Mali,Protein,g/capita/day,0.633333333
"Cereals, other",Malta,Fat,g/capita/day,0
"Cereals, other",Malta,Calories,kcal/capita/day,3.333333333
"Cereals, other",Malta,Food Weight,g/capita/day,1
"Cereals, other",Malta,Protein,g/capita/day,0.1
"Cereals, other",Mauritania,Fat,g/capita/day,0
"Cereals, other",Mauritania,Calories,kcal/capita/day,0.666666667
"Cereals, other",Mauritania,Food Weight,g/capita/day,0.333333333
"Cereals, other",Mauritania,Protein,g/capita/day,0.033333333
"Cereals, other",Mauritius,Fat,g/capita/day,0
"Cereals, other",Mauritius,Calories,kcal/capita/day,1
"Cereals, other",Mauritius,Food Weight,g/capita/day,0.666666667
"Cereals, other",Mauritius,Protein,g/capita/day,0.033333333
"Cereals, other",Mexico,Fat,g/capita/day,0.066666667
"Cereals, other",Mexico,Calories,kcal/capita/day,15.33333333
"Cereals, other",Mexico,Food Weight,g/capita/day,7.333333333
"Cereals, other",Mexico,Protein,g/capita/day,0.433333333
"Cereals, other",Mongolia,Fat,g/capita/day,0
"Cereals, other",Mongolia,Calories,kcal/capita/day,2
"Cereals, other",Mongolia,Food Weight,g/capita/day,1
"Cereals, other",Mongolia,Protein,g/capita/day,0.033333333
"Cereals, other",Montenegro,Fat,g/capita/day,0
"Cereals, other",Montenegro,Calories,kcal/capita/day,9.666666667
"Cereals, other",Montenegro,Food Weight,g/capita/day,3.333333333
"Cereals, other",Montenegro,Protein,g/capita/day,0.266666667
"Cereals, other",Morocco,Fat,g/capita/day,0
"Cereals, other",Morocco,Calories,kcal/capita/day,0
"Cereals, other",Morocco,Food Weight,g/capita/day,0
"Cereals, other",Morocco,Protein,g/capita/day,0
"Cereals, other",Mozambique,Fat,g/capita/day,0
"Cereals, other",Mozambique,Calories,kcal/capita/day,0
"Cereals, other",Mozambique,Food Weight,g/capita/day,0
