ItemName,CountryName,ElementName,UnitName,20092011Average
Peas,Libya,Fat,g/capita/day,0
Peas,Libya,Calories,kcal/capita/day,8.333333333
Peas,Libya,Food Weight,g/capita/day,2.333333333
Peas,Libya,Protein,g/capita/day,0.633333333
Peas,Lithuania,Fat,g/capita/day,0.266666667
Peas,Lithuania,Calories,kcal/capita/day,46
Peas,Lithuania,Food Weight,g/capita/day,14
Peas,Lithuania,Protein,g/capita/day,3
Peas,Luxembourg,Fat,g/capita/day,0
Peas,Luxembourg,Calories,kcal/capita/day,0
Peas,Luxembourg,Food Weight,g/capita/day,0
Peas,Luxembourg,Protein,g/capita/day,0
Peas,Madagascar,Fat,g/capita/day,0
Peas,Madagascar,Calories,kcal/capita/day,6.333333333
Peas,Madagascar,Food Weight,g/capita/day,2
Peas,Madagascar,Protein,g/capita/day,0.433333333
Peas,Malawi,Fat,g/capita/day,0
Peas,Malawi,Calories,kcal/capita/day,1.333333333
Peas,Malawi,Food Weight,g/capita/day,0.333333333
Peas,Malawi,Protein,g/capita/day,0.066666667
Peas,Malaysia,Fat,g/capita/day,0
Peas,Malaysia,Calories,kcal/capita/day,8
Peas,Malaysia,Food Weight,g/capita/day,2.333333333
Peas,Malaysia,Protein,g/capita/day,0.566666667
Peas,Maldives,Fat,g/capita/day,0
Peas,Maldives,Calories,kcal/capita/day,0.333333333
Peas,Maldives,Food Weight,g/capita/day,0
Peas,Maldives,Protein,g/capita/day,0.033333333
Peas,Mali,Fat,g/capita/day,0
Peas,Mali,Calories,kcal/capita/day,0.666666667
Peas,Mali,Food Weight,g/capita/day,0
Peas,Mali,Protein,g/capita/day,0.033333333
Peas,Malta,Fat,g/capita/day,0
Peas,Malta,Calories,kcal/capita/day,7
Peas,Malta,Food Weight,g/capita/day,2
Peas,Malta,Protein,g/capita/day,0.466666667
Peas,Mauritania,Fat,g/capita/day,0.166666667
Peas,Mauritania,Calories,kcal/capita/day,29.66666667
Peas,Mauritania,Food Weight,g/capita/day,8.666666667
Peas,Mauritania,Protein,g/capita/day,1.933333333
Peas,Mauritius,Fat,g/capita/day,0.2
Peas,Mauritius,Calories,kcal/capita/day,31
Peas,Mauritius,Food Weight,g/capita/day,9
Peas,Mauritius,Protein,g/capita/day,2.033333333
Peas,Mexico,Fat,g/capita/day,0
Peas,Mexico,Calories,kcal/capita/day,1.333333333
Peas,Mexico,Food Weight,g/capita/day,0
Peas,Mexico,Protein,g/capita/day,0.1
Peas,Mongolia,Fat,g/capita/day,0
Peas,Mongolia,Calories,kcal/capita/day,0
Peas,Mongolia,Food Weight,g/capita/day,0
Peas,Mongolia,Protein,g/capita/day,0
Peas,Montenegro,Fat,g/capita/day,0.1
Peas,Montenegro,Calories,kcal/capita/day,20.66666667
Peas,Montenegro,Food Weight,g/capita/day,6
Peas,Montenegro,Protein,g/capita/day,1.366666667
Peas,Morocco,Fat,g/capita/day,0
Peas,Morocco,Calories,kcal/capita/day,8.333333333
Peas,Morocco,Food Weight,g/capita/day,2.666666667
Peas,Morocco,Protein,g/capita/day,0.566666667
Peas,Mozambique,Fat,g/capita/day,0
Peas,Mozambique,Calories,kcal/capita/day,0
Peas,Mozambique,Food Weight,g/capita/day,0
Peas,Mozambique,Protein,g/capita/day,0
Peas,Myanmar,Fat,g/capita/day,0
Peas,Myanmar,Calories,kcal/capita/day,10
Peas,Myanmar,Food Weight,g/capita/day,3
Peas,Myanmar,Protein,g/capita/day,0.666666667
Peas,Namibia,Fat,g/capita/day,0
Peas,Namibia,Calories,kcal/capita/day,0
Peas,Namibia,Food Weight,g/capita/day,0
Peas,Namibia,Protein,g/capita/day,0
Peas,Nepal,Fat,g/capita/day,0
Peas,Nepal,Calories,kcal/capita/day,6
Peas,Nepal,Food Weight,g/capita/day,1.666666667
Peas,Nepal,Protein,g/capita/day,0.433333333
Peas,Netherlands,Fat,g/capita/day,0
Peas,Netherlands,Calories,kcal/capita/day,7
Peas,Netherlands,Food Weight,g/capita/day,2
Peas,Netherlands,Protein,g/capita/day,0.5
Peas,New Caledonia,Fat,g/capita/day,0
Peas,New Caledonia,Calories,kcal/capita/day,0.666666667
Peas,New Caledonia,Food Weight,g/capita/day,0
Peas,New Caledonia,Protein,g/capita/day,0.066666667
Peas,New Zealand,Fat,g/capita/day,0.066666667
Peas,New Zealand,Calories,kcal/capita/day,17.66666667
Peas,New Zealand,Food Weight,g/capita/day,5.333333333
Peas,New Zealand,Protein,g/capita/day,1.166666667
Peas,Nicaragua,Fat,g/capita/day,0
Peas,Nicaragua,Calories,kcal/capita/day,1.666666667
Peas,Nicaragua,Food Weight,g/capita/day,0.333333333
Peas,Nicaragua,Protein,g/capita/day,0.133333333
Peas,Niger,Fat,g/capita/day,0
Peas,Niger,Calories,kcal/capita/day,1.333333333
Peas,Niger,Food Weight,g/capita/day,0.333333333
Peas,Niger,Protein,g/capita/day,0.1
Peas,Nigeria,Fat,g/capita/day,0
Peas,Nigeria,Calories,kcal/capita/day,0
Peas,Nigeria,Food Weight,g/capita/day,0
Peas,Nigeria,Protein,g/capita/day,0
Peas,Norway,Fat,g/capita/day,0.166666667
Peas,Norway,Calories,kcal/capita/day,34.66666667
Peas,Norway,Food Weight,g/capita/day,11
Peas,Norway,Protein,g/capita/day,2.3
Peas,Occupied Palestinian Territory,Fat,g/capita/day,0
Peas,Occupied Palestinian Territory,Calories,kcal/capita/day,5
Peas,Occupied Palestinian Territory,Food Weight,g/capita/day,1.333333333
Peas,Occupied Palestinian Territory,Protein,g/capita/day,0.333333333
Peas,Pakistan,Fat,g/capita/day,0.033333333
Peas,Pakistan,Calories,kcal/capita/day,8.333333333
Peas,Pakistan,Food Weight,g/capita/day,2.333333333
Peas,Pakistan,Protein,g/capita/day,0.533333333
Peas,Panama,Fat,g/capita/day,0
Peas,Panama,Calories,kcal/capita/day,4
Peas,Panama,Food Weight,g/capita/day,1
Peas,Panama,Protein,g/capita/day,0.266666667
Peas,Paraguay,Fat,g/capita/day,0
Peas,Paraguay,Calories,kcal/capita/day,6.666666667
Peas,Paraguay,Food Weight,g/capita/day,2
Peas,Paraguay,Protein,g/capita/day,0.433333333
Peas,Peru,Fat,g/capita/day,0.1
Peas,Peru,Calories,kcal/capita/day,20.66666667
Peas,Peru,Food Weight,g/capita/day,6
Peas,Peru,Protein,g/capita/day,1.366666667
Peas,Philippines,Fat,g/capita/day,0
Peas,Philippines,Calories,kcal/capita/day,3.666666667
Peas,Philippines,Food Weight,g/capita/day,1
Peas,Philippines,Protein,g/capita/day,0.233333333
Peas,Poland,Fat,g/capita/day,0
Peas,Poland,Calories,kcal/capita/day,9.333333333
Peas,Poland,Food Weight,g/capita/day,2.666666667
Peas,Poland,Protein,g/capita/day,0.666666667
Peas,Portugal,Fat,g/capita/day,0
Peas,Portugal,Calories,kcal/capita/day,2.333333333
Peas,Portugal,Food Weight,g/capita/day,1
Peas,Portugal,Protein,g/capita/day,0.133333333
Peas,Republic of Korea,Fat,g/capita/day,0
Peas,Republic of Korea,Calories,kcal/capita/day,1
Peas,Republic of Korea,Food Weight,g/capita/day,0
Peas,Republic of Korea,Protein,g/capita/day,0.033333333
Peas,Republic of Moldova,Fat,g/capita/day,0.1
Peas,Republic of Moldova,Calories,kcal/capita/day,12
Peas,Republic of Moldova,Food Weight,g/capita/day,3.333333333
Peas,Republic of Moldova,Protein,g/capita/day,0.766666667
Peas,Romania,Fat,g/capita/day,0
Peas,Romania,Calories,kcal/capita/day,2.333333333
Peas,Romania,Food Weight,g/capita/day,1
Peas,Romania,Protein,g/capita/day,0.133333333
Peas,Russian Federation,Fat,g/capita/day,0.1
Peas,Russian Federation,Calories,kcal/capita/day,17
Peas,Russian Federation,Food Weight,g/capita/day,5
Peas,Russian Federation,Protein,g/capita/day,1.1
Peas,Rwanda,Fat,g/capita/day,0.1
Peas,Rwanda,Calories,kcal/capita/day,28
Peas,Rwanda,Food Weight,g/capita/day,8.333333333
Peas,Rwanda,Protein,g/capita/day,1.833333333
Peas,Saint Kitts and Nevis,Fat,g/capita/day,0
Peas,Saint Kitts and Nevis,Calories,kcal/capita/day,1.333333333
Peas,Saint Kitts and Nevis,Food Weight,g/capita/day,0.333333333
Peas,Saint Kitts and Nevis,Protein,g/capita/day,0.066666667
Peas,Saint Lucia,Fat,g/capita/day,0.1
Peas,Saint Lucia,Calories,kcal/capita/day,15
Peas,Saint Lucia,Food Weight,g/capita/day,4.333333333
Peas,Saint Lucia,Protein,g/capita/day,0.966666667
Peas,Saint Vincent and the Grenadines,Fat,g/capita/day,0
Peas,Saint Vincent and the Grenadines,Calories,kcal/capita/day,5
Peas,Saint Vincent and the Grenadines,Food Weight,g/capita/day,1
Peas,Saint Vincent and the Grenadines,Protein,g/capita/day,0.3
Peas,Samoa,Fat,g/capita/day,0
Peas,Samoa,Calories,kcal/capita/day,0
Peas,Samoa,Food Weight,g/capita/day,0
Peas,Samoa,Protein,g/capita/day,0
Peas,Sao Tome and Principe,Fat,g/capita/day,0
Peas,Sao Tome and Principe,Calories,kcal/capita/day,1.333333333
Peas,Sao Tome and Principe,Food Weight,g/capita/day,0.333333333
Peas,Sao Tome and Principe,Protein,g/capita/day,0.1
Peas,Saudi Arabia,Fat,g/capita/day,0
Peas,Saudi Arabia,Calories,kcal/capita/day,3
Peas,Saudi Arabia,Food Weight,g/capita/day,1
Peas,Saudi Arabia,Protein,g/capita/day,0.2
Peas,Senegal,Fat,g/capita/day,0
Peas,Senegal,Calories,kcal/capita/day,2.666666667
Peas,Senegal,Food Weight,g/capita/day,0.666666667
Peas,Senegal,Protein,g/capita/day,0.166666667
Peas,Serbia,Fat,g/capita/day,0.2
Peas,Serbia,Calories,kcal/capita/day,39.33333333
Peas,Serbia,Food Weight,g/capita/day,11.33333333
Peas,Serbia,Protein,g/capita/day,2.533333333
Peas,Sierra Leone,Fat,g/capita/day,0
Peas,Sierra Leone,Calories,kcal/capita/day,7.333333333
Peas,Sierra Leone,Food Weight,g/capita/day,2.333333333
Peas,Sierra Leone,Protein,g/capita/day,0.466666667
Peas,Slovakia,Fat,g/capita/day,0
Peas,Slovakia,Calories,kcal/capita/day,6.333333333
Peas,Slovakia,Food Weight,g/capita/day,2
Peas,Slovakia,Protein,g/capita/day,0.4
Peas,Slovenia,Fat,g/capita/day,0
Peas,Slovenia,Calories,kcal/capita/day,6.666666667
Peas,Slovenia,Food Weight,g/capita/day,2
Peas,Slovenia,Protein,g/capita/day,0.433333333
Peas,Solomon Islands,Fat,g/capita/day,0
Peas,Solomon Islands,Calories,kcal/capita/day,0
Peas,Solomon Islands,Food Weight,g/capita/day,0
Peas,Solomon Islands,Protein,g/capita/day,0
Peas,Somalia,Fat,g/capita/day,0
Peas,Somalia,Calories,kcal/capita/day,0
Peas,Somalia,Food Weight,g/capita/day,0
Peas,Somalia,Protein,g/capita/day,0
Peas,South Africa,Fat,g/capita/day,0
Peas,South Africa,Calories,kcal/capita/day,3
Peas,South Africa,Food Weight,g/capita/day,1
Peas,South Africa,Protein,g/capita/day,0.2
Peas,Spain,Fat,g/capita/day,0.2
Peas,Spain,Calories,kcal/capita/day,40
Peas,Spain,Food Weight,g/capita/day,12
Peas,Spain,Protein,g/capita/day,2.666666667
Peas,Sri Lanka,Fat,g/capita/day,0.1
Peas,Sri Lanka,Calories,kcal/capita/day,13.33333333
Peas,Sri Lanka,Food Weight,g/capita/day,3.666666667
Peas,Sri Lanka,Protein,g/capita/day,0.9
Peas,Sudan (former),Fat,g/capita/day,0
Peas,Sudan (former),Calories,kcal/capita/day,2.666666667
Peas,Sudan (former),Food Weight,g/capita/day,0.666666667
Peas,Sudan (former),Protein,g/capita/day,0.2
Peas,Suriname,Fat,g/capita/day,0.1
Peas,Suriname,Calories,kcal/capita/day,13
Peas,Suriname,Food Weight,g/capita/day,4
Peas,Suriname,Protein,g/capita/day,0.833333333
Peas,Swaziland,Fat,g/capita/day,0
Peas,Swaziland,Calories,kcal/capita/day,0
Peas,Swaziland,Food Weight,g/capita/day,0
Peas,Swaziland,Protein,g/capita/day,0
Peas,Sweden,Fat,g/capita/day,0.1
Peas,Sweden,Calories,kcal/capita/day,12
Peas,Sweden,Food Weight,g/capita/day,3.666666667
Peas,Sweden,Protein,g/capita/day,0.8
Peas,Switzerland,Fat,g/capita/day,0.1
Peas,Switzerland,Calories,kcal/capita/day,12.66666667
Peas,Switzerland,Food Weight,g/capita/day,4
Peas,Switzerland,Protein,g/capita/day,0.866666667
Peas,Syrian Arab Republic,Fat,g/capita/day,0
Peas,Syrian Arab Republic,Calories,kcal/capita/day,3
Peas,Syrian Arab Republic,Food Weight,g/capita/day,1
Peas,Syrian Arab Republic,Protein,g/capita/day,0.2
Peas,Tajikistan,Fat,g/capita/day,0.033333333
Peas,Tajikistan,Calories,kcal/capita/day,8
Peas,Tajikistan,Food Weight,g/capita/day,2.333333333
Peas,Tajikistan,Protein,g/capita/day,0.533333333
Peas,Thailand,Fat,g/capita/day,0
Peas,Thailand,Calories,kcal/capita/day,1
Peas,Thailand,Food Weight,g/capita/day,0
Peas,Thailand,Protein,g/capita/day,0.066666667
Peas,The former Yugoslav Republic of Macedonia,Fat,g/capita/day,0.1
Peas,The former Yugoslav Republic of Macedonia,Calories,kcal/capita/day,11.33333333
Peas,The former Yugoslav Republic of Macedonia,Food Weight,g/capita/day,3.333333333
Peas,The former Yugoslav Republic of Macedonia,Protein,g/capita/day,0.733333333
Peas,Timor-Leste,Fat,g/capita/day,0
Peas,Timor-Leste,Calories,kcal/capita/day,0
Peas,Timor-Leste,Food Weight,g/capita/day,0
Peas,Timor-Leste,Protein,g/capita/day,0
Peas,Togo,Fat,g/capita/day,0
Peas,Togo,Calories,kcal/capita/day,0
Peas,Togo,Food Weight,g/capita/day,0
Peas,Togo,Protein,g/capita/day,0
Peas,Trinidad and Tobago,Fat,g/capita/day,0.2
Peas,Trinidad and Tobago,Calories,kcal/capita/day,32.66666667
Peas,Trinidad and Tobago,Food Weight,g/capita/day,9.666666667
Peas,Trinidad and Tobago,Protein,g/capita/day,2.133333333
Peas,Tunisia,Fat,g/capita/day,0.1
Peas,Tunisia,Calories,kcal/capita/day,12.66666667
Peas,Tunisia,Food Weight,g/capita/day,3.666666667
Peas,Tunisia,Protein,g/capita/day,0.833333333
Peas,Turkey,Fat,g/capita/day,0
Peas,Turkey,Calories,kcal/capita/day,1.333333333
Peas,Turkey,Food Weight,g/capita/day,0.333333333
Peas,Turkey,Protein,g/capita/day,0.1
Peas,Turkmenistan,Fat,g/capita/day,0
Peas,Turkmenistan,Calories,kcal/capita/day,0
Peas,Turkmenistan,Food Weight,g/capita/day,0
Peas,Turkmenistan,Protein,g/capita/day,0
Peas,Uganda,Fat,g/capita/day,0
Peas,Uganda,Calories,kcal/capita/day,2.666666667
Peas,Uganda,Food Weight,g/capita/day,1
Peas,Uganda,Protein,g/capita/day,0.2
Peas,Ukraine,Fat,g/capita/day,0.1
Peas,Ukraine,Calories,kcal/capita/day,13.33333333
Peas,Ukraine,Food Weight,g/capita/day,4
Peas,Ukraine,Protein,g/capita/day,0.9
Peas,United Arab Emirates,Fat,g/capita/day,0.233333333
Peas,United Arab Emirates,Calories,kcal/capita/day,44.33333333
Peas,United Arab Emirates,Food Weight,g/capita/day,13
Peas,United Arab Emirates,Protein,g/capita/day,2.866666667
Peas,United Kingdom,Fat,g/capita/day,0.1
Peas,United Kingdom,Calories,kcal/capita/day,21.33333333
Peas,United Kingdom,Food Weight,g/capita/day,6.333333333
Peas,United Kingdom,Protein,g/capita/day,1.4
Peas,United Republic of Tanzania,Fat,g/capita/day,0
Peas,United Republic of Tanzania,Calories,kcal/capita/day,0.333333333
Peas,United Republic of Tanzania,Food Weight,g/capita/day,0
Peas,United Republic of Tanzania,Protein,g/capita/day,0.033333333
Peas,United States of America,Fat,g/capita/day,0
Peas,United States of America,Calories,kcal/capita/day,4.333333333
Peas,United States of America,Food Weight,g/capita/day,1.333333333
Peas,United States of America,Protein,g/capita/day,0.3
Peas,Uruguay,Fat,g/capita/day,0
Peas,Uruguay,Calories,kcal/capita/day,7
Peas,Uruguay,Food Weight,g/capita/day,2
Peas,Uruguay,Protein,g/capita/day,0.466666667
Peas,Uzbekistan,Fat,g/capita/day,0
Peas,Uzbekistan,Calories,kcal/capita/day,0
Peas,Uzbekistan,Food Weight,g/capita/day,0
Peas,Uzbekistan,Protein,g/capita/day,0
Peas,Vanuatu,Fat,g/capita/day,0
Peas,Vanuatu,Calories,kcal/capita/day,0
Peas,Vanuatu,Food Weight,g/capita/day,0
Peas,Vanuatu,Protein,g/capita/day,0
Peas,Venezuela (Bolivarian Republic of),Fat,g/capita/day,0
Peas,Venezuela (Bolivarian Republic of),Calories,kcal/capita/day,5.333333333
Peas,Venezuela (Bolivarian Republic of),Food Weight,g/capita/day,1.333333333
Peas,Venezuela (Bolivarian Republic of),Protein,g/capita/day,0.366666667
Peas,Viet Nam,Fat,g/capita/day,0
Peas,Viet Nam,Calories,kcal/capita/day,0
Peas,Viet Nam,Food Weight,g/capita/day,0
Peas,Viet Nam,Protein,g/capita/day,0
Peas,Yemen,Fat,g/capita/day,0
Peas,Yemen,Calories,kcal/capita/day,4.666666667
Peas,Yemen,Food Weight,g/capita/day,1.333333333
Peas,Yemen,Protein,g/capita/day,0.3
Peas,Zambia,Fat,g/capita/day,0
Peas,Zambia,Calories,kcal/capita/day,0.333333333
Peas,Zambia,Food Weight,g/capita/day,0
Peas,Zambia,Protein,g/capita/day,0.033333333
Peas,Zimbabwe,Fat,g/capita/day,0.1
Peas,Zimbabwe,Calories,kcal/capita/day,12.66666667
Peas,Zimbabwe,Food Weight,g/capita/day,3.666666667
Peas,Zimbabwe,Protein,g/capita/day,0.8
Pepper,Afghanistan,Fat,g/capita/day,0
Pepper,Afghanistan,Calories,kcal/capita/day,0
Pepper,Afghanistan,Food Weight,g/capita/day,0
Pepper,Afghanistan,Protein,g/capita/day,0
Pepper,Albania,Fat,g/capita/day,0
Pepper,Albania,Calories,kcal/capita/day,0
Pepper,Albania,Food Weight,g/capita/day,0
Pepper,Albania,Protein,g/capita/day,0
Pepper,Algeria,Fat,g/capita/day,0
Pepper,Algeria,Calories,kcal/capita/day,0
Pepper,Algeria,Food Weight,g/capita/day,0
Pepper,Algeria,Protein,g/capita/day,0
Pepper,Angola,Fat,g/capita/day,0
Pepper,Angola,Calories,kcal/capita/day,0
Pepper,Angola,Food Weight,g/capita/day,0
Pepper,Angola,Protein,g/capita/day,0
Pepper,Antigua and Barbuda,Fat,g/capita/day,0
Pepper,Antigua and Barbuda,Calories,kcal/capita/day,0.666666667
Pepper,Antigua and Barbuda,Food Weight,g/capita/day,0.333333333
Pepper,Antigua and Barbuda,Protein,g/capita/day,0.033333333
Pepper,Argentina,Fat,g/capita/day,0
Pepper,Argentina,Calories,kcal/capita/day,0
Pepper,Argentina,Food Weight,g/capita/day,0
Pepper,Argentina,Protein,g/capita/day,0
Pepper,Armenia,Fat,g/capita/day,0
Pepper,Armenia,Calories,kcal/capita/day,0
Pepper,Armenia,Food Weight,g/capita/day,0
Pepper,Armenia,Protein,g/capita/day,0
Pepper,Australia,Fat,g/capita/day,0
Pepper,Australia,Calories,kcal/capita/day,1
Pepper,Australia,Food Weight,g/capita/day,0
Pepper,Australia,Protein,g/capita/day,0
Pepper,Austria,Fat,g/capita/day,0
Pepper,Austria,Calories,kcal/capita/day,0.666666667
Pepper,Austria,Food Weight,g/capita/day,0
Pepper,Austria,Protein,g/capita/day,0.033333333
Pepper,Azerbaijan,Fat,g/capita/day,0
Pepper,Azerbaijan,Calories,kcal/capita/day,0
Pepper,Azerbaijan,Food Weight,g/capita/day,0
Pepper,Azerbaijan,Protein,g/capita/day,0
Pepper,Bahamas,Fat,g/capita/day,0
Pepper,Bahamas,Calories,kcal/capita/day,2.333333333
Pepper,Bahamas,Food Weight,g/capita/day,0.666666667
Pepper,Bahamas,Protein,g/capita/day,0.066666667
Pepper,Bangladesh,Fat,g/capita/day,0
Pepper,Bangladesh,Calories,kcal/capita/day,0
Pepper,Bangladesh,Food Weight,g/capita/day,0
Pepper,Bangladesh,Protein,g/capita/day,0
Pepper,Barbados,Fat,g/capita/day,0
Pepper,Barbados,Calories,kcal/capita/day,2.333333333
Pepper,Barbados,Food Weight,g/capita/day,1
Pepper,Barbados,Protein,g/capita/day,0.1
Pepper,Belarus,Fat,g/capita/day,0
Pepper,Belarus,Calories,kcal/capita/day,0
Pepper,Belarus,Food Weight,g/capita/day,0
Pepper,Belarus,Protein,g/capita/day,0
Pepper,Belgium,Fat,g/capita/day,0
Pepper,Belgium,Calories,kcal/capita/day,1
Pepper,Belgium,Food Weight,g/capita/day,0
Pepper,Belgium,Protein,g/capita/day,0
Pepper,Belize,Fat,g/capita/day,0
Pepper,Belize,Calories,kcal/capita/day,0.333333333
Pepper,Belize,Food Weight,g/capita/day,0
Pepper,Belize,Protein,g/capita/day,0
Pepper,Benin,Fat,g/capita/day,0
Pepper,Benin,Calories,kcal/capita/day,0
Pepper,Benin,Food Weight,g/capita/day,0
Pepper,Benin,Protein,g/capita/day,0
Pepper,Bermuda,Fat,g/capita/day,0
Pepper,Bermuda,Calories,kcal/capita/day,0
Pepper,Bermuda,Food Weight,g/capita/day,0
Pepper,Bermuda,Protein,g/capita/day,0
Pepper,Bolivia (Plurinational State of),Fat,g/capita/day,0
Pepper,Bolivia (Plurinational State of),Calories,kcal/capita/day,1
Pepper,Bolivia (Plurinational State of),Food Weight,g/capita/day,0
Pepper,Bolivia (Plurinational State of),Protein,g/capita/day,0
Pepper,Bosnia and Herzegovina,Fat,g/capita/day,0
Pepper,Bosnia and Herzegovina,Calories,kcal/capita/day,0
Pepper,Bosnia and Herzegovina,Food Weight,g/capita/day,0
Pepper,Bosnia and Herzegovina,Protein,g/capita/day,0
Pepper,Botswana,Fat,g/capita/day,0.1
Pepper,Botswana,Calories,kcal/capita/day,7.666666667
Pepper,Botswana,Food Weight,g/capita/day,2.666666667
Pepper,Botswana,Protein,g/capita/day,0.333333333
Pepper,Brazil,Fat,g/capita/day,0
Pepper,Brazil,Calories,kcal/capita/day,0.666666667
Pepper,Brazil,Food Weight,g/capita/day,0
Pepper,Brazil,Protein,g/capita/day,0
Pepper,Brunei Darussalam,Fat,g/capita/day,0
Pepper,Brunei Darussalam,Calories,kcal/capita/day,1
Pepper,Brunei Darussalam,Food Weight,g/capita/day,0
Pepper,Brunei Darussalam,Protein,g/capita/day,0
Pepper,Bulgaria,Fat,g/capita/day,0
Pepper,Bulgaria,Calories,kcal/capita/day,0
Pepper,Bulgaria,Food Weight,g/capita/day,0
Pepper,Bulgaria,Protein,g/capita/day,0
Pepper,Burkina Faso,Fat,g/capita/day,0
Pepper,Burkina Faso,Calories,kcal/capita/day,0
Pepper,Burkina Faso,Food Weight,g/capita/day,0
Pepper,Burkina Faso,Protein,g/capita/day,0
Pepper,Cabo Verde,Fat,g/capita/day,0
Pepper,Cabo Verde,Calories,kcal/capita/day,0
Pepper,Cabo Verde,Food Weight,g/capita/day,0
Pepper,Cabo Verde,Protein,g/capita/day,0
Pepper,Cambodia,Fat,g/capita/day,0
Pepper,Cambodia,Calories,kcal/capita/day,1
Pepper,Cambodia,Food Weight,g/capita/day,0.333333333
Pepper,Cambodia,Protein,g/capita/day,0.1
Pepper,Cameroon,Fat,g/capita/day,0
Pepper,Cameroon,Calories,kcal/capita/day,0
Pepper,Cameroon,Food Weight,g/capita/day,0
Pepper,Cameroon,Protein,g/capita/day,0
Pepper,Canada,Fat,g/capita/day,0
Pepper,Canada,Calories,kcal/capita/day,1
Pepper,Canada,Food Weight,g/capita/day,0
Pepper,Canada,Protein,g/capita/day,0.033333333
Pepper,Central African Republic,Fat,g/capita/day,0
Pepper,Central African Republic,Calories,kcal/capita/day,0
Pepper,Central African Republic,Food Weight,g/capita/day,0
Pepper,Central African Republic,Protein,g/capita/day,0
Pepper,Chad,Fat,g/capita/day,0
Pepper,Chad,Calories,kcal/capita/day,0
Pepper,Chad,Food Weight,g/capita/day,0
Pepper,Chad,Protein,g/capita/day,0
Pepper,Chile,Fat,g/capita/day,0
Pepper,Chile,Calories,kcal/capita/day,0
Pepper,Chile,Food Weight,g/capita/day,0
Pepper,Chile,Protein,g/capita/day,0
Pepper,"China, Hong Kong SAR",Fat,g/capita/day,0
Pepper,"China, Hong Kong SAR",Calories,kcal/capita/day,0.333333333
Pepper,"China, Hong Kong SAR",Food Weight,g/capita/day,0
Pepper,"China, Hong Kong SAR",Protein,g/capita/day,0
Pepper,"China, Macao SAR",Fat,g/capita/day,0
Pepper,"China, Macao SAR",Calories,kcal/capita/day,3.333333333
Pepper,"China, Macao SAR",Food Weight,g/capita/day,1.333333333
Pepper,"China, Macao SAR",Protein,g/capita/day,0.133333333
Pepper,"China, mainland",Fat,g/capita/day,0
Pepper,"China, mainland",Calories,kcal/capita/day,0
Pepper,"China, mainland",Food Weight,g/capita/day,0
Pepper,"China, mainland",Protein,g/capita/day,0
Pepper,"China, Taiwan Province of",Fat,g/capita/day,0
Pepper,"China, Taiwan Province of",Calories,kcal/capita/day,1
Pepper,"China, Taiwan Province of",Food Weight,g/capita/day,0
Pepper,"China, Taiwan Province of",Protein,g/capita/day,0
Pepper,Colombia,Fat,g/capita/day,0
Pepper,Colombia,Calories,kcal/capita/day,0
Pepper,Colombia,Food Weight,g/capita/day,0
Pepper,Colombia,Protein,g/capita/day,0
Pepper,Congo,Fat,g/capita/day,0
Pepper,Congo,Calories,kcal/capita/day,0
Pepper,Congo,Food Weight,g/capita/day,0
Pepper,Congo,Protein,g/capita/day,0
Pepper,Costa Rica,Fat,g/capita/day,0
Pepper,Costa Rica,Calories,kcal/capita/day,2
Pepper,Costa Rica,Food Weight,g/capita/day,1
Pepper,Costa Rica,Protein,g/capita/day,0.1
Pepper,C“te d'Ivoire,Fat,g/capita/day,0
Pepper,C“te d'Ivoire,Calories,kcal/capita/day,0
Pepper,C“te d'Ivoire,Food Weight,g/capita/day,0
Pepper,C“te d'Ivoire,Protein,g/capita/day,0
Pepper,Croatia,Fat,g/capita/day,0
Pepper,Croatia,Calories,kcal/capita/day,1
Pepper,Croatia,Food Weight,g/capita/day,0
Pepper,Croatia,Protein,g/capita/day,0
Pepper,Cuba,Fat,g/capita/day,0
Pepper,Cuba,Calories,kcal/capita/day,0
Pepper,Cuba,Food Weight,g/capita/day,0
Pepper,Cuba,Protein,g/capita/day,0
Pepper,Cyprus,Fat,g/capita/day,0
Pepper,Cyprus,Calories,kcal/capita/day,0.333333333
Pepper,Cyprus,Food Weight,g/capita/day,0
Pepper,Cyprus,Protein,g/capita/day,0
Pepper,Czech Republic,Fat,g/capita/day,0
Pepper,Czech Republic,Calories,kcal/capita/day,1
Pepper,Czech Republic,Food Weight,g/capita/day,0
Pepper,Czech Republic,Protein,g/capita/day,0
Pepper,Democratic People's Republic of Korea,Fat,g/capita/day,0
Pepper,Democratic People's Republic of Korea,Calories,kcal/capita/day,0
Pepper,Democratic People's Republic of Korea,Food Weight,g/capita/day,0
Pepper,Democratic People's Republic of Korea,Protein,g/capita/day,0
Pepper,Denmark,Fat,g/capita/day,0
Pepper,Denmark,Calories,kcal/capita/day,1
Pepper,Denmark,Food Weight,g/capita/day,0.333333333
Pepper,Denmark,Protein,g/capita/day,0.066666667
Pepper,Djibouti,Fat,g/capita/day,0
Pepper,Djibouti,Calories,kcal/capita/day,0.666666667
Pepper,Djibouti,Food Weight,g/capita/day,0
Pepper,Djibouti,Protein,g/capita/day,0.066666667
Pepper,Dominica,Fat,g/capita/day,0.066666667
Pepper,Dominica,Calories,kcal/capita/day,7
Pepper,Dominica,Food Weight,g/capita/day,2.333333333
Pepper,Dominica,Protein,g/capita/day,0.3
