CountryName,Abbrev,ElementName,Year,Count
Iceland,Iceland,Food Weight,1997,38
India,India,Food Weight,1997,41
Indonesia,Indonesia,Food Weight,1997,31
Iran,Iran (Islamic Republic of),Food Weight,1997,31
Ireland,Ireland,Food Weight,1997,39
Israel,Israel,Food Weight,1997,43
Italy,Italy,Food Weight,1997,39
Jamaica,Jamaica,Food Weight,1997,38
Japan,Japan,Food Weight,1997,46
Jordan,Jordan,Food Weight,1997,38
Kenya,Kenya,Food Weight,1997,41
Kiribati,Kiribati,Food Weight,1997,26
Kuwait,Kuwait,Food Weight,1997,37
Laos,Lao People's Democratic Republic,Food Weight,1997,27
Lebanon,Lebanon,Food Weight,1997,41
Lesotho,Lesotho,Food Weight,1997,26
Liberia,Liberia,Food Weight,1997,29
Libya,Libya,Food Weight,1997,34
Madagascar,Madagascar,Food Weight,1997,38
Malawi,Malawi,Food Weight,1997,31
Malaysia,Malaysia,Food Weight,1997,43
Maldives,Maldives,Food Weight,1997,40
Mali,Mali,Food Weight,1997,32
Malta,Malta,Food Weight,1997,40
Mauritania,Mauritania,Food Weight,1997,25
Mauritius,Mauritius,Food Weight,1997,43
Mexico,Mexico,Food Weight,1997,42
Mongolia,Mongolia,Food Weight,1997,24
Morocco,Morocco,Food Weight,1997,38
Mozambique,Mozambique,Food Weight,1997,37
Myanmar,Myanmar,Food Weight,1997,30
Namibia,Namibia,Food Weight,1997,42
Nepal,Nepal,Food Weight,1997,29
Netherlands,Netherlands,Food Weight,1997,40
New Caledon.,New Caledonia,Food Weight,1997,44
New Zealand,New Zealand,Food Weight,1997,43
Nicaragua,Nicaragua,Food Weight,1997,36
Niger,Niger,Food Weight,1997,31
Nigeria,Nigeria,Food Weight,1997,35
Norway,Norway,Food Weight,1997,41
Pakistan,Pakistan,Food Weight,1997,37
Panama,Panama,Food Weight,1997,40
Paraguay,Paraguay,Food Weight,1997,38
Peru,Peru,Food Weight,1997,42
Philippines,Philippines,Food Weight,1997,37
Poland,Poland,Food Weight,1997,36
Portugal,Portugal,Food Weight,1997,39
South Korea,Republic of Korea,Food Weight,1997,40
Romania,Romania,Food Weight,1997,33
Rwanda,Rwanda,Food Weight,1997,26
St. Kitts,Saint Kitts and Nevis,Food Weight,1997,37
Saint Lucia,Saint Lucia,Food Weight,1997,39
St. Vincent,Saint Vincent and the Grenadines,Food Weight,1997,33
Samoa,Samoa,Food Weight,1997,26
Sao Tome,Sao Tome and Principe,Food Weight,1997,23
Saudi Arabia,Saudi Arabia,Food Weight,1997,44
Senegal,Senegal,Food Weight,1997,33
Seychelles,Seychelles,Food Weight,1997,41
Sierra Leone,Sierra Leone,Food Weight,1997,33
Solomon Isl.,Solomon Islands,Food Weight,1997,24
South Africa,South Africa,Food Weight,1997,43
Spain,Spain,Food Weight,1997,40
Sri Lanka,Sri Lanka,Food Weight,1997,37
Sudan,Sudan (former),Food Weight,1997,37
Suriname,Suriname,Food Weight,1997,33
Swaziland,Swaziland,Food Weight,1997,39
Sweden,Sweden,Food Weight,1997,44
Switzerland,Switzerland,Food Weight,1997,45
Syria,Syrian Arab Republic,Food Weight,1997,33
Thailand,Thailand,Food Weight,1997,39
Timor-Leste,Timor-Leste,Food Weight,1997,26
Togo,Togo,Food Weight,1997,37
Trin. & Tob.,Trinidad and Tobago,Food Weight,1997,40
Tunisia,Tunisia,Food Weight,1997,42
Turkey,Turkey,Food Weight,1997,37
Uganda,Uganda,Food Weight,1997,33
Un. Arab Em.,United Arab Emirates,Food Weight,1997,38
UK,United Kingdom,Food Weight,1997,43
Tanzania,United Republic of Tanzania,Food Weight,1997,37
USA,United States of America,Food Weight,1997,48
Uruguay,Uruguay,Food Weight,1997,37
USSR,USSR,Food Weight,1997,45
Vanuatu,Vanuatu,Food Weight,1997,24
Venezuela,Venezuela (Bolivarian Republic of),Food Weight,1997,39
Vietnam,Viet Nam,Food Weight,1997,26
Yemen,Yemen,Food Weight,1997,33
Yugoslavia,Yugoslav SFR,Food Weight,1997,43
Zambia,Zambia,Food Weight,1997,30
Zimbabwe,Zimbabwe,Food Weight,1997,38
Albania,Albania,Food Weight,1998,31
Algeria,Algeria,Food Weight,1998,33
Angola,Angola,Food Weight,1998,33
Ant. & Barb.,Antigua and Barbuda,Food Weight,1998,33
Argentina,Argentina,Food Weight,1998,38
Australia,Australia,Food Weight,1998,45
Austria,Austria,Food Weight,1998,43
Bahamas,Bahamas,Food Weight,1998,35
Bangladesh,Bangladesh,Food Weight,1998,34
Barbados,Barbados,Food Weight,1998,41
Belg-Lux,Belgium-Luxembourg,Food Weight,1998,44
Belize,Belize,Food Weight,1998,38
Benin,Benin,Food Weight,1998,39
Bermuda,Bermuda,Food Weight,1998,28
Bolivia,Bolivia (Plurinational State of),Food Weight,1998,37
Botswana,Botswana,Food Weight,1998,41
Brazil,Brazil,Food Weight,1998,40
Brunei Dar.,Brunei Darussalam,Food Weight,1998,45
Bulgaria,Bulgaria,Food Weight,1998,34
Burkina Faso,Burkina Faso,Food Weight,1998,33
Burundi,Burundi,Food Weight,1998,25
Cambodia,Cambodia,Food Weight,1998,30
Cameroon,Cameroon,Food Weight,1998,37
Canada,Canada,Food Weight,1998,46
Cape Verde,Cape Verde,Food Weight,1998,36
C. Af. Rep,Central African Republic,Food Weight,1998,28
Chad,Chad,Food Weight,1998,25
Chile,Chile,Food Weight,1998,34
China,China,Food Weight,1998,46
Colombia,Colombia,Food Weight,1998,35
Comoros,Comoros,Food Weight,1998,27
Congo,Congo,Food Weight,1998,37
Costa Rica,Costa Rica,Food Weight,1998,37
Ivory Coast,C“te d'Ivoire,Food Weight,1998,44
Cuba,Cuba,Food Weight,1998,33
Cyprus,Cyprus,Food Weight,1998,41
Czech.,Czechoslovakia,Food Weight,1998,42
North Korea,Democratic People's Republic of Korea,Food Weight,1998,26
Denmark,Denmark,Food Weight,1998,42
Djibouti,Djibouti,Food Weight,1998,35
Dominica,Dominica,Food Weight,1998,37
Dom. Rep.,Dominican Republic,Food Weight,1998,38
Ecuador,Ecuador,Food Weight,1998,36
Egypt,Egypt,Food Weight,1998,40
El Salvador,El Salvador,Food Weight,1998,37
Ethiopia,Ethiopia PDR,Food Weight,1998,37
Fiji,Fiji,Food Weight,1998,37
Finland,Finland,Food Weight,1998,38
France,France,Food Weight,1998,41
Frch. Polyn.,French Polynesia,Food Weight,1998,39
Gabon,Gabon,Food Weight,1998,39
Gambia,Gambia,Food Weight,1998,28
Germany,Germany,Food Weight,1998,45
Ghana,Ghana,Food Weight,1998,31
Greece,Greece,Food Weight,1998,40
Grenada,Grenada,Food Weight,1998,43
Guatemala,Guatemala,Food Weight,1998,37
Guinea,Guinea,Food Weight,1998,33
Guinea-Biss.,Guinea-Bissau,Food Weight,1998,30
Guyana,Guyana,Food Weight,1998,39
Haiti,Haiti,Food Weight,1998,37
Honduras,Honduras,Food Weight,1998,35
Hungary,Hungary,Food Weight,1998,38
Iceland,Iceland,Food Weight,1998,40
India,India,Food Weight,1998,41
Indonesia,Indonesia,Food Weight,1998,30
Iran,Iran (Islamic Republic of),Food Weight,1998,32
Ireland,Ireland,Food Weight,1998,41
Israel,Israel,Food Weight,1998,43
Italy,Italy,Food Weight,1998,40
Jamaica,Jamaica,Food Weight,1998,37
Japan,Japan,Food Weight,1998,46
Jordan,Jordan,Food Weight,1998,38
Kenya,Kenya,Food Weight,1998,42
Kiribati,Kiribati,Food Weight,1998,23
Kuwait,Kuwait,Food Weight,1998,37
Laos,Lao People's Democratic Republic,Food Weight,1998,28
Lebanon,Lebanon,Food Weight,1998,41
Lesotho,Lesotho,Food Weight,1998,26
Liberia,Liberia,Food Weight,1998,29
Libya,Libya,Food Weight,1998,32
Madagascar,Madagascar,Food Weight,1998,38
Malawi,Malawi,Food Weight,1998,30
Malaysia,Malaysia,Food Weight,1998,44
Maldives,Maldives,Food Weight,1998,39
Mali,Mali,Food Weight,1998,34
Malta,Malta,Food Weight,1998,40
Mauritania,Mauritania,Food Weight,1998,27
Mauritius,Mauritius,Food Weight,1998,43
Mexico,Mexico,Food Weight,1998,43
Mongolia,Mongolia,Food Weight,1998,26
Morocco,Morocco,Food Weight,1998,41
Mozambique,Mozambique,Food Weight,1998,37
Myanmar,Myanmar,Food Weight,1998,31
Namibia,Namibia,Food Weight,1998,41
Nepal,Nepal,Food Weight,1998,27
Netherlands,Netherlands,Food Weight,1998,42
New Caledon.,New Caledonia,Food Weight,1998,45
New Zealand,New Zealand,Food Weight,1998,44
Nicaragua,Nicaragua,Food Weight,1998,35
Niger,Niger,Food Weight,1998,31
Nigeria,Nigeria,Food Weight,1998,34
Norway,Norway,Food Weight,1998,42
Pakistan,Pakistan,Food Weight,1998,37
Panama,Panama,Food Weight,1998,41
Paraguay,Paraguay,Food Weight,1998,39
Peru,Peru,Food Weight,1998,42
Philippines,Philippines,Food Weight,1998,36
Poland,Poland,Food Weight,1998,37
Portugal,Portugal,Food Weight,1998,40
South Korea,Republic of Korea,Food Weight,1998,38
Romania,Romania,Food Weight,1998,36
Rwanda,Rwanda,Food Weight,1998,23
St. Kitts,Saint Kitts and Nevis,Food Weight,1998,35
Saint Lucia,Saint Lucia,Food Weight,1998,38
St. Vincent,Saint Vincent and the Grenadines,Food Weight,1998,32
Samoa,Samoa,Food Weight,1998,25
Sao Tome,Sao Tome and Principe,Food Weight,1998,23
Saudi Arabia,Saudi Arabia,Food Weight,1998,45
Senegal,Senegal,Food Weight,1998,32
Seychelles,Seychelles,Food Weight,1998,42
Sierra Leone,Sierra Leone,Food Weight,1998,33
Solomon Isl.,Solomon Islands,Food Weight,1998,25
South Africa,South Africa,Food Weight,1998,43
Spain,Spain,Food Weight,1998,40
Sri Lanka,Sri Lanka,Food Weight,1998,37
Sudan,Sudan (former),Food Weight,1998,37
Suriname,Suriname,Food Weight,1998,32
Swaziland,Swaziland,Food Weight,1998,40
Sweden,Sweden,Food Weight,1998,43
Switzerland,Switzerland,Food Weight,1998,45
Syria,Syrian Arab Republic,Food Weight,1998,35
Thailand,Thailand,Food Weight,1998,37
Timor-Leste,Timor-Leste,Food Weight,1998,26
Togo,Togo,Food Weight,1998,36
Trin. & Tob.,Trinidad and Tobago,Food Weight,1998,40
Tunisia,Tunisia,Food Weight,1998,42
Turkey,Turkey,Food Weight,1998,38
Uganda,Uganda,Food Weight,1998,33
Un. Arab Em.,United Arab Emirates,Food Weight,1998,38
UK,United Kingdom,Food Weight,1998,43
Tanzania,United Republic of Tanzania,Food Weight,1998,39
USA,United States of America,Food Weight,1998,47
Uruguay,Uruguay,Food Weight,1998,37
USSR,USSR,Food Weight,1998,45
Vanuatu,Vanuatu,Food Weight,1998,25
Venezuela,Venezuela (Bolivarian Republic of),Food Weight,1998,41
Vietnam,Viet Nam,Food Weight,1998,28
Yemen,Yemen,Food Weight,1998,33
Yugoslavia,Yugoslav SFR,Food Weight,1998,43
Zambia,Zambia,Food Weight,1998,31
Zimbabwe,Zimbabwe,Food Weight,1998,39
Albania,Albania,Food Weight,1999,34
Algeria,Algeria,Food Weight,1999,35
Angola,Angola,Food Weight,1999,31
Ant. & Barb.,Antigua and Barbuda,Food Weight,1999,35
Argentina,Argentina,Food Weight,1999,39
Australia,Australia,Food Weight,1999,45
Austria,Austria,Food Weight,1999,42
Bahamas,Bahamas,Food Weight,1999,37
Bangladesh,Bangladesh,Food Weight,1999,34
Barbados,Barbados,Food Weight,1999,43
Belg-Lux,Belgium-Luxembourg,Food Weight,1999,43
Belize,Belize,Food Weight,1999,38
Benin,Benin,Food Weight,1999,39
Bermuda,Bermuda,Food Weight,1999,29
Bolivia,Bolivia (Plurinational State of),Food Weight,1999,39
Botswana,Botswana,Food Weight,1999,44
Brazil,Brazil,Food Weight,1999,40
Brunei Dar.,Brunei Darussalam,Food Weight,1999,43
Bulgaria,Bulgaria,Food Weight,1999,35
Burkina Faso,Burkina Faso,Food Weight,1999,33
Burundi,Burundi,Food Weight,1999,24
Cambodia,Cambodia,Food Weight,1999,30
Cameroon,Cameroon,Food Weight,1999,36
Canada,Canada,Food Weight,1999,46
Cape Verde,Cape Verde,Food Weight,1999,37
C. Af. Rep,Central African Republic,Food Weight,1999,28
Chad,Chad,Food Weight,1999,25
Chile,Chile,Food Weight,1999,34
China,China,Food Weight,1999,46
Colombia,Colombia,Food Weight,1999,37
Comoros,Comoros,Food Weight,1999,27
Congo,Congo,Food Weight,1999,34
Costa Rica,Costa Rica,Food Weight,1999,39
Ivory Coast,C“te d'Ivoire,Food Weight,1999,43
Cuba,Cuba,Food Weight,1999,34
Cyprus,Cyprus,Food Weight,1999,40
Czech.,Czechoslovakia,Food Weight,1999,42
North Korea,Democratic People's Republic of Korea,Food Weight,1999,24
Denmark,Denmark,Food Weight,1999,42
Djibouti,Djibouti,Food Weight,1999,31
Dominica,Dominica,Food Weight,1999,37
Dom. Rep.,Dominican Republic,Food Weight,1999,38
Ecuador,Ecuador,Food Weight,1999,37
Egypt,Egypt,Food Weight,1999,40
El Salvador,El Salvador,Food Weight,1999,37
Ethiopia,Ethiopia PDR,Food Weight,1999,37
Fiji,Fiji,Food Weight,1999,37
Finland,Finland,Food Weight,1999,37
France,France,Food Weight,1999,41
Frch. Polyn.,French Polynesia,Food Weight,1999,38
Gabon,Gabon,Food Weight,1999,39
Gambia,Gambia,Food Weight,1999,31
Germany,Germany,Food Weight,1999,44
Ghana,Ghana,Food Weight,1999,35
Greece,Greece,Food Weight,1999,41
Grenada,Grenada,Food Weight,1999,41
Guatemala,Guatemala,Food Weight,1999,38
Guinea,Guinea,Food Weight,1999,32
Guinea-Biss.,Guinea-Bissau,Food Weight,1999,31
Guyana,Guyana,Food Weight,1999,39
Haiti,Haiti,Food Weight,1999,38
Honduras,Honduras,Food Weight,1999,37
Hungary,Hungary,Food Weight,1999,39
Iceland,Iceland,Food Weight,1999,42
India,India,Food Weight,1999,41
Indonesia,Indonesia,Food Weight,1999,31
Iran,Iran (Islamic Republic of),Food Weight,1999,30
Ireland,Ireland,Food Weight,1999,41
Israel,Israel,Food Weight,1999,44
Italy,Italy,Food Weight,1999,40
Jamaica,Jamaica,Food Weight,1999,38
Japan,Japan,Food Weight,1999,46
Jordan,Jordan,Food Weight,1999,40
Kenya,Kenya,Food Weight,1999,42
Kiribati,Kiribati,Food Weight,1999,23
Kuwait,Kuwait,Food Weight,1999,37
Laos,Lao People's Democratic Republic,Food Weight,1999,30
Lebanon,Lebanon,Food Weight,1999,41
Lesotho,Lesotho,Food Weight,1999,26
Liberia,Liberia,Food Weight,1999,28
Libya,Libya,Food Weight,1999,34
Madagascar,Madagascar,Food Weight,1999,37
Malawi,Malawi,Food Weight,1999,29
Malaysia,Malaysia,Food Weight,1999,43
Maldives,Maldives,Food Weight,1999,41
Mali,Mali,Food Weight,1999,36
Malta,Malta,Food Weight,1999,40
Mauritania,Mauritania,Food Weight,1999,30
Mauritius,Mauritius,Food Weight,1999,43
Mexico,Mexico,Food Weight,1999,44
Mongolia,Mongolia,Food Weight,1999,25
Morocco,Morocco,Food Weight,1999,41
Mozambique,Mozambique,Food Weight,1999,37
Myanmar,Myanmar,Food Weight,1999,32
Namibia,Namibia,Food Weight,1999,45
Nepal,Nepal,Food Weight,1999,30
Netherlands,Netherlands,Food Weight,1999,41
New Caledon.,New Caledonia,Food Weight,1999,43
New Zealand,New Zealand,Food Weight,1999,44
Nicaragua,Nicaragua,Food Weight,1999,34
Niger,Niger,Food Weight,1999,30
Nigeria,Nigeria,Food Weight,1999,35
Norway,Norway,Food Weight,1999,42
Pakistan,Pakistan,Food Weight,1999,37
Panama,Panama,Food Weight,1999,42
Paraguay,Paraguay,Food Weight,1999,37
Peru,Peru,Food Weight,1999,42
Philippines,Philippines,Food Weight,1999,38
Poland,Poland,Food Weight,1999,40
Portugal,Portugal,Food Weight,1999,41
South Korea,Republic of Korea,Food Weight,1999,41
Romania,Romania,Food Weight,1999,35
Rwanda,Rwanda,Food Weight,1999,24
St. Kitts,Saint Kitts and Nevis,Food Weight,1999,35
Saint Lucia,Saint Lucia,Food Weight,1999,37
St. Vincent,Saint Vincent and the Grenadines,Food Weight,1999,33
Samoa,Samoa,Food Weight,1999,25
Sao Tome,Sao Tome and Principe,Food Weight,1999,23
Saudi Arabia,Saudi Arabia,Food Weight,1999,42
Senegal,Senegal,Food Weight,1999,33
Seychelles,Seychelles,Food Weight,1999,41
Sierra Leone,Sierra Leone,Food Weight,1999,33
Solomon Isl.,Solomon Islands,Food Weight,1999,25
South Africa,South Africa,Food Weight,1999,43
Spain,Spain,Food Weight,1999,40
Sri Lanka,Sri Lanka,Food Weight,1999,39
Sudan,Sudan (former),Food Weight,1999,38
Suriname,Suriname,Food Weight,1999,33
Swaziland,Swaziland,Food Weight,1999,37
Sweden,Sweden,Food Weight,1999,43
Switzerland,Switzerland,Food Weight,1999,45
Syria,Syrian Arab Republic,Food Weight,1999,36
Thailand,Thailand,Food Weight,1999,38
Timor-Leste,Timor-Leste,Food Weight,1999,25
Togo,Togo,Food Weight,1999,37
Trin. & Tob.,Trinidad and Tobago,Food Weight,1999,39
Tunisia,Tunisia,Food Weight,1999,40
Turkey,Turkey,Food Weight,1999,40
Uganda,Uganda,Food Weight,1999,31
Un. Arab Em.,United Arab Emirates,Food Weight,1999,38
UK,United Kingdom,Food Weight,1999,43
Tanzania,United Republic of Tanzania,Food Weight,1999,39
USA,United States of America,Food Weight,1999,47
Uruguay,Uruguay,Food Weight,1999,37
USSR,USSR,Food Weight,1999,45
Vanuatu,Vanuatu,Food Weight,1999,25
Venezuela,Venezuela (Bolivarian Republic of),Food Weight,1999,41
Vietnam,Viet Nam,Food Weight,1999,29
Yemen,Yemen,Food Weight,1999,35
Yugoslavia,Yugoslav SFR,Food Weight,1999,43
Zambia,Zambia,Food Weight,1999,30
Zimbabwe,Zimbabwe,Food Weight,1999,39
Albania,Albania,Food Weight,2000,34
Algeria,Algeria,Food Weight,2000,33
Angola,Angola,Food Weight,2000,32
Ant. & Barb.,Antigua and Barbuda,Food Weight,2000,36
Argentina,Argentina,Food Weight,2000,38
Australia,Australia,Food Weight,2000,45
Austria,Austria,Food Weight,2000,42
Bahamas,Bahamas,Food Weight,2000,44
Bangladesh,Bangladesh,Food Weight,2000,33
Barbados,Barbados,Food Weight,2000,42
Belg-Lux,Belgium-Luxembourg,Food Weight,2000,45
Belize,Belize,Food Weight,2000,40
Benin,Benin,Food Weight,2000,39
Bermuda,Bermuda,Food Weight,2000,29
Bolivia,Bolivia (Plurinational State of),Food Weight,2000,39
Botswana,Botswana,Food Weight,2000,44
Brazil,Brazil,Food Weight,2000,40
Brunei Dar.,Brunei Darussalam,Food Weight,2000,43
Bulgaria,Bulgaria,Food Weight,2000,36
Burkina Faso,Burkina Faso,Food Weight,2000,35
Burundi,Burundi,Food Weight,2000,26
Cambodia,Cambodia,Food Weight,2000,31
Cameroon,Cameroon,Food Weight,2000,37
Canada,Canada,Food Weight,2000,46
Cape Verde,Cape Verde,Food Weight,2000,36
C. Af. Rep,Central African Republic,Food Weight,2000,28
Chad,Chad,Food Weight,2000,25
Chile,Chile,Food Weight,2000,35
China,China,Food Weight,2000,46
Colombia,Colombia,Food Weight,2000,37
Comoros,Comoros,Food Weight,2000,27
Congo,Congo,Food Weight,2000,35
Costa Rica,Costa Rica,Food Weight,2000,38
Ivory Coast,C“te d'Ivoire,Food Weight,2000,43
Cuba,Cuba,Food Weight,2000,35
Cyprus,Cyprus,Food Weight,2000,41
Czech.,Czechoslovakia,Food Weight,2000,40
North Korea,Democratic People's Republic of Korea,Food Weight,2000,26
Denmark,Denmark,Food Weight,2000,42
Djibouti,Djibouti,Food Weight,2000,33
Dominica,Dominica,Food Weight,2000,41
Dom. Rep.,Dominican Republic,Food Weight,2000,38
Ecuador,Ecuador,Food Weight,2000,35
Egypt,Egypt,Food Weight,2000,40
El Salvador,El Salvador,Food Weight,2000,37
Ethiopia,Ethiopia PDR,Food Weight,2000,37
Fiji,Fiji,Food Weight,2000,39
Finland,Finland,Food Weight,2000,39
France,France,Food Weight,2000,41
Frch. Polyn.,French Polynesia,Food Weight,2000,40
Gabon,Gabon,Food Weight,2000,39
Gambia,Gambia,Food Weight,2000,35
Germany,Germany,Food Weight,2000,45
Ghana,Ghana,Food Weight,2000,39
Greece,Greece,Food Weight,2000,42
Grenada,Grenada,Food Weight,2000,41
Guatemala,Guatemala,Food Weight,2000,37
Guinea,Guinea,Food Weight,2000,33
Guinea-Biss.,Guinea-Bissau,Food Weight,2000,32
Guyana,Guyana,Food Weight,2000,41
Haiti,Haiti,Food Weight,2000,37
Honduras,Honduras,Food Weight,2000,36
Hungary,Hungary,Food Weight,2000,39
Iceland,Iceland,Food Weight,2000,41
India,India,Food Weight,2000,42
Indonesia,Indonesia,Food Weight,2000,32
Iran,Iran (Islamic Republic of),Food Weight,2000,31
Ireland,Ireland,Food Weight,2000,43
Israel,Israel,Food Weight,2000,44
Italy,Italy,Food Weight,2000,41
Jamaica,Jamaica,Food Weight,2000,37
Japan,Japan,Food Weight,2000,47
Jordan,Jordan,Food Weight,2000,41
Kenya,Kenya,Food Weight,2000,42
Kiribati,Kiribati,Food Weight,2000,23
Kuwait,Kuwait,Food Weight,2000,39
Laos,Lao People's Democratic Republic,Food Weight,2000,29
Lebanon,Lebanon,Food Weight,2000,40
Lesotho,Lesotho,Food Weight,2000,26
Liberia,Liberia,Food Weight,2000,30
Libya,Libya,Food Weight,2000,32
Madagascar,Madagascar,Food Weight,2000,37
Malawi,Malawi,Food Weight,2000,29
Malaysia,Malaysia,Food Weight,2000,44
Maldives,Maldives,Food Weight,2000,40
Mali,Mali,Food Weight,2000,35
Malta,Malta,Food Weight,2000,40
Mauritania,Mauritania,Food Weight,2000,30
Mauritius,Mauritius,Food Weight,2000,42
Mexico,Mexico,Food Weight,2000,43
Mongolia,Mongolia,Food Weight,2000,28
Morocco,Morocco,Food Weight,2000,42
Mozambique,Mozambique,Food Weight,2000,34
Myanmar,Myanmar,Food Weight,2000,32
Namibia,Namibia,Food Weight,2000,45
Nepal,Nepal,Food Weight,2000,28
Netherlands,Netherlands,Food Weight,2000,41
New Caledon.,New Caledonia,Food Weight,2000,42
New Zealand,New Zealand,Food Weight,2000,44
Nicaragua,Nicaragua,Food Weight,2000,36
Niger,Niger,Food Weight,2000,30
Nigeria,Nigeria,Food Weight,2000,37
Norway,Norway,Food Weight,2000,42
Pakistan,Pakistan,Food Weight,2000,36
Panama,Panama,Food Weight,2000,42
Paraguay,Paraguay,Food Weight,2000,37
Peru,Peru,Food Weight,2000,42
Philippines,Philippines,Food Weight,2000,37
Poland,Poland,Food Weight,2000,39
Portugal,Portugal,Food Weight,2000,41
South Korea,Republic of Korea,Food Weight,2000,40
Romania,Romania,Food Weight,2000,35
Rwanda,Rwanda,Food Weight,2000,29
St. Kitts,Saint Kitts and Nevis,Food Weight,2000,41
Saint Lucia,Saint Lucia,Food Weight,2000,40
St. Vincent,Saint Vincent and the Grenadines,Food Weight,2000,30
Samoa,Samoa,Food Weight,2000,24
Sao Tome,Sao Tome and Principe,Food Weight,2000,26
Saudi Arabia,Saudi Arabia,Food Weight,2000,47
Senegal,Senegal,Food Weight,2000,34
Seychelles,Seychelles,Food Weight,2000,40
Sierra Leone,Sierra Leone,Food Weight,2000,33
Solomon Isl.,Solomon Islands,Food Weight,2000,24
South Africa,South Africa,Food Weight,2000,43
Spain,Spain,Food Weight,2000,40
Sri Lanka,Sri Lanka,Food Weight,2000,38
Sudan,Sudan (former),Food Weight,2000,33
Suriname,Suriname,Food Weight,2000,33
Swaziland,Swaziland,Food Weight,2000,43
Sweden,Sweden,Food Weight,2000,44
Switzerland,Switzerland,Food Weight,2000,44
Syria,Syrian Arab Republic,Food Weight,2000,35
Thailand,Thailand,Food Weight,2000,39
Timor-Leste,Timor-Leste,Food Weight,2000,27
Togo,Togo,Food Weight,2000,35
Trin. & Tob.,Trinidad and Tobago,Food Weight,2000,39
Tunisia,Tunisia,Food Weight,2000,41
Turkey,Turkey,Food Weight,2000,39
Uganda,Uganda,Food Weight,2000,33
Un. Arab Em.,United Arab Emirates,Food Weight,2000,38
UK,United Kingdom,Food Weight,2000,44
Tanzania,United Republic of Tanzania,Food Weight,2000,38
USA,United States of America,Food Weight,2000,46
Uruguay,Uruguay,Food Weight,2000,37
USSR,USSR,Food Weight,2000,46
Vanuatu,Vanuatu,Food Weight,2000,25
Venezuela,Venezuela (Bolivarian Republic of),Food Weight,2000,40
Vietnam,Viet Nam,Food Weight,2000,29
Yemen,Yemen,Food Weight,2000,36
Yugoslavia,Yugoslav SFR,Food Weight,2000,44
Zambia,Zambia,Food Weight,2000,31
Zimbabwe,Zimbabwe,Food Weight,2000,40
Albania,Albania,Food Weight,2001,33
Algeria,Algeria,Food Weight,2001,37
Angola,Angola,Food Weight,2001,31
Ant. & Barb.,Antigua and Barbuda,Food Weight,2001,36
Argentina,Argentina,Food Weight,2001,39
Australia,Australia,Food Weight,2001,44
Austria,Austria,Food Weight,2001,42
Bahamas,Bahamas,Food Weight,2001,42
Bangladesh,Bangladesh,Food Weight,2001,34
Barbados,Barbados,Food Weight,2001,46
Belg-Lux,Belgium-Luxembourg,Food Weight,2001,43
Belize,Belize,Food Weight,2001,38
Benin,Benin,Food Weight,2001,38
Bermuda,Bermuda,Food Weight,2001,29
Bolivia,Bolivia (Plurinational State of),Food Weight,2001,39
Botswana,Botswana,Food Weight,2001,42
Brazil,Brazil,Food Weight,2001,40
Brunei Dar.,Brunei Darussalam,Food Weight,2001,43
Bulgaria,Bulgaria,Food Weight,2001,35
Burkina Faso,Burkina Faso,Food Weight,2001,32
Burundi,Burundi,Food Weight,2001,26
Cambodia,Cambodia,Food Weight,2001,30
Cameroon,Cameroon,Food Weight,2001,38
Canada,Canada,Food Weight,2001,45
Cape Verde,Cape Verde,Food Weight,2001,36
C. Af. Rep,Central African Republic,Food Weight,2001,29
Chad,Chad,Food Weight,2001,25
Chile,Chile,Food Weight,2001,34
China,China,Food Weight,2001,46
Colombia,Colombia,Food Weight,2001,37
Comoros,Comoros,Food Weight,2001,32
Congo,Congo,Food Weight,2001,36
Costa Rica,Costa Rica,Food Weight,2001,38
Ivory Coast,C“te d'Ivoire,Food Weight,2001,46
Cuba,Cuba,Food Weight,2001,34
Cyprus,Cyprus,Food Weight,2001,41
Czech.,Czechoslovakia,Food Weight,2001,41
North Korea,Democratic People's Republic of Korea,Food Weight,2001,26
Denmark,Denmark,Food Weight,2001,39
Djibouti,Djibouti,Food Weight,2001,34
Dominica,Dominica,Food Weight,2001,39
Dom. Rep.,Dominican Republic,Food Weight,2001,38
Ecuador,Ecuador,Food Weight,2001,38
Egypt,Egypt,Food Weight,2001,39
El Salvador,El Salvador,Food Weight,2001,40
Ethiopia,Ethiopia PDR,Food Weight,2001,37
Fiji,Fiji,Food Weight,2001,40
Finland,Finland,Food Weight,2001,38
France,France,Food Weight,2001,43
Frch. Polyn.,French Polynesia,Food Weight,2001,40
Gabon,Gabon,Food Weight,2001,40
Gambia,Gambia,Food Weight,2001,31
Germany,Germany,Food Weight,2001,45
Ghana,Ghana,Food Weight,2001,39
Greece,Greece,Food Weight,2001,43
Grenada,Grenada,Food Weight,2001,40
Guatemala,Guatemala,Food Weight,2001,36
Guinea,Guinea,Food Weight,2001,35
Guinea-Biss.,Guinea-Bissau,Food Weight,2001,31
Guyana,Guyana,Food Weight,2001,39
Haiti,Haiti,Food Weight,2001,36
Honduras,Honduras,Food Weight,2001,33
Hungary,Hungary,Food Weight,2001,40
Iceland,Iceland,Food Weight,2001,39
India,India,Food Weight,2001,42
Indonesia,Indonesia,Food Weight,2001,31
Iran,Iran (Islamic Republic of),Food Weight,2001,31
Ireland,Ireland,Food Weight,2001,42
