CountryName,ItemName,FoodGroupName,ElementName,UnitName,Year,Value
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1962,15.92105263
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1986,23.09868421
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1989,23.14473684
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1990,22.61184211
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1995,21.4057635
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,2000,20.91209268
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,1963,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,1986,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,1989,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,1992,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,1995,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1964,5.812905552
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1971,6.890771449
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1978,8.015501082
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1986,7.898341745
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1989,7.914563807
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1992,7.708590939
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,2008,7.744425649
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1961,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1964,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1982,0.000657895
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1985,0.000657895
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1967,405.4210526
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1970,427.5855263
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1971,430.9144737
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1974,431.1710526
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1990,472.5131579
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1999,488.3591835
*Global Mean,Animal Products (Total),Animal products,Fat,g/capita/day,1965,28.80592105
*Global Mean,Animal Products (Total),Animal products,Fat,g/capita/day,1966,29.25460526
*Global Mean,Animal Products (Total),Animal products,Fat,g/capita/day,1987,34.275
*Global Mean,Animal Products (Total),Animal products,Fat,g/capita/day,1997,33.78690981
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,1972,394.8666186
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,1973,396.1733958
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,1976,414.776496
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,1987,453.8374189
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,1993,445.2316934
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,1998,461.6952996
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,1999,468.3693676
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,2003,475.7712644
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,2007,494.0523678
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,1971,26.10197368
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,1977,28.10921053
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,1981,29.72828947
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,1984,29.95921053
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,1985,30.29210526
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,1992,30.33193597
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,2003,32.94588993
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1964,6.480263158
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1965,5.855263158
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1967,6.888157895
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1981,7.309210526
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1985,7.710526316
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1992,8.509985588
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1996,8.559568407
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1998,8.282987928
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,2001,8.846366045
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,2007,9.150150024
*Global Mean,Apples,Fruits,Fat,g/capita/day,1963,0.038815789
*Global Mean,Apples,Fruits,Fat,g/capita/day,1968,0.043421053
*Global Mean,Apples,Fruits,Fat,g/capita/day,1970,0.042105263
*Global Mean,Apples,Fruits,Fat,g/capita/day,1975,0.042763158
*Global Mean,Apples,Fruits,Fat,g/capita/day,1977,0.042763158
*Global Mean,Apples,Fruits,Fat,g/capita/day,1992,0.051807395
*Global Mean,Apples,Fruits,Fat,g/capita/day,1994,0.045684253
*Global Mean,Apples,Fruits,Fat,g/capita/day,2003,0.046908875
*Global Mean,Apples,Fruits,Fat,g/capita/day,2004,0.047875795
*Global Mean,Apples,Fruits,Food Weight,g/capita/day,1962,12.87310743
*Global Mean,Apples,Fruits,Food Weight,g/capita/day,1965,12.9109589
*Global Mean,Apples,Fruits,Food Weight,g/capita/day,1973,14.5259553
*Global Mean,Apples,Fruits,Food Weight,g/capita/day,1982,17.99927902
*Global Mean,Apples,Fruits,Food Weight,g/capita/day,1994,18.32746457
*Global Mean,Apples,Fruits,Protein,g/capita/day,1962,0.032236842
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1964,17.06578947
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1968,18.26973684
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1973,20.78289474
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1980,23.51973684
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,2007,22.12432828
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,1962,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,1965,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,1968,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,1971,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,1994,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,1997,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,2000,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,2003,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1963,5.659697188
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1969,6.413121846
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1981,7.983056957
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1990,7.745133381
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1993,7.520920303
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1995,7.351078183
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1997,7.42740113
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,2001,7.073404147
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,2003,7.250173702
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,2004,7.412976112
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,2006,7.433717115
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,2007,7.600688809
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1976,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1979,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1984,0.000657895
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1987,0.000657895
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1990,0.000657895
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1993,0.000657895
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1966,402.4473684
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1972,430.2763158
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1975,434.7697368
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1977,449.2302632
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1978,458.8223684
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1993,471.7457643
*Global Mean,Animal Products (Total),Animal products,Fat,g/capita/day,1963,28.23223684
*Global Mean,Animal Products (Total),Animal products,Fat,g/capita/day,1974,31.09934211
*Global Mean,Animal Products (Total),Animal products,Fat,g/capita/day,2005,34.91750336
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,1969,381.6222062
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,1974,402.9686373
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,1984,448.4030281
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,2006,482.6606327
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,1969,25.31776316
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,1975,27.04868421
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,1980,29.51381579
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,1988,30.36578947
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,2000,32.27273973
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,2006,33.62452546
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,2009,34.18974852
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1968,6.526315789
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1971,6.835526316
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1972,6.460526316
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1975,7.026315789
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1978,7.289473684
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1980,7.822368421
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1987,7.927631579
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1990,8.467105263
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1994,8.170993889
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,2003,8.973216584
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,2004,9.040000012
*Global Mean,Apples,Fruits,Fat,g/capita/day,1964,0.044078947
*Global Mean,Apples,Fruits,Fat,g/capita/day,1969,0.045394737
*Global Mean,Apples,Fruits,Fat,g/capita/day,1991,0.043421053
*Global Mean,Apples,Fruits,Fat,g/capita/day,1998,0.044561748
*Global Mean,Apples,Fruits,Fat,g/capita/day,2000,0.049229165
*Global Mean,Apples,Fruits,Fat,g/capita/day,2001,0.047487072
*Global Mean,Apples,Fruits,Fat,g/capita/day,2006,0.046091234
*Global Mean,Apples,Fruits,Food Weight,g/capita/day,1975,15.44340303
*Global Mean,Apples,Fruits,Food Weight,g/capita/day,1978,15.86517664
*Global Mean,Apples,Fruits,Food Weight,g/capita/day,1985,17.13590483
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1994,21.31008888
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,2003,21.17203362
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,1982,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,1985,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,1988,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,1991,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1970,6.629416006
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1975,7.575702956
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1987,7.626171594
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1991,7.748738284
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1967,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1970,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1973,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1996,0.000657895
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1999,0.000657895
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,2002,0.000657895
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,2005,0.000657895
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,2007,0.001315789
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1965,395.1184211
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1968,414.875
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1969,419.0986842
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1987,479.5065789
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1989,474.2039474
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1991,472.8355263
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,2002,493.6683938
*Global Mean,Animal Products (Total),Animal products,Fat,g/capita/day,1962,28.07434211
*Global Mean,Animal Products (Total),Animal products,Fat,g/capita/day,1967,29.44934211
*Global Mean,Animal Products (Total),Animal products,Fat,g/capita/day,1976,31.85131579
*Global Mean,Animal Products (Total),Animal products,Fat,g/capita/day,1978,32.72236842
*Global Mean,Animal Products (Total),Animal products,Fat,g/capita/day,1979,33.24802632
*Global Mean,Animal Products (Total),Animal products,Fat,g/capita/day,1982,33.86907895
*Global Mean,Animal Products (Total),Animal products,Fat,g/capita/day,1985,34.28815789
*Global Mean,Animal Products (Total),Animal products,Fat,g/capita/day,1991,33.78684211
*Global Mean,Animal Products (Total),Animal products,Fat,g/capita/day,1999,34.4695037
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,1961,344.8846431
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,1978,431.8457102
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,1986,447.5018024
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,1990,443.4156453
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,1995,454.5947742
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,2002,475.9400325
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,2009,488.9806419
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,1962,22.86184211
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,1963,23.10394737
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,1964,23.36381579
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,1970,25.96513158
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,1972,26.32697368
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,1978,28.92171053
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,1982,29.69210526
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,1995,31.0303961
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,1996,31.12372317
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1961,5.105263158
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1969,6.776315789
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1984,8.282894737
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1995,7.838181455
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1999,8.649797008
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,2002,8.792662276
*Global Mean,Apples,Fruits,Fat,g/capita/day,1974,0.040131579
*Global Mean,Apples,Fruits,Fat,g/capita/day,1981,0.044078947
*Global Mean,Apples,Fruits,Fat,g/capita/day,1982,0.050657895
*Global Mean,Apples,Fruits,Fat,g/capita/day,1986,0.051973684
*Global Mean,Apples,Fruits,Food Weight,g/capita/day,1963,12.95602019
*Global Mean,Apples,Fruits,Food Weight,g/capita/day,1966,13.37599135
*Global Mean,Apples,Fruits,Food Weight,g/capita/day,1969,15.28118241
*Global Mean,Apples,Fruits,Food Weight,g/capita/day,1970,14.06633021
*Global Mean,Apples,Fruits,Food Weight,g/capita/day,1971,15.01261716
*Global Mean,Apples,Fruits,Food Weight,g/capita/day,1972,13.85724585
*Global Mean,Apples,Fruits,Food Weight,g/capita/day,1976,15.62364816
*Global Mean,Apples,Fruits,Food Weight,g/capita/day,1991,16.70511896
*Global Mean,Apples,Fruits,Food Weight,g/capita/day,1993,19.4074319
*Global Mean,Apples,Fruits,Food Weight,g/capita/day,1996,19.26304826
*Global Mean,Apples,Fruits,Food Weight,g/capita/day,1997,19.99934563
*Global Mean,Apples,Fruits,Protein,g/capita/day,1987,0.042763158
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1971,20.19736842
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1977,23.63157895
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1982,24.14473684
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1984,22.84868421
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1985,23.46710526
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,2009,21.86852006
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,1966,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,1969,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,1972,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,1975,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,1998,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,2001,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,2004,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,2007,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1967,6.036409517
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1979,7.928983418
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1982,8.255227109
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,2000,7.183703328
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,2009,7.513677747
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1980,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1983,0.000657895
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1986,0.000657895
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1989,0.000657895
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1973,427.2960526
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1983,471.4144737
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1985,479.6184211
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1992,473.8540183
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,2003,492.3413589
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,2004,492.5510304
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,2008,508.5709196
*Global Mean,Animal Products (Total),Animal products,Fat,g/capita/day,1964,28.53026316
*Global Mean,Animal Products (Total),Animal products,Fat,g/capita/day,1973,30.84868421
*Global Mean,Animal Products (Total),Animal products,Fat,g/capita/day,1984,34.06842105
*Global Mean,Animal Products (Total),Animal products,Fat,g/capita/day,2001,34.59075743
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,1963,350.4325883
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,1975,403.8031723
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,1981,443.035328
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,1988,451.6258111
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,1991,443.9834175
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,1992,443.9500897
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,1997,459.5143451
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,2001,472.9623869
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,2004,474.2476447
*Global Mean,Animal Products (Total),Animal products,Food Weight,g/capita/day,2008,491.5957423
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,1989,30.11513158
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,1990,30.14473684
*Global Mean,Animal Products (Total),Animal products,Protein,g/capita/day,2007,34.42470017
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1962,5.776315789
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1973,6.710526316
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1974,6.434210526
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1977,6.967105263
*Global Mean,Apples,Fruits,Calories,kcal/capita/day,1991,7.473684211
*Global Mean,Apples,Fruits,Fat,g/capita/day,1971,0.039473684
*Global Mean,Apples,Fruits,Fat,g/capita/day,1972,0.038815789
*Global Mean,Apples,Fruits,Fat,g/capita/day,1978,0.044736842
*Global Mean,Apples,Fruits,Fat,g/capita/day,1979,0.049342105
*Global Mean,Apples,Fruits,Fat,g/capita/day,2005,0.047704554
*Global Mean,Apples,Fruits,Fat,g/capita/day,2009,0.047127838
*Global Mean,Apples,Fruits,Food Weight,g/capita/day,1967,15.78226388
*Global Mean,Apples,Fruits,Food Weight,g/capita/day,1977,15.11355443
*Global Mean,Apples,Fruits,Food Weight,g/capita/day,1984,18.19033886
*Global Mean,Apples,Fruits,Protein,g/capita/day,1964,0.034210526
*Global Mean,Apples,Fruits,Protein,g/capita/day,1973,0.038157895
*Global Mean,Apples,Fruits,Protein,g/capita/day,1979,0.040789474
*Global Mean,Apples,Fruits,Protein,g/capita/day,1982,0.044078947
*Global Mean,Apples,Fruits,Protein,g/capita/day,1994,0.038931105
*Global Mean,Apples,Fruits,Protein,g/capita/day,2009,0.043417543
*Global Mean,Bananas & plantains,Fruits,Calories,kcal/capita/day,1961,42.05263158
*Global Mean,Bananas & plantains,Fruits,Calories,kcal/capita/day,1979,47.56578947
*Global Mean,Bananas & plantains,Fruits,Calories,kcal/capita/day,1989,44.35526316
*Global Mean,Bananas & plantains,Fruits,Calories,kcal/capita/day,1992,43.22070899
*Global Mean,Bananas & plantains,Fruits,Calories,kcal/capita/day,2005,42.82745168
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1963,16.625
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1966,18.21710526
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1967,17.71710526
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1969,18.84868421
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1979,23.21052632
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1987,22.26973684
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1991,22.70394737
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1992,22.55916161
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1996,21.3991706
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1997,21.67125607
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,1998,21.41299199
*Global Mean,Alcoholic beverages,Alcoholic beverages,Calories,kcal/capita/day,2001,20.65999088
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,1974,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,1977,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,1980,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,1983,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,2006,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Fat,g/capita/day,2009,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1962,5.407354001
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1972,6.861932228
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1973,7.076423937
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1976,7.768565249
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1977,8.065969719
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1985,8.008291276
*Global Mean,Alcoholic beverages,Alcoholic beverages,Food Weight,g/capita/day,1999,7.352755622
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1972,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1975,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1978,0
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1988,0.000657895
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1991,0.000657895
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1994,0.000657895
*Global Mean,Alcoholic beverages,Alcoholic beverages,Protein,g/capita/day,1997,0.000657895
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1963,387.3618421
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1979,463.9802632
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1981,474.4342105
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1982,472.1184211
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1984,475.7894737
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1986,474.7894737
*Global Mean,Animal Products (Total),Animal products,Calories,kcal/capita/day,1995,475.9732785
